arith.divider_active, 0x914
unc_cha_write_no_credits.mc2, 0x45a
unc_cha_write_no_credits.mc3, 0x85a
unc_cha_write_no_credits.mc4, 0x105a
unc_cha_write_no_credits.mc5, 0x205a
unc_cha_write_no_credits.mc6, 0x405a
unc_cha_write_no_credits.mc7, 0x805a
unc_cha_write_no_credits.mc8, 0x5a
unc_cha_write_no_credits.mc9, 0x5a
unc_cha_xpt_pref.drop0_conflict, 0x86f
unc_cha_xpt_pref.drop0_nocrd, 0x46f
unc_cha_xpt_pref.drop1_conflict, 0x806f
unc_cha_xpt_pref.drop1_nocrd, 0x406f
unc_cha_xpt_pref.sent0, 0x16f
unc_cha_xpt_pref.sent1, 0x106f
unc_i_cache_total_occupancy.any, 0x10f
unc_i_cache_total_occupancy.iv_q, 0x20f
unc_i_cache_total_occupancy.mem, 0x40f
unc_i_clockticks, 0x1
unc_i_coherent_ops.clflush, 0x8010
unc_i_coherent_ops.pcitom, 0x1010
unc_i_coherent_ops.rfo, 0x810
unc_i_coherent_ops.wbmtoi, 0x4010
unc_i_faf_full, 0x17
unc_i_faf_inserts, 0x18
unc_i_faf_occupancy, 0x19
unc_i_faf_transactions, 0x16
unc_i_irp_all.evicts, 0x420
unc_i_irp_all.inbound_inserts, 0x120
unc_i_irp_all.outbound_inserts, 0x220
unc_i_misc0.2nd_atomic_insert, 0x101e
unc_i_misc0.2nd_rd_insert, 0x41e
unc_i_misc0.2nd_wr_insert, 0x81e
unc_i_misc0.fast_rej, 0x21e
unc_i_misc0.fast_req, 0x11e
unc_i_misc0.fast_xfer, 0x201e
unc_i_misc0.pf_ack_hint, 0x401e
unc_i_misc0.slowpath_fwpf_no_prf, 0x801e
unc_i_misc1.lost_fwd, 0x101f
unc_i_misc1.sec_rcvd_invld, 0x201f
unc_i_misc1.sec_rcvd_vld, 0x401f
unc_i_misc1.slow_e, 0x41f
unc_i_misc1.slow_i, 0x11f
unc_i_misc1.slow_m, 0x81f
unc_i_misc1.slow_s, 0x21f
unc_i_p2p_inserts, 0x14
unc_i_p2p_occupancy, 0x15
unc_i_p2p_transactions.cmpl, 0x813
unc_i_p2p_transactions.loc, 0x4013
unc_i_p2p_transactions.loc_and_tgt_match, 0x8013
unc_i_p2p_transactions.msg, 0x413
unc_i_p2p_transactions.rd, 0x113
unc_i_p2p_transactions.rem, 0x1013
unc_i_p2p_transactions.rem_and_tgt_match, 0x2013
unc_i_p2p_transactions.wr, 0x213
unc_i_snoop_resp.all_hit, 0x7e12
unc_i_snoop_resp.all_hit_es, 0x7412
unc_i_snoop_resp.all_hit_i, 0x7212
unc_i_snoop_resp.all_hit_m, 0x7812
unc_i_snoop_resp.all_miss, 0x7112
unc_i_snoop_resp.hit_es, 0x412
unc_i_snoop_resp.hit_i, 0x212
unc_i_snoop_resp.hit_m, 0x812
unc_i_snoop_resp.miss, 0x112
unc_i_snoop_resp.snpcode, 0x1012
unc_i_snoop_resp.snpdata, 0x2012
unc_i_snoop_resp.snpinv, 0x4012
unc_i_transactions.atomic, 0x1011
unc_i_transactions.other, 0x2011
unc_i_transactions.wr_pref, 0x811
unc_i_transactions.writes, 0x211
unc_i_txc_ak_inserts, 0xb
unc_i_txc_bl_drs_cycles_full, 0x5
unc_i_txc_bl_drs_inserts, 0x2
unc_i_txc_bl_drs_occupancy, 0x8
unc_i_txc_bl_ncb_cycles_full, 0x6
unc_i_txc_bl_ncb_inserts, 0x3
unc_i_txc_bl_ncb_occupancy, 0x9
unc_i_txc_bl_ncs_cycles_full, 0x7
unc_i_txc_bl_ncs_inserts, 0x4
unc_i_txc_bl_ncs_occupancy, 0xa
unc_i_txr2_ad01_stall_credit_cycles, 0x1c
unc_i_txr2_ad0_stall_credit_cycles, 0x1a
unc_i_txr2_ad1_stall_credit_cycles, 0x1b
unc_i_txr2_bl_stall_credit_cycles, 0x1d
unc_i_txs_data_inserts_ncb, 0xd
unc_i_txs_data_inserts_ncs, 0xe
unc_i_txs_request_occupancy, 0xc
unc_iio_bandwidth_in.part0_freerun, 0x20ff
unc_iio_bandwidth_in.part1_freerun, 0x21ff
unc_iio_bandwidth_in.part2_freerun, 0x22ff
unc_iio_bandwidth_in.part3_freerun, 0x23ff
unc_iio_bandwidth_in.part4_freerun, 0x24ff
unc_iio_bandwidth_in.part5_freerun, 0x25ff
unc_iio_bandwidth_in.part6_freerun, 0x26ff
unc_iio_bandwidth_in.part7_freerun, 0x27ff
unc_iio_clockticks, 0x1
unc_iio_clockticks_freerun, 0x10ff
unc_iio_comp_buf_inserts.cmpd.all, 0x3c2
unc_iio_comp_buf_inserts.cmpd.all_parts, 0x3c2
unc_iio_comp_buf_inserts.cmpd.part0, 0x3c2
unc_iio_comp_buf_inserts.cmpd.part1, 0x3c2
unc_iio_comp_buf_inserts.cmpd.part2, 0x3c2
unc_iio_comp_buf_inserts.cmpd.part3, 0x3c2
unc_iio_comp_buf_inserts.cmpd.part4, 0x3c2
unc_iio_comp_buf_inserts.cmpd.part5, 0x3c2
unc_iio_comp_buf_inserts.cmpd.part6, 0x3c2
unc_iio_comp_buf_inserts.cmpd.part7, 0x3c2
unc_iio_comp_buf_occupancy.cmpd.all, 0xffd5
unc_iio_comp_buf_occupancy.cmpd.all_parts, 0xffd5
unc_iio_comp_buf_occupancy.cmpd.part0, 0x1d5
unc_iio_comp_buf_occupancy.cmpd.part1, 0x2d5
unc_iio_comp_buf_occupancy.cmpd.part2, 0x4d5
unc_iio_comp_buf_occupancy.cmpd.part3, 0x8d5
unc_iio_comp_buf_occupancy.cmpd.part4, 0x10d5
unc_iio_comp_buf_occupancy.cmpd.part5, 0x20d5
unc_iio_comp_buf_occupancy.cmpd.part6, 0x40d5
unc_iio_comp_buf_occupancy.cmpd.part7, 0x80d5
unc_iio_data_req_by_cpu.cfg_read.iommu0, 0x40c0
unc_iio_data_req_by_cpu.cfg_read.iommu1, 0x40c0
unc_iio_data_req_by_cpu.cfg_read.part0, 0x40c0
unc_iio_data_req_by_cpu.cfg_read.part1, 0x40c0
unc_iio_data_req_by_cpu.cfg_read.part2, 0x40c0
unc_iio_data_req_by_cpu.cfg_read.part3, 0x40c0
unc_iio_data_req_by_cpu.cfg_read.part4, 0x40c0
unc_iio_data_req_by_cpu.cfg_read.part5, 0x40c0
unc_iio_data_req_by_cpu.cfg_read.part6, 0x40c0
unc_iio_data_req_by_cpu.cfg_read.part7, 0x40c0
unc_iio_data_req_by_cpu.cfg_write.iommu0, 0x10c0
unc_iio_data_req_by_cpu.cfg_write.iommu1, 0x10c0
unc_iio_data_req_by_cpu.cfg_write.part0, 0x10c0
unc_iio_data_req_by_cpu.cfg_write.part1, 0x10c0
unc_iio_data_req_by_cpu.cfg_write.part2, 0x10c0
unc_iio_data_req_by_cpu.cfg_write.part3, 0x10c0
unc_iio_data_req_by_cpu.cfg_write.part4, 0x10c0
unc_iio_data_req_by_cpu.cfg_write.part5, 0x10c0
unc_iio_data_req_by_cpu.cfg_write.part6, 0x10c0
unc_iio_data_req_by_cpu.cfg_write.part7, 0x10c0
unc_iio_data_req_by_cpu.io_read.iommu0, 0x80c0
unc_iio_data_req_by_cpu.io_read.iommu1, 0x80c0
unc_iio_data_req_by_cpu.io_read.part0, 0x80c0
unc_iio_data_req_by_cpu.io_read.part1, 0x80c0
unc_iio_data_req_by_cpu.io_read.part2, 0x80c0
unc_iio_data_req_by_cpu.io_read.part3, 0x80c0
unc_iio_data_req_by_cpu.io_read.part4, 0x80c0
unc_iio_data_req_by_cpu.io_read.part5, 0x80c0
unc_iio_data_req_by_cpu.io_read.part6, 0x80c0
unc_iio_data_req_by_cpu.io_read.part7, 0x80c0
unc_iio_data_req_by_cpu.io_write.iommu0, 0x20c0
unc_iio_data_req_by_cpu.io_write.iommu1, 0x20c0
unc_iio_data_req_by_cpu.io_write.part0, 0x20c0
unc_iio_data_req_by_cpu.io_write.part1, 0x20c0
unc_iio_data_req_by_cpu.io_write.part2, 0x20c0
unc_iio_data_req_by_cpu.io_write.part3, 0x20c0
unc_iio_data_req_by_cpu.io_write.part4, 0x20c0
unc_iio_data_req_by_cpu.io_write.part5, 0x20c0
unc_iio_data_req_by_cpu.io_write.part6, 0x20c0
unc_iio_data_req_by_cpu.io_write.part7, 0x20c0
unc_iio_data_req_by_cpu.mem_read.iommu0, 0x4c0
unc_iio_data_req_by_cpu.mem_read.iommu1, 0x4c0
unc_iio_data_req_by_cpu.mem_read.part0, 0x4c0
unc_iio_data_req_by_cpu.mem_read.part1, 0x4c0
unc_iio_data_req_by_cpu.mem_read.part2, 0x4c0
unc_iio_data_req_by_cpu.mem_read.part3, 0x4c0
unc_iio_data_req_by_cpu.mem_read.part4, 0x4c0
unc_iio_data_req_by_cpu.mem_read.part5, 0x4c0
unc_iio_data_req_by_cpu.mem_read.part6, 0x4c0
unc_iio_data_req_by_cpu.mem_read.part7, 0x4c0
unc_iio_data_req_by_cpu.mem_write.iommu0, 0x1c0
unc_iio_data_req_by_cpu.mem_write.iommu1, 0x1c0
unc_iio_data_req_by_cpu.mem_write.part0, 0x1c0
unc_iio_data_req_by_cpu.mem_write.part1, 0x1c0
unc_iio_data_req_by_cpu.mem_write.part2, 0x1c0
unc_iio_data_req_by_cpu.mem_write.part3, 0x1c0
unc_iio_data_req_by_cpu.mem_write.part4, 0x1c0
unc_iio_data_req_by_cpu.mem_write.part5, 0x1c0
unc_iio_data_req_by_cpu.mem_write.part6, 0x1c0
unc_iio_data_req_by_cpu.mem_write.part7, 0x1c0
unc_iio_data_req_by_cpu.peer_read.iommu0, 0x8c0
unc_iio_data_req_by_cpu.peer_read.iommu1, 0x8c0
unc_iio_data_req_by_cpu.peer_read.part0, 0x8c0
unc_iio_data_req_by_cpu.peer_read.part1, 0x8c0
unc_iio_data_req_by_cpu.peer_read.part2, 0x8c0
unc_iio_data_req_by_cpu.peer_read.part3, 0x8c0
unc_iio_data_req_by_cpu.peer_read.part4, 0x8c0
unc_iio_data_req_by_cpu.peer_read.part5, 0x8c0
unc_iio_data_req_by_cpu.peer_read.part6, 0x8c0
unc_iio_data_req_by_cpu.peer_read.part7, 0x8c0
unc_iio_data_req_by_cpu.peer_write.iommu0, 0x2c0
unc_iio_data_req_by_cpu.peer_write.iommu1, 0x2c0
unc_iio_data_req_by_cpu.peer_write.part0, 0x2c0
unc_iio_data_req_by_cpu.peer_write.part1, 0x2c0
unc_iio_data_req_by_cpu.peer_write.part2, 0x2c0
unc_iio_data_req_by_cpu.peer_write.part3, 0x2c0
unc_iio_data_req_by_cpu.peer_write.part4, 0x2c0
unc_iio_data_req_by_cpu.peer_write.part5, 0x2c0
unc_iio_data_req_by_cpu.peer_write.part6, 0x2c0
unc_iio_data_req_by_cpu.peer_write.part7, 0x2c0
unc_iio_data_req_of_cpu.atomic.iommu0, 0x1083
unc_iio_data_req_of_cpu.atomic.iommu1, 0x1083
unc_iio_data_req_of_cpu.atomic.part0, 0x1083
unc_iio_data_req_of_cpu.atomic.part1, 0x1083
unc_iio_data_req_of_cpu.atomic.part2, 0x1083
unc_iio_data_req_of_cpu.atomic.part3, 0x1083
unc_iio_data_req_of_cpu.atomic.part4, 0x1083
unc_iio_data_req_of_cpu.atomic.part5, 0x1083
unc_iio_data_req_of_cpu.atomic.part6, 0x1083
unc_iio_data_req_of_cpu.atomic.part7, 0x1083
unc_iio_data_req_of_cpu.cmpd.iommu0, 0x8083
unc_iio_data_req_of_cpu.cmpd.iommu1, 0x8083
unc_iio_data_req_of_cpu.cmpd.part0, 0x8083
unc_iio_data_req_of_cpu.cmpd.part1, 0x8083
unc_iio_data_req_of_cpu.cmpd.part2, 0x8083
unc_iio_data_req_of_cpu.cmpd.part3, 0x8083
unc_iio_data_req_of_cpu.cmpd.part4, 0x8083
unc_iio_data_req_of_cpu.cmpd.part5, 0x8083
unc_iio_data_req_of_cpu.cmpd.part6, 0x8083
unc_iio_data_req_of_cpu.cmpd.part7, 0x8083
unc_iio_data_req_of_cpu.mem_read.iommu0, 0x483
unc_iio_data_req_of_cpu.mem_read.iommu1, 0x483
unc_iio_data_req_of_cpu.mem_read.part0, 0x483
unc_iio_data_req_of_cpu.mem_read.part1, 0x483
unc_iio_data_req_of_cpu.mem_read.part2, 0x483
unc_iio_data_req_of_cpu.mem_read.part3, 0x483
unc_iio_data_req_of_cpu.mem_read.part4, 0x483
unc_iio_data_req_of_cpu.mem_read.part5, 0x483
unc_iio_data_req_of_cpu.mem_read.part6, 0x483
unc_iio_data_req_of_cpu.mem_read.part7, 0x483
unc_iio_data_req_of_cpu.mem_write.iommu0, 0x183
unc_iio_data_req_of_cpu.mem_write.iommu1, 0x183
unc_iio_data_req_of_cpu.mem_write.part0, 0x183
unc_iio_data_req_of_cpu.mem_write.part1, 0x183
unc_iio_data_req_of_cpu.mem_write.part2, 0x183
unc_iio_data_req_of_cpu.mem_write.part3, 0x183
unc_iio_data_req_of_cpu.mem_write.part4, 0x183
unc_iio_data_req_of_cpu.mem_write.part5, 0x183
unc_iio_data_req_of_cpu.mem_write.part6, 0x183
unc_iio_data_req_of_cpu.mem_write.part7, 0x183
unc_iio_data_req_of_cpu.msg.iommu0, 0x4083
unc_iio_data_req_of_cpu.msg.iommu1, 0x4083
unc_iio_data_req_of_cpu.msg.part0, 0x4083
unc_iio_data_req_of_cpu.msg.part1, 0x4083
unc_iio_data_req_of_cpu.msg.part2, 0x4083
unc_iio_data_req_of_cpu.msg.part3, 0x4083
unc_iio_data_req_of_cpu.msg.part4, 0x4083
unc_iio_data_req_of_cpu.msg.part5, 0x4083
unc_iio_data_req_of_cpu.msg.part6, 0x4083
unc_iio_data_req_of_cpu.msg.part7, 0x4083
unc_iio_data_req_of_cpu.peer_read.iommu0, 0x883
unc_iio_data_req_of_cpu.peer_read.iommu1, 0x883
unc_iio_data_req_of_cpu.peer_read.part0, 0x883
unc_iio_data_req_of_cpu.peer_read.part1, 0x883
unc_iio_data_req_of_cpu.peer_read.part2, 0x883
unc_iio_data_req_of_cpu.peer_read.part3, 0x883
unc_iio_data_req_of_cpu.peer_read.part4, 0x883
unc_iio_data_req_of_cpu.peer_read.part5, 0x883
unc_iio_data_req_of_cpu.peer_read.part6, 0x883
unc_iio_data_req_of_cpu.peer_read.part7, 0x883
unc_iio_data_req_of_cpu.peer_write.iommu0, 0x283
unc_iio_data_req_of_cpu.peer_write.iommu1, 0x283
unc_iio_data_req_of_cpu.peer_write.part0, 0x283
unc_iio_data_req_of_cpu.peer_write.part1, 0x283
unc_iio_data_req_of_cpu.peer_write.part2, 0x283
unc_iio_data_req_of_cpu.peer_write.part3, 0x283
unc_iio_data_req_of_cpu.peer_write.part4, 0x283
unc_iio_data_req_of_cpu.peer_write.part5, 0x283
unc_iio_data_req_of_cpu.peer_write.part6, 0x283
unc_iio_data_req_of_cpu.peer_write.part7, 0x283
unc_iio_inbound_arb_req.data, 0x2086
unc_iio_inbound_arb_req.final_rd_wr, 0x886
unc_iio_inbound_arb_req.iommu_hit, 0x286
unc_iio_inbound_arb_req.iommu_req, 0x186
unc_iio_inbound_arb_req.req_own, 0x486
unc_iio_inbound_arb_req.wr, 0x1086
unc_iio_inbound_arb_won.data, 0x2087
unc_iio_inbound_arb_won.final_rd_wr, 0x887
unc_iio_inbound_arb_won.iommu_hit, 0x287
unc_iio_inbound_arb_won.iommu_req, 0x187
unc_iio_inbound_arb_won.req_own, 0x487
unc_iio_inbound_arb_won.wr, 0x1087
unc_iio_iommu0.1g_hits, 0x1040
unc_iio_iommu0.2m_hits, 0x840
unc_iio_iommu0.4k_hits, 0x440
unc_iio_iommu0.all_lookups, 0x240
unc_iio_iommu0.ctxt_cache_hits, 0x8040
unc_iio_iommu0.ctxt_cache_lookups, 0x4040
unc_iio_iommu0.first_lookups, 0x140
unc_iio_iommu0.misses, 0x2040
unc_iio_iommu1.cyc_pwt_full, 0x8041
unc_iio_iommu1.num_mem_accesses, 0x4041
unc_iio_iommu1.pwc_1g_hits, 0x841
unc_iio_iommu1.pwc_2m_hits, 0x441
unc_iio_iommu1.pwc_4k_hits, 0x241
unc_iio_iommu1.pwc_512g_hits, 0x1041
unc_iio_iommu1.pwc_cache_fills, 0x2041
unc_iio_iommu1.pwt_cache_lookups, 0x141
unc_iio_iommu3.int_cache_hits, 0x8043
unc_iio_iommu3.int_cache_lookups, 0x4043
unc_iio_iommu3.num_ctxt_cache_inval_device, 0x2043
unc_iio_iommu3.num_ctxt_cache_inval_domain, 0x1043
unc_iio_iommu3.num_ctxt_cache_inval_gbl, 0x843
unc_iio_iommu3.num_inval_domain, 0x243
unc_iio_iommu3.num_inval_gbl, 0x143
unc_iio_iommu3.num_inval_page, 0x443
unc_iio_mask_match_and.bus0, 0x102
unc_iio_mask_match_and.bus0_bus1, 0x802
unc_iio_mask_match_and.bus0_not_bus1, 0x402
unc_iio_mask_match_and.bus1, 0x202
unc_iio_mask_match_and.not_bus0_bus1, 0x1002
unc_iio_mask_match_and.not_bus0_not_bus1, 0x2002
unc_iio_mask_match_or.bus0, 0x103
unc_iio_mask_match_or.bus0_bus1, 0x803
unc_iio_mask_match_or.bus0_not_bus1, 0x403
unc_iio_mask_match_or.bus1, 0x203
unc_iio_mask_match_or.not_bus0_bus1, 0x1003
unc_iio_mask_match_or.not_bus0_not_bus1, 0x2003
unc_iio_nothing, 0x80
unc_iio_num_oustanding_req_from_cpu.to_io, 0x8c5
unc_iio_num_outstanding_req_of_cpu.data, 0x2088
unc_iio_num_outstanding_req_of_cpu.final_rd_wr, 0x888
unc_iio_num_outstanding_req_of_cpu.iommu_hit, 0x288
unc_iio_num_outstanding_req_of_cpu.iommu_req, 0x188
unc_iio_num_outstanding_req_of_cpu.req_own, 0x488
unc_iio_num_outstanding_req_of_cpu.wr, 0x1088
unc_iio_num_req_from_cpu.itc, 0x2c2
unc_iio_num_req_from_cpu.prealloc, 0x4c2
unc_iio_num_req_of_cpu.all.drop, 0x285
unc_iio_num_req_of_cpu.commit.all, 0x185
unc_iio_num_req_of_cpu_by_tgt.abort, 0x808e
unc_iio_num_req_of_cpu_by_tgt.confined_p2p, 0x408e
unc_iio_num_req_of_cpu_by_tgt.loc_p2p, 0x208e
unc_iio_num_req_of_cpu_by_tgt.mcast, 0x28e
unc_iio_num_req_of_cpu_by_tgt.mem, 0x88e
unc_iio_num_req_of_cpu_by_tgt.msgb, 0x18e
unc_iio_num_req_of_cpu_by_tgt.rem_p2p, 0x108e
unc_iio_num_req_of_cpu_by_tgt.ubox, 0x48e
unc_iio_num_tgt_matched_req_of_cpu, 0x8f
unc_iio_outbound_cl_reqs_issued.to_io, 0x8d0
unc_iio_outbound_tlp_reqs_issued.to_io, 0x8d1
unc_iio_pwt_occupancy, 0x42
unc_iio_req_from_pcie_cl_cmpl.data, 0x2091
unc_iio_req_from_pcie_cl_cmpl.final_rd_wr, 0x891
unc_iio_req_from_pcie_cl_cmpl.req_own, 0x491
unc_iio_req_from_pcie_cl_cmpl.wr, 0x1091
unc_iio_req_from_pcie_cmpl.data, 0x2092
unc_iio_req_from_pcie_cmpl.final_rd_wr, 0x892
unc_iio_req_from_pcie_cmpl.iommu_hit, 0x292
unc_iio_req_from_pcie_cmpl.iommu_req, 0x192
unc_iio_req_from_pcie_cmpl.req_own, 0x492
unc_iio_req_from_pcie_cmpl.wr, 0x1092
unc_iio_req_from_pcie_pass_cmpl.data, 0x2090
unc_iio_req_from_pcie_pass_cmpl.final_rd_wr, 0x890
unc_iio_req_from_pcie_pass_cmpl.req_own, 0x490
unc_iio_req_from_pcie_pass_cmpl.wr, 0x1090
unc_iio_symbol_times, 0x82
unc_iio_txn_req_by_cpu.cfg_read.iommu0, 0x40c1
unc_iio_txn_req_by_cpu.cfg_read.iommu1, 0x40c1
unc_iio_txn_req_by_cpu.cfg_read.part0, 0x40c1
unc_iio_txn_req_by_cpu.cfg_read.part1, 0x40c1
unc_iio_txn_req_by_cpu.cfg_read.part2, 0x40c1
unc_iio_txn_req_by_cpu.cfg_read.part3, 0x40c1
unc_iio_txn_req_by_cpu.cfg_read.part4, 0x40c1
unc_iio_txn_req_by_cpu.cfg_read.part5, 0x40c1
unc_iio_txn_req_by_cpu.cfg_read.part6, 0x40c1
unc_iio_txn_req_by_cpu.cfg_read.part7, 0x40c1
unc_iio_txn_req_by_cpu.cfg_write.iommu0, 0x10c1
unc_iio_txn_req_by_cpu.cfg_write.iommu1, 0x10c1
unc_iio_txn_req_by_cpu.cfg_write.part0, 0x10c1
unc_iio_txn_req_by_cpu.cfg_write.part1, 0x10c1
unc_iio_txn_req_by_cpu.cfg_write.part2, 0x10c1
unc_iio_txn_req_by_cpu.cfg_write.part3, 0x10c1
unc_iio_txn_req_by_cpu.cfg_write.part4, 0x10c1
unc_iio_txn_req_by_cpu.cfg_write.part5, 0x10c1
unc_iio_txn_req_by_cpu.cfg_write.part6, 0x10c1
unc_iio_txn_req_by_cpu.cfg_write.part7, 0x10c1
unc_iio_txn_req_by_cpu.io_read.iommu0, 0x80c1
unc_iio_txn_req_by_cpu.io_read.iommu1, 0x80c1
unc_iio_txn_req_by_cpu.io_read.part0, 0x80c1
unc_iio_txn_req_by_cpu.io_read.part1, 0x80c1
unc_iio_txn_req_by_cpu.io_read.part2, 0x80c1
unc_iio_txn_req_by_cpu.io_read.part3, 0x80c1
unc_iio_txn_req_by_cpu.io_read.part4, 0x80c1
unc_iio_txn_req_by_cpu.io_read.part5, 0x80c1
unc_iio_txn_req_by_cpu.io_read.part6, 0x80c1
unc_iio_txn_req_by_cpu.io_read.part7, 0x80c1
unc_iio_txn_req_by_cpu.io_write.iommu0, 0x20c1
unc_iio_txn_req_by_cpu.io_write.iommu1, 0x20c1
unc_iio_txn_req_by_cpu.io_write.part0, 0x20c1
unc_iio_txn_req_by_cpu.io_write.part1, 0x20c1
unc_iio_txn_req_by_cpu.io_write.part2, 0x20c1
unc_iio_txn_req_by_cpu.io_write.part3, 0x20c1
unc_iio_txn_req_by_cpu.io_write.part4, 0x20c1
unc_iio_txn_req_by_cpu.io_write.part5, 0x20c1
unc_iio_txn_req_by_cpu.io_write.part6, 0x20c1
unc_iio_txn_req_by_cpu.io_write.part7, 0x20c1
unc_iio_txn_req_by_cpu.mem_read.iommu0, 0x4c1
unc_iio_txn_req_by_cpu.mem_read.iommu1, 0x4c1
unc_iio_txn_req_by_cpu.mem_read.part0, 0x4c1
unc_iio_txn_req_by_cpu.mem_read.part1, 0x4c1
unc_iio_txn_req_by_cpu.mem_read.part2, 0x4c1
unc_iio_txn_req_by_cpu.mem_read.part3, 0x4c1
unc_iio_txn_req_by_cpu.mem_read.part4, 0x4c1
unc_iio_txn_req_by_cpu.mem_read.part5, 0x4c1
unc_iio_txn_req_by_cpu.mem_read.part6, 0x4c1
unc_iio_txn_req_by_cpu.mem_read.part7, 0x4c1
unc_iio_txn_req_by_cpu.mem_write.iommu0, 0x1c1
unc_iio_txn_req_by_cpu.mem_write.iommu1, 0x1c1
unc_iio_txn_req_by_cpu.mem_write.part0, 0x1c1
unc_iio_txn_req_by_cpu.mem_write.part1, 0x1c1
unc_iio_txn_req_by_cpu.mem_write.part2, 0x1c1
unc_iio_txn_req_by_cpu.mem_write.part3, 0x1c1
unc_iio_txn_req_by_cpu.mem_write.part4, 0x1c1
unc_iio_txn_req_by_cpu.mem_write.part5, 0x1c1
unc_iio_txn_req_by_cpu.mem_write.part6, 0x1c1
unc_iio_txn_req_by_cpu.mem_write.part7, 0x1c1
unc_iio_txn_req_by_cpu.peer_read.iommu0, 0x8c1
unc_iio_txn_req_by_cpu.peer_read.iommu1, 0x8c1
unc_iio_txn_req_by_cpu.peer_read.part0, 0x8c1
unc_iio_txn_req_by_cpu.peer_read.part1, 0x8c1
unc_iio_txn_req_by_cpu.peer_read.part2, 0x8c1
unc_iio_txn_req_by_cpu.peer_read.part3, 0x8c1
unc_iio_txn_req_by_cpu.peer_read.part4, 0x8c1
unc_iio_txn_req_by_cpu.peer_read.part5, 0x8c1
unc_iio_txn_req_by_cpu.peer_read.part6, 0x8c1
unc_iio_txn_req_by_cpu.peer_read.part7, 0x8c1
unc_iio_txn_req_by_cpu.peer_write.iommu0, 0x2c1
unc_iio_txn_req_by_cpu.peer_write.part0, 0x2c1
unc_iio_txn_req_by_cpu.peer_write.part1, 0x2c1
unc_iio_txn_req_by_cpu.peer_write.part2, 0x2c1
unc_iio_txn_req_by_cpu.peer_write.part3, 0x2c1
unc_iio_txn_req_by_cpu.peer_write.part4, 0x2c1
unc_iio_txn_req_by_cpu.peer_write.part5, 0x2c1
unc_iio_txn_req_by_cpu.peer_write.part6, 0x2c1
unc_iio_txn_req_by_cpu.peer_write.part7, 0x2c1
unc_iio_txn_req_of_cpu.atomic.iommu0, 0x1084
unc_iio_txn_req_of_cpu.atomic.iommu1, 0x1084
unc_iio_txn_req_of_cpu.atomic.part0, 0x1084
unc_iio_txn_req_of_cpu.atomic.part1, 0x1084
unc_iio_txn_req_of_cpu.atomic.part2, 0x1084
unc_iio_txn_req_of_cpu.atomic.part3, 0x1084
unc_iio_txn_req_of_cpu.atomic.part4, 0x1084
unc_iio_txn_req_of_cpu.atomic.part5, 0x1084
unc_iio_txn_req_of_cpu.atomic.part6, 0x1084
unc_iio_txn_req_of_cpu.atomic.part7, 0x1084
unc_iio_txn_req_of_cpu.cmpd.iommu0, 0x8084
unc_iio_txn_req_of_cpu.cmpd.iommu1, 0x8084
unc_iio_txn_req_of_cpu.cmpd.part0, 0x8084
unc_iio_txn_req_of_cpu.cmpd.part1, 0x8084
unc_iio_txn_req_of_cpu.cmpd.part2, 0x8084
unc_iio_txn_req_of_cpu.cmpd.part3, 0x8084
unc_iio_txn_req_of_cpu.cmpd.part4, 0x8084
unc_iio_txn_req_of_cpu.cmpd.part5, 0x8084
unc_iio_txn_req_of_cpu.cmpd.part6, 0x8084
unc_iio_txn_req_of_cpu.cmpd.part7, 0x8084
unc_iio_txn_req_of_cpu.mem_read.iommu0, 0x484
unc_iio_txn_req_of_cpu.mem_read.iommu1, 0x484
unc_iio_txn_req_of_cpu.mem_read.part0, 0x484
unc_iio_txn_req_of_cpu.mem_read.part1, 0x484
unc_iio_txn_req_of_cpu.mem_read.part2, 0x484
unc_iio_txn_req_of_cpu.mem_read.part3, 0x484
unc_iio_txn_req_of_cpu.mem_read.part4, 0x484
unc_iio_txn_req_of_cpu.mem_read.part5, 0x484
unc_iio_txn_req_of_cpu.mem_read.part6, 0x484
unc_iio_txn_req_of_cpu.mem_read.part7, 0x484
unc_iio_txn_req_of_cpu.mem_write.iommu0, 0x184
unc_iio_txn_req_of_cpu.mem_write.iommu1, 0x184
unc_iio_txn_req_of_cpu.mem_write.part0, 0x184
unc_iio_txn_req_of_cpu.mem_write.part1, 0x184
unc_iio_txn_req_of_cpu.mem_write.part2, 0x184
unc_iio_txn_req_of_cpu.mem_write.part3, 0x184
unc_iio_txn_req_of_cpu.mem_write.part4, 0x184
unc_iio_txn_req_of_cpu.mem_write.part5, 0x184
unc_iio_txn_req_of_cpu.mem_write.part6, 0x184
unc_iio_txn_req_of_cpu.mem_write.part7, 0x184
unc_iio_txn_req_of_cpu.msg.iommu0, 0x4084
unc_iio_txn_req_of_cpu.msg.iommu1, 0x4084
unc_iio_txn_req_of_cpu.msg.part0, 0x4084
unc_iio_txn_req_of_cpu.msg.part1, 0x4084
unc_iio_txn_req_of_cpu.msg.part2, 0x4084
unc_iio_txn_req_of_cpu.msg.part3, 0x4084
unc_iio_txn_req_of_cpu.msg.part4, 0x4084
unc_iio_txn_req_of_cpu.msg.part5, 0x4084
unc_iio_txn_req_of_cpu.msg.part6, 0x4084
unc_iio_txn_req_of_cpu.msg.part7, 0x4084
unc_iio_txn_req_of_cpu.peer_read.iommu0, 0x884
