arith.div_active, 0x3cd
unc_cha_tor_occupancy.ia_hit_drd_opt, 0xc827fd0136
unc_cha_tor_occupancy.ia_hit_drd_opt_pref, 0xc8a7fd0136
unc_cha_tor_occupancy.ia_hit_itom, 0xcc47fd0136
unc_cha_tor_occupancy.ia_hit_llcprefcode, 0xcccffd0136
unc_cha_tor_occupancy.ia_hit_llcprefdata, 0xccd7fd0136
unc_cha_tor_occupancy.ia_hit_llcprefrfo, 0xccc7fd0136
unc_cha_tor_occupancy.ia_hit_rfo, 0xc807fd0136
unc_cha_tor_occupancy.ia_hit_rfo_pref, 0xc887fd0136
unc_cha_tor_occupancy.ia_itom, 0xcc47ff0136
unc_cha_tor_occupancy.ia_itomcachenear, 0xcd47ff0136
unc_cha_tor_occupancy.ia_llcprefcode, 0xcccfff0136
unc_cha_tor_occupancy.ia_llcprefdata, 0xccd7ff0136
unc_cha_tor_occupancy.ia_llcprefrfo, 0xccc7ff0136
unc_cha_tor_occupancy.ia_miss, 0xc001fe0136
unc_cha_tor_occupancy.ia_miss_crd, 0xc80ffe0136
unc_cha_tor_occupancy.ia_miss_crd_local, 0xc80efe0136
unc_cha_tor_occupancy.ia_miss_crd_pref, 0xc88ffe0136
unc_cha_tor_occupancy.ia_miss_crd_pref_local, 0xc88efe0136
unc_cha_tor_occupancy.ia_miss_crd_pref_remote, 0xc88f7e0136
unc_cha_tor_occupancy.ia_miss_crd_remote, 0xc80f7e0136
unc_cha_tor_occupancy.ia_miss_cxl_acc, 0x10c001820136
unc_cha_tor_occupancy.ia_miss_drd_cxl_acc, 0x10c817820136
unc_cha_tor_occupancy.ia_miss_drd_opt, 0xc827fe0136
unc_cha_tor_occupancy.ia_miss_drd_opt_pref, 0xc8a7fe0136
unc_cha_tor_occupancy.ia_miss_drd_pref_cxl_acc, 0x10c897820136
unc_cha_tor_occupancy.ia_miss_itom, 0xcc47fe0136
unc_cha_tor_occupancy.ia_miss_llcprefcode, 0xcccffe0136
unc_cha_tor_occupancy.ia_miss_llcprefdata, 0xccd7fe0136
unc_cha_tor_occupancy.ia_miss_llcprefdata_cxl_acc, 0x10ccd7820136
unc_cha_tor_occupancy.ia_miss_llcprefrfo, 0xccc7fe0136
unc_cha_tor_occupancy.ia_miss_llcprefrfo_cxl_acc, 0x10c887820136
unc_cha_tor_occupancy.ia_miss_local_wcil_ddr, 0xc86e860136
unc_cha_tor_occupancy.ia_miss_local_wcil_pmm, 0xc86e8a0136
unc_cha_tor_occupancy.ia_miss_local_wcilf_ddr, 0xc866860136
unc_cha_tor_occupancy.ia_miss_local_wcilf_pmm, 0xc8668a0136
unc_cha_tor_occupancy.ia_miss_remote_wcil_ddr, 0xc86f060136
unc_cha_tor_occupancy.ia_miss_remote_wcil_pmm, 0xc86f0a0136
unc_cha_tor_occupancy.ia_miss_remote_wcilf_ddr, 0xc867060136
unc_cha_tor_occupancy.ia_miss_remote_wcilf_pmm, 0xc8670a0136
unc_cha_tor_occupancy.ia_miss_rfo, 0xc807fe0136
unc_cha_tor_occupancy.ia_miss_rfo_cxl_acc, 0x10c807820136
unc_cha_tor_occupancy.ia_miss_rfo_local, 0xc806fe0136
unc_cha_tor_occupancy.ia_miss_rfo_pref, 0xc887fe0136
unc_cha_tor_occupancy.ia_miss_rfo_pref_cxl_acc, 0x10ccc7820136
unc_cha_tor_occupancy.ia_miss_rfo_pref_local, 0xc886fe0136
unc_cha_tor_occupancy.ia_miss_rfo_pref_remote, 0xc8877e0136
unc_cha_tor_occupancy.ia_miss_rfo_remote, 0xc8077e0136
unc_cha_tor_occupancy.ia_miss_ucrdf, 0xc877de0136
unc_cha_tor_occupancy.ia_miss_wcil, 0xc86ffe0136
unc_cha_tor_occupancy.ia_miss_wcil_ddr, 0xc86f860136
unc_cha_tor_occupancy.ia_miss_wcil_pmm, 0xc86f8a0136
unc_cha_tor_occupancy.ia_miss_wcilf, 0xc867fe0136
unc_cha_tor_occupancy.ia_miss_wcilf_ddr, 0xc867860136
unc_cha_tor_occupancy.ia_miss_wcilf_pmm, 0xc8678a0136
unc_cha_tor_occupancy.ia_miss_wil, 0xc87fde0136
unc_cha_tor_occupancy.ia_rfo, 0xc807ff0136
unc_cha_tor_occupancy.ia_rfo_pref, 0xc887ff0136
unc_cha_tor_occupancy.ia_specitom, 0xcc57ff0136
unc_cha_tor_occupancy.ia_wbmtoi, 0xcc27ff0136
unc_cha_tor_occupancy.ia_wcil, 0xc86fff0136
unc_cha_tor_occupancy.ia_wcilf, 0xc867ff0136
unc_cha_tor_occupancy.io, 0xc001ff0436
unc_cha_tor_occupancy.io_clflush, 0xc8c3ff0436
unc_cha_tor_occupancy.io_hit, 0xc001fd0436
unc_cha_tor_occupancy.io_hit_itom, 0xcc43fd0436
unc_cha_tor_occupancy.io_hit_itomcachenear, 0xcd43fd0436
unc_cha_tor_occupancy.io_hit_pcirdcur, 0xc8f3fd0436
unc_cha_tor_occupancy.io_hit_rfo, 0xc803fd0436
unc_cha_tor_occupancy.io_itom, 0xcc43ff0436
unc_cha_tor_occupancy.io_itomcachenear, 0xcd43ff0436
unc_cha_tor_occupancy.io_miss, 0xc001fe0436
unc_cha_tor_occupancy.io_miss_itom, 0xcc43fe0436
unc_cha_tor_occupancy.io_miss_itom_local, 0xcc42fe0436
unc_cha_tor_occupancy.io_miss_itom_remote, 0xcc437e0436
unc_cha_tor_occupancy.io_miss_itomcachenear, 0xcd43fe0436
unc_cha_tor_occupancy.io_miss_itomcachenear_local, 0xcd42fe0436
unc_cha_tor_occupancy.io_miss_itomcachenear_remote, 0xcd437e0436
unc_cha_tor_occupancy.io_miss_pcirdcur, 0xc8f3fe0436
unc_cha_tor_occupancy.io_miss_pcirdcur_local, 0xc8f2fe0436
unc_cha_tor_occupancy.io_miss_pcirdcur_remote, 0xc8f37e0436
unc_cha_tor_occupancy.io_miss_rfo, 0xc803fe0436
unc_cha_tor_occupancy.io_pcirdcur, 0xc8f3ff0436
unc_cha_tor_occupancy.io_rfo, 0xc803ff0436
unc_cha_tor_occupancy.io_wbmtoi, 0xcc23ff0436
unc_cha_tor_occupancy.loc_all, 0xc000ff0536
unc_cha_tor_occupancy.loc_ia, 0xc000ff0136
unc_cha_tor_occupancy.loc_io, 0xc000ff0436
unc_cha_tor_occupancy.rem_all, 0xc001ffc836
unc_cha_tor_occupancy.rem_snps, 0xc001ff0836
unc_chacms_clockticks, 0x1
unc_chacms_distress_asserted, 0x35
unc_chacms_ring_src_thrtl, 0x34
unc_cxlcm_rxc_pack_buf_inserts.mem_data, 0x1041
unc_cxldp_txc_agf_inserts.m2s_data, 0x2002
unc_i_cache_total_occupancy.mem, 0x40f
unc_i_clockticks, 0x1
unc_i_faf_inserts, 0x18
unc_i_faf_occupancy, 0x19
unc_i_misc0.fast_rej, 0x21e
unc_i_misc0.fast_req, 0x11e
unc_i_misc1.lost_fwd, 0x101f
unc_i_misc1.sec_rcvd_invld, 0x201f
unc_i_snoop_resp.all_hit_es, 0x7412
unc_i_snoop_resp.all_hit_i, 0x7212
unc_i_snoop_resp.all_hit_m, 0x7812
unc_i_snoop_resp.all_miss, 0x7112
unc_i_transactions.wr_pref, 0x811
unc_iio_clockticks, 0x1
unc_iio_comp_buf_inserts.cmpd.all_parts, 0x4c2
unc_iio_comp_buf_inserts.cmpd.part0, 0x4c2
unc_iio_comp_buf_inserts.cmpd.part1, 0x4c2
unc_iio_comp_buf_inserts.cmpd.part2, 0x4c2
unc_iio_comp_buf_inserts.cmpd.part3, 0x4c2
unc_iio_comp_buf_inserts.cmpd.part4, 0x4c2
unc_iio_comp_buf_inserts.cmpd.part5, 0x4c2
unc_iio_comp_buf_inserts.cmpd.part6, 0x4c2
unc_iio_comp_buf_inserts.cmpd.part7, 0x4c2
unc_iio_comp_buf_occupancy.cmpd.all_parts, 0xffd5
unc_iio_comp_buf_occupancy.cmpd.part0, 0x1d5
unc_iio_comp_buf_occupancy.cmpd.part1, 0x2d5
unc_iio_comp_buf_occupancy.cmpd.part2, 0x4d5
unc_iio_comp_buf_occupancy.cmpd.part3, 0x8d5
unc_iio_comp_buf_occupancy.cmpd.part4, 0x10d5
unc_iio_comp_buf_occupancy.cmpd.part5, 0x20d5
unc_iio_comp_buf_occupancy.cmpd.part6, 0x40d5
unc_iio_comp_buf_occupancy.cmpd.part7, 0x80d5
unc_iio_data_req_by_cpu.mem_read.all_parts, 0x4c0
unc_iio_data_req_by_cpu.mem_read.part0, 0x4c0
unc_iio_data_req_by_cpu.mem_read.part1, 0x4c0
unc_iio_data_req_by_cpu.mem_read.part2, 0x4c0
unc_iio_data_req_by_cpu.mem_read.part3, 0x4c0
unc_iio_data_req_by_cpu.mem_read.part4, 0x4c0
unc_iio_data_req_by_cpu.mem_read.part5, 0x4c0
unc_iio_data_req_by_cpu.mem_read.part6, 0x4c0
unc_iio_data_req_by_cpu.mem_read.part7, 0x4c0
unc_iio_data_req_by_cpu.mem_write.all_parts, 0x1c0
unc_iio_data_req_by_cpu.mem_write.part0, 0x1c0
unc_iio_data_req_by_cpu.mem_write.part1, 0x1c0
unc_iio_data_req_by_cpu.mem_write.part2, 0x1c0
unc_iio_data_req_by_cpu.mem_write.part3, 0x1c0
unc_iio_data_req_by_cpu.mem_write.part4, 0x1c0
unc_iio_data_req_by_cpu.mem_write.part5, 0x1c0
unc_iio_data_req_by_cpu.mem_write.part6, 0x1c0
unc_iio_data_req_by_cpu.mem_write.part7, 0x1c0
unc_iio_data_req_by_cpu.peer_read.all_parts, 0x8c0
unc_iio_data_req_by_cpu.peer_write.all_parts, 0x2c0
unc_iio_data_req_of_cpu.mem_read.all_parts, 0x483
unc_iio_data_req_of_cpu.mem_read.part0, 0x483
unc_iio_data_req_of_cpu.mem_read.part1, 0x483
unc_iio_data_req_of_cpu.mem_read.part2, 0x483
unc_iio_data_req_of_cpu.mem_read.part3, 0x483
unc_iio_data_req_of_cpu.mem_read.part4, 0x483
unc_iio_data_req_of_cpu.mem_read.part5, 0x483
unc_iio_data_req_of_cpu.mem_read.part6, 0x483
unc_iio_data_req_of_cpu.mem_read.part7, 0x483
unc_iio_data_req_of_cpu.mem_write.all_parts, 0x183
unc_iio_data_req_of_cpu.mem_write.part0, 0x183
unc_iio_data_req_of_cpu.mem_write.part1, 0x183
unc_iio_data_req_of_cpu.mem_write.part2, 0x183
unc_iio_data_req_of_cpu.mem_write.part3, 0x183
unc_iio_data_req_of_cpu.mem_write.part4, 0x183
unc_iio_data_req_of_cpu.mem_write.part5, 0x183
unc_iio_data_req_of_cpu.mem_write.part6, 0x183
unc_iio_data_req_of_cpu.mem_write.part7, 0x183
unc_iio_data_req_of_cpu.peer_read.part0, 0x883
unc_iio_data_req_of_cpu.peer_read.part1, 0x883
unc_iio_data_req_of_cpu.peer_read.part2, 0x883
unc_iio_data_req_of_cpu.peer_read.part3, 0x883
unc_iio_data_req_of_cpu.peer_read.part4, 0x883
unc_iio_data_req_of_cpu.peer_read.part5, 0x883
unc_iio_data_req_of_cpu.peer_read.part6, 0x883
unc_iio_data_req_of_cpu.peer_read.part7, 0x883
unc_iio_data_req_of_cpu.peer_write.all_parts, 0x283
unc_iio_data_req_of_cpu.peer_write.part0, 0x283
unc_iio_data_req_of_cpu.peer_write.part1, 0x283
unc_iio_data_req_of_cpu.peer_write.part2, 0x283
unc_iio_data_req_of_cpu.peer_write.part3, 0x283
unc_iio_data_req_of_cpu.peer_write.part4, 0x283
unc_iio_data_req_of_cpu.peer_write.part5, 0x283
unc_iio_data_req_of_cpu.peer_write.part6, 0x283
unc_iio_data_req_of_cpu.peer_write.part7, 0x283
unc_iio_iommu0.1g_hits, 0x1040
unc_iio_iommu0.2m_hits, 0x840
unc_iio_iommu0.4k_hits, 0x440
unc_iio_iommu0.all_lookups, 0x240
unc_iio_iommu0.ctxt_cache_hits, 0x8040
unc_iio_iommu0.ctxt_cache_lookups, 0x4040
unc_iio_iommu0.first_lookups, 0x140
unc_iio_iommu0.misses, 0x2040
unc_iio_iommu1.num_mem_accesses, 0xc041
unc_iio_iommu1.num_mem_accesses_high, 0x8041
unc_iio_iommu1.num_mem_accesses_low, 0x4041
unc_iio_iommu1.slpwc_1g_hits, 0x441
unc_iio_iommu1.slpwc_256t_hits, 0x1041
unc_iio_iommu1.slpwc_2m_hits, 0x241
unc_iio_iommu1.slpwc_512g_hits, 0x841
unc_iio_iommu1.slpwc_cache_fills, 0x2041
unc_iio_iommu1.slpwc_cache_lookups, 0x141
unc_iio_iommu3.cyc_pwt_full, 0x243
unc_iio_iommu3.int_cache_hits, 0x8043
unc_iio_iommu3.int_cache_lookups, 0x4043
unc_iio_iommu3.num_inval_ctxt_cache, 0x843
unc_iio_iommu3.num_inval_int_cache, 0x2043
unc_iio_iommu3.num_inval_iotlb, 0x443
unc_iio_iommu3.num_inval_pasid_cache, 0x1043
unc_iio_num_oustanding_req_from_cpu.to_io, 0x8c5
unc_iio_num_outstanding_req_from_cpu.to_io, 0x8c5
unc_iio_num_outstanding_req_of_cpu.data, 0x2088
unc_iio_num_outstanding_req_of_cpu.final_rd_wr, 0x888
unc_iio_num_outstanding_req_of_cpu.iommu_hit, 0x288
unc_iio_num_outstanding_req_of_cpu.iommu_req, 0x188
unc_iio_num_outstanding_req_of_cpu.req_own, 0x488
unc_iio_num_outstanding_req_of_cpu.wr, 0x1088
unc_iio_num_req_of_cpu_by_tgt.abort, 0x808e
unc_iio_num_req_of_cpu_by_tgt.confined_p2p, 0x408e
unc_iio_num_req_of_cpu_by_tgt.loc_p2p, 0x208e
unc_iio_num_req_of_cpu_by_tgt.mcast, 0x28e
unc_iio_num_req_of_cpu_by_tgt.mem, 0x88e
unc_iio_num_req_of_cpu_by_tgt.msgb, 0x18e
unc_iio_num_req_of_cpu_by_tgt.rem_p2p, 0x108e
unc_iio_num_req_of_cpu_by_tgt.ubox, 0x48e
unc_iio_num_req_of_cpu_by_tgt.ubox_posted, 0x48e
unc_iio_pwt_occupancy, 0x42
unc_iio_txn_req_by_cpu.mem_read.all_parts, 0x4c1
unc_iio_txn_req_by_cpu.mem_read.part0, 0x4c1
unc_iio_txn_req_by_cpu.mem_read.part1, 0x4c1
unc_iio_txn_req_by_cpu.mem_read.part2, 0x4c1
unc_iio_txn_req_by_cpu.mem_read.part3, 0x4c1
unc_iio_txn_req_by_cpu.mem_read.part4, 0x4c1
unc_iio_txn_req_by_cpu.mem_read.part5, 0x4c1
unc_iio_txn_req_by_cpu.mem_read.part6, 0x4c1
unc_iio_txn_req_by_cpu.mem_read.part7, 0x4c1
unc_iio_txn_req_by_cpu.mem_write.all_parts, 0x1c1
unc_iio_txn_req_by_cpu.mem_write.part0, 0x1c1
unc_iio_txn_req_by_cpu.mem_write.part1, 0x1c1
unc_iio_txn_req_by_cpu.mem_write.part2, 0x1c1
unc_iio_txn_req_by_cpu.mem_write.part3, 0x1c1
unc_iio_txn_req_by_cpu.mem_write.part4, 0x1c1
unc_iio_txn_req_by_cpu.mem_write.part5, 0x1c1
unc_iio_txn_req_by_cpu.mem_write.part6, 0x1c1
unc_iio_txn_req_by_cpu.mem_write.part7, 0x1c1
unc_iio_txn_req_by_cpu.peer_read.all_parts, 0x8c1
unc_iio_txn_req_by_cpu.peer_write.all_parts, 0x2c1
unc_iio_txn_req_of_cpu.mem_read.part0, 0x484
unc_iio_txn_req_of_cpu.mem_read.part1, 0x484
unc_iio_txn_req_of_cpu.mem_read.part2, 0x484
unc_iio_txn_req_of_cpu.mem_read.part3, 0x484
unc_iio_txn_req_of_cpu.mem_read.part4, 0x484
unc_iio_txn_req_of_cpu.mem_read.part5, 0x484
unc_iio_txn_req_of_cpu.mem_read.part6, 0x484
unc_iio_txn_req_of_cpu.mem_read.part7, 0x484
unc_iio_txn_req_of_cpu.mem_write.part0, 0x184
unc_iio_txn_req_of_cpu.mem_write.part1, 0x184
unc_iio_txn_req_of_cpu.mem_write.part2, 0x184
unc_iio_txn_req_of_cpu.mem_write.part3, 0x184
unc_iio_txn_req_of_cpu.mem_write.part4, 0x184
unc_iio_txn_req_of_cpu.mem_write.part5, 0x184
unc_iio_txn_req_of_cpu.mem_write.part6, 0x184
unc_iio_txn_req_of_cpu.mem_write.part7, 0x184
unc_iio_txn_req_of_cpu.peer_read.part0, 0x884
unc_iio_txn_req_of_cpu.peer_read.part1, 0x884
unc_iio_txn_req_of_cpu.peer_read.part2, 0x884
unc_iio_txn_req_of_cpu.peer_read.part3, 0x884
unc_iio_txn_req_of_cpu.peer_read.part4, 0x884
unc_iio_txn_req_of_cpu.peer_read.part5, 0x884
unc_iio_txn_req_of_cpu.peer_read.part6, 0x884
unc_iio_txn_req_of_cpu.peer_read.part7, 0x884
unc_iio_txn_req_of_cpu.peer_write.part0, 0x284
unc_iio_txn_req_of_cpu.peer_write.part1, 0x284
unc_iio_txn_req_of_cpu.peer_write.part2, 0x284
unc_iio_txn_req_of_cpu.peer_write.part3, 0x284
unc_iio_txn_req_of_cpu.peer_write.part4, 0x284
unc_iio_txn_req_of_cpu.peer_write.part5, 0x284
unc_iio_txn_req_of_cpu.peer_write.part6, 0x284
unc_iio_txn_req_of_cpu.peer_write.part7, 0x284
unc_m_act_count.all, 0xf702
unc_m_act_count.rd, 0xf102
unc_m_act_count.ufill, 0xf402
unc_m_act_count.wr, 0xf202
unc_m_cas_count_sch0.all, 0xff05
unc_m_cas_count_sch0.rd, 0xcf05
unc_m_cas_count_sch0.rd_non_underfill, 0xc305
unc_m_cas_count_sch0.rd_pre_reg, 0xc205
unc_m_cas_count_sch0.rd_pre_underfill, 0xc805
unc_m_cas_count_sch0.rd_reg, 0xc105
unc_m_cas_count_sch0.rd_underfill, 0xc405
unc_m_cas_count_sch0.rd_underfill_all, 0xcc05
unc_m_cas_count_sch0.wr, 0xf005
unc_m_cas_count_sch0.wr_nonpre, 0xd005
unc_m_cas_count_sch0.wr_pre, 0xe005
unc_m_cas_count_sch1.all, 0xff06
unc_m_cas_count_sch1.rd, 0xcf06
unc_m_cas_count_sch1.rd_non_underfill, 0xc306
unc_m_cas_count_sch1.rd_pre_reg, 0xc206
unc_m_cas_count_sch1.rd_pre_underfill, 0xc806
unc_m_cas_count_sch1.rd_reg, 0xc106
unc_m_cas_count_sch1.rd_underfill, 0xc406
unc_m_cas_count_sch1.rd_underfill_all, 0xcc06
unc_m_cas_count_sch1.wr, 0xf006
unc_m_cas_count_sch1.wr_nonpre, 0xd006
unc_m_cas_count_sch1.wr_pre, 0xe006
unc_m_clockticks, 0x101
unc_m_hclockticks, 0x1
unc_m_mr4_2xref_cycles.sch0_dimm0, 0x1a7
unc_m_mr4_2xref_cycles.sch0_dimm1, 0x2a7
unc_m_mr4_2xref_cycles.sch1_dimm0, 0x4a7
unc_m_mr4_2xref_cycles.sch1_dimm1, 0x8a7
unc_m_pdc_mr4active_cycles.sch0_dimm0, 0x1a6
unc_m_pdc_mr4active_cycles.sch0_dimm1, 0x2a6
unc_m_pdc_mr4active_cycles.sch1_dimm0, 0x4a6
unc_m_pdc_mr4active_cycles.sch1_dimm1, 0x8a6
unc_m_power_channel_ppd_cycles, 0x88
unc_m_power_critical_throttle_cycles.slot0, 0x189
unc_m_power_critical_throttle_cycles.slot1, 0x289
unc_m_power_throttle_cycles.bw_slot0, 0x146
unc_m_power_throttle_cycles.bw_slot1, 0x246
unc_m_power_throttle_cycles.mr4blken, 0x846
unc_m_power_throttle_cycles.raplblk, 0x446
unc_m_powerdown_cycles.sch0_rank0, 0x147
unc_m_powerdown_cycles.sch0_rank1, 0x247
unc_m_powerdown_cycles.sch0_rank2, 0x447
unc_m_powerdown_cycles.sch0_rank3, 0x847
unc_m_powerdown_cycles.sch1_rank0, 0x1047
unc_m_powerdown_cycles.sch1_rank1, 0x2047
unc_m_powerdown_cycles.sch1_rank2, 0x4047
unc_m_powerdown_cycles.sch1_rank3, 0x8047
unc_m_pre_count.all, 0xff03
unc_m_pre_count.pgt, 0xf803
unc_m_pre_count.rd, 0xf103
unc_m_pre_count.ufill, 0xf403
unc_m_pre_count.wr, 0xf203
unc_m_rdb_inserts.sch0, 0x4017
unc_m_rdb_inserts.sch1, 0x8017
unc_m_rdb_occupancy_sch0, 0x1a
unc_m_rdb_occupancy_sch1, 0x1b
unc_m_rpq_inserts.pch0, 0x5010
unc_m_rpq_inserts.pch1, 0xa010
unc_m_rpq_inserts.sch0_pch0, 0x1010
unc_m_rpq_inserts.sch0_pch1, 0x2010
unc_m_rpq_inserts.sch1_pch0, 0x4010
unc_m_rpq_inserts.sch1_pch1, 0x8010
unc_m_rpq_occupancy_sch0_pch0, 0x80
unc_m_rpq_occupancy_sch0_pch1, 0x81
unc_m_rpq_occupancy_sch1_pch0, 0x82
unc_m_rpq_occupancy_sch1_pch1, 0x83
unc_m_self_refresh.enter_success, 0x243
unc_m_self_refresh.enter_success_cycles, 0x143
unc_m_throttle_crit_cycles.slot0, 0x18e
unc_m_throttle_crit_cycles.slot1, 0x28e
unc_m_throttle_high_cycles.slot0, 0x18d
unc_m_throttle_high_cycles.slot1, 0x28d
unc_m_throttle_low_cycles.slot0, 0x18b
unc_m_throttle_low_cycles.slot1, 0x28b
unc_m_throttle_mid_cycles.slot0, 0x18c
unc_m_throttle_mid_cycles.slot1, 0x28c
unc_m_wpq_inserts.pch0, 0x5022
unc_m_wpq_inserts.pch1, 0xa022
unc_m_wpq_inserts.sch0_pch0, 0x1022
unc_m_wpq_inserts.sch0_pch1, 0x2022
unc_m_wpq_inserts.sch1_pch0, 0x4022
unc_m_wpq_inserts.sch1_pch1, 0x8022
unc_m_wpq_occupancy_sch0_pch0, 0x84
unc_m_wpq_occupancy_sch0_pch1, 0x85
unc_m_wpq_occupancy_sch1_pch0, 0x86
unc_m_wpq_occupancy_sch1_pch1, 0x87
unc_mdf_clockticks, 0x1
unc_p_clockticks, 0x1
unc_p_freq_max_limit_thermal_cycles, 0x4
unc_p_freq_max_power_cycles, 0x5
unc_p_freq_trans_cycles, 0x74
unc_p_pkg_residency_c2e_cycles, 0x2b
unc_p_pkg_residency_c6_cycles, 0x2d
unc_p_power_state_occupancy_cores_c0, 0x35
unc_p_power_state_occupancy_cores_c3, 0x36
unc_p_power_state_occupancy_cores_c6, 0x37
unc_p_prochot_external_cycles, 0xa
unc_p_prochot_internal_cycles, 0x9
unc_u_event_msg.doorbell_rcvd, 0x842
unc_u_event_msg.int_prio, 0x1042
unc_u_event_msg.ipi_rcvd, 0x442
unc_u_event_msg.msi_rcvd, 0x242
unc_u_event_msg.vlw_rcvd, 0x142
unc_upi_clockticks, 0x1
unc_upi_l1_power_cycles, 0x21
unc_upi_rxl_basic_hdr_match.ncb, 0xe05
unc_upi_rxl_basic_hdr_match.ncb_opc, 0x10e05
unc_upi_rxl_basic_hdr_match.ncs, 0xf05
unc_upi_rxl_basic_hdr_match.ncs_opc, 0x10f05
unc_upi_rxl_basic_hdr_match.req, 0x805
unc_upi_rxl_basic_hdr_match.req_opc, 0x10805
unc_upi_rxl_basic_hdr_match.rsp_data, 0xc05
unc_upi_rxl_basic_hdr_match.rsp_data_opc, 0x10c05
unc_upi_rxl_basic_hdr_match.rsp_nodata, 0xa05
unc_upi_rxl_basic_hdr_match.rsp_nodata_opc, 0x10a05
unc_upi_rxl_basic_hdr_match.rspcnflt, 0x1aa05
unc_upi_rxl_basic_hdr_match.rspi, 0x12a05
unc_upi_rxl_basic_hdr_match.snp, 0x905
unc_upi_rxl_basic_hdr_match.snp_opc, 0x10905
unc_upi_rxl_basic_hdr_match.wb, 0xd05
unc_upi_rxl_basic_hdr_match.wb_opc, 0x10d05
unc_upi_rxl_flits.all_data, 0xf03
unc_upi_rxl_flits.all_null, 0x2703
unc_upi_rxl_flits.data, 0x803
unc_upi_rxl_flits.idle, 0x4703
unc_upi_rxl_flits.llcrd, 0x1003
unc_upi_rxl_flits.llctrl, 0x4003
unc_upi_rxl_flits.non_data, 0x9703
unc_upi_rxl_flits.null, 0x2003
unc_upi_rxl_flits.prothdr, 0x8003
unc_upi_rxl_flits.slot0, 0x103
unc_upi_rxl_flits.slot1, 0x203
unc_upi_rxl_flits.slot2, 0x403
unc_upi_rxl_inserts.slot0, 0x130
unc_upi_rxl_inserts.slot1, 0x230
unc_upi_rxl_inserts.slot2, 0x430
unc_upi_rxl_occupancy.slot0, 0x132
unc_upi_rxl_occupancy.slot1, 0x232
unc_upi_rxl_occupancy.slot2, 0x432
unc_upi_txl0p_power_cycles, 0x27
unc_upi_txl0p_power_cycles_ll_enter, 0x28
unc_upi_txl0p_power_cycles_m3_exit, 0x29
unc_upi_txl_basic_hdr_match.ncb, 0xe04
unc_upi_txl_basic_hdr_match.ncb_opc, 0x10e04
unc_upi_txl_basic_hdr_match.ncs, 0xf04
unc_upi_txl_basic_hdr_match.ncs_opc, 0x10f04
unc_upi_txl_basic_hdr_match.req, 0x804
unc_upi_txl_basic_hdr_match.req_opc, 0x10804
unc_upi_txl_basic_hdr_match.rsp_data, 0xc04
unc_upi_txl_basic_hdr_match.rsp_data_opc, 0x10c04
unc_upi_txl_basic_hdr_match.rsp_nodata, 0xa04
unc_upi_txl_basic_hdr_match.rsp_nodata_opc, 0x10a04
unc_upi_txl_basic_hdr_match.rspcnflt, 0x1aa04
unc_upi_txl_basic_hdr_match.rspi, 0x12a04
unc_upi_txl_basic_hdr_match.snp, 0x904
unc_upi_txl_basic_hdr_match.snp_opc, 0x10904
unc_upi_txl_basic_hdr_match.wb, 0xd04
unc_upi_txl_basic_hdr_match.wb_opc, 0x10d04
unc_upi_txl_flits.all_data, 0xf02
unc_upi_txl_flits.all_null, 0x2702
unc_upi_txl_flits.data, 0x802
unc_upi_txl_flits.idle, 0x4702
unc_upi_txl_flits.llcrd, 0x1002
unc_upi_txl_flits.llctrl, 0x4002
unc_upi_txl_flits.non_data, 0x9702
unc_upi_txl_flits.null, 0x2002
unc_upi_txl_flits.prothdr, 0x8002
unc_upi_txl_flits.slot0, 0x102
unc_upi_txl_flits.slot1, 0x202
unc_upi_txl_flits.slot2, 0x402
uops_issued.any, 0xe
uops_retired.all, 0xc2
uops_retired.fpdiv, 0x8c2
uops_retired.idiv, 0x10c2
uops_retired.ms, 0x1c2
uops_retired.x87, 0x2c2
