machine_clears.memory_ordering, 0x2c3
unc_cha_rxr_inserts.bl_uncrd, 0x4e1
unc_cha_rxr_inserts.iv, 0x8e1
unc_cha_rxr_occupancy.ad_all, 0x11e0
unc_cha_rxr_occupancy.ad_crd, 0x10e0
unc_cha_rxr_occupancy.ad_uncrd, 0x1e0
unc_cha_rxr_occupancy.ak, 0x2e0
unc_cha_rxr_occupancy.akc_uncrd, 0x80e0
unc_cha_rxr_occupancy.bl_all, 0x44e0
unc_cha_rxr_occupancy.bl_crd, 0x20e0
unc_cha_rxr_occupancy.bl_uncrd, 0x4e0
unc_cha_rxr_occupancy.iv, 0x8e0
unc_cha_sf_eviction.e_state, 0x23d
unc_cha_sf_eviction.m_state, 0x13d
unc_cha_sf_eviction.s_state, 0x43d
unc_cha_snoops_sent.all, 0x151
unc_cha_snoops_sent.bcst_local, 0x1051
unc_cha_snoops_sent.direct_local, 0x4051
unc_cha_snoops_sent.local, 0x451
unc_cha_snoop_resp_local.rspcnflct, 0x405d
unc_cha_snoop_resp_local.rspfwd, 0x805d
unc_cha_snoop_resp_local.rspfwdwb, 0x205d
unc_cha_snoop_resp_local.rspi, 0x15d
unc_cha_snoop_resp_local.rspifwd, 0x45d
unc_cha_snoop_resp_local.rsps, 0x25d
unc_cha_snoop_resp_local.rspsfwd, 0x85d
unc_cha_snoop_resp_local.rspwb, 0x105d
unc_cha_snoop_rsp_misc.mtoi_rspdatam, 0x26b
unc_cha_snoop_rsp_misc.mtoi_rspifwdm, 0x16b
unc_cha_snoop_rsp_misc.pulldataptl_hitllc, 0x206b
unc_cha_snoop_rsp_misc.pulldataptl_hitsf, 0x106b
unc_cha_snoop_rsp_misc.rspifwdmptl_hitllc, 0x86b
unc_cha_snoop_rsp_misc.rspifwdmptl_hitsf, 0x46b
unc_cha_stall0_no_txr_horz_crd_ad_ag0.tgr0, 0x1d0
unc_cha_stall0_no_txr_horz_crd_ad_ag0.tgr1, 0x2d0
unc_cha_stall0_no_txr_horz_crd_ad_ag0.tgr2, 0x4d0
unc_cha_stall0_no_txr_horz_crd_ad_ag0.tgr3, 0x8d0
unc_cha_stall0_no_txr_horz_crd_ad_ag0.tgr4, 0x10d0
unc_cha_stall0_no_txr_horz_crd_ad_ag0.tgr5, 0x20d0
unc_cha_stall0_no_txr_horz_crd_ad_ag0.tgr6, 0x40d0
unc_cha_stall0_no_txr_horz_crd_ad_ag0.tgr7, 0x80d0
unc_cha_stall0_no_txr_horz_crd_ad_ag1.tgr0, 0x1d2
unc_cha_stall0_no_txr_horz_crd_ad_ag1.tgr1, 0x2d2
unc_cha_stall0_no_txr_horz_crd_ad_ag1.tgr2, 0x4d2
unc_cha_stall0_no_txr_horz_crd_ad_ag1.tgr3, 0x8d2
unc_cha_stall0_no_txr_horz_crd_ad_ag1.tgr4, 0x10d2
unc_cha_stall0_no_txr_horz_crd_ad_ag1.tgr5, 0x20d2
unc_cha_stall0_no_txr_horz_crd_ad_ag1.tgr6, 0x40d2
unc_cha_stall0_no_txr_horz_crd_ad_ag1.tgr7, 0x80d2
unc_cha_stall0_no_txr_horz_crd_bl_ag0.tgr0, 0x1d4
unc_cha_stall0_no_txr_horz_crd_bl_ag0.tgr1, 0x2d4
unc_cha_stall0_no_txr_horz_crd_bl_ag0.tgr2, 0x4d4
unc_cha_stall0_no_txr_horz_crd_bl_ag0.tgr3, 0x8d4
unc_cha_stall0_no_txr_horz_crd_bl_ag0.tgr4, 0x10d4
unc_cha_stall0_no_txr_horz_crd_bl_ag0.tgr5, 0x20d4
unc_cha_stall0_no_txr_horz_crd_bl_ag0.tgr6, 0x40d4
unc_cha_stall0_no_txr_horz_crd_bl_ag0.tgr7, 0x80d4
unc_cha_stall0_no_txr_horz_crd_bl_ag1.tgr0, 0x1d6
unc_cha_stall0_no_txr_horz_crd_bl_ag1.tgr1, 0x2d6
unc_cha_stall0_no_txr_horz_crd_bl_ag1.tgr2, 0x4d6
unc_cha_stall0_no_txr_horz_crd_bl_ag1.tgr3, 0x8d6
unc_cha_stall0_no_txr_horz_crd_bl_ag1.tgr4, 0x10d6
unc_cha_stall0_no_txr_horz_crd_bl_ag1.tgr5, 0x20d6
unc_cha_stall0_no_txr_horz_crd_bl_ag1.tgr6, 0x40d6
unc_cha_stall0_no_txr_horz_crd_bl_ag1.tgr7, 0x80d6
unc_cha_stall1_no_txr_horz_crd_ad_ag0.tgr10, 0x4d1
unc_cha_stall1_no_txr_horz_crd_ad_ag0.tgr8, 0x1d1
unc_cha_stall1_no_txr_horz_crd_ad_ag0.tgr9, 0x2d1
unc_cha_stall1_no_txr_horz_crd_ad_ag1_1.tgr10, 0x4d3
unc_cha_stall1_no_txr_horz_crd_ad_ag1_1.tgr8, 0x1d3
unc_cha_stall1_no_txr_horz_crd_ad_ag1_1.tgr9, 0x2d3
unc_cha_stall1_no_txr_horz_crd_bl_ag0_1.tgr10, 0x4d5
unc_cha_stall1_no_txr_horz_crd_bl_ag0_1.tgr8, 0x1d5
unc_cha_stall1_no_txr_horz_crd_bl_ag0_1.tgr9, 0x2d5
unc_cha_stall1_no_txr_horz_crd_bl_ag1_1.tgr10, 0x4d7
unc_cha_stall1_no_txr_horz_crd_bl_ag1_1.tgr8, 0x1d7
unc_cha_stall1_no_txr_horz_crd_bl_ag1_1.tgr9, 0x2d7
unc_cha_tor_inserts.all, 0xc001ffff35
unc_cha_tor_inserts.ddr, 0x35
unc_cha_tor_inserts.ddr4, 0x35
unc_cha_tor_inserts.evict, 0x235
unc_cha_tor_inserts.hit, 0x35
unc_cha_tor_inserts.ia, 0xc001ff0135
unc_cha_tor_inserts.ia_clflush, 0xc8c7ff0135
unc_cha_tor_inserts.ia_clflushopt, 0xc8d7ff0135
unc_cha_tor_inserts.ia_crd, 0xc80fff0135
unc_cha_tor_inserts.ia_crd_pref, 0xc88fff0135
unc_cha_tor_inserts.ia_drdpte, 0xc837ff0135
unc_cha_tor_inserts.ia_drd_opt, 0xc827ff0135
unc_cha_tor_inserts.ia_drd_opt_pref, 0xc8a7ff0135
unc_cha_tor_inserts.ia_hit, 0xc001fd0135
unc_cha_tor_inserts.ia_hit_crd, 0xc80ffd0135
unc_cha_tor_inserts.ia_hit_crd_pref, 0xc88ffd0135
unc_cha_tor_inserts.ia_hit_drdpte, 0xc837fd0135
unc_cha_tor_inserts.ia_hit_drd_opt, 0xc827fd0135
unc_cha_tor_inserts.ia_hit_drd_opt_pref, 0xc8a7fd0135
unc_cha_tor_inserts.ia_hit_rfo, 0xc807fd0135
unc_cha_tor_inserts.ia_hit_rfo_pref, 0xc887fd0135
unc_cha_tor_inserts.ia_miss, 0xc001fe0135
unc_cha_tor_inserts.ia_miss_crd, 0xc80ffe0135
unc_cha_tor_inserts.ia_miss_crd_pref, 0xc88ffe0135
unc_cha_tor_inserts.ia_miss_drdpte, 0xc837fe0135
unc_cha_tor_inserts.ia_miss_drd_opt, 0xc827fe0135
unc_cha_tor_inserts.ia_miss_drd_opt_pref, 0xc8a7fe0135
unc_cha_tor_inserts.ia_miss_full_streaming_wr, 0xc867fe0135
unc_cha_tor_inserts.ia_miss_partial_streaming_wr, 0xc86ffe0135
unc_cha_tor_inserts.ia_miss_rfo, 0xc807fe0135
unc_cha_tor_inserts.ia_miss_rfo_pref, 0xc887fe0135
unc_cha_tor_inserts.ia_miss_ucrdf, 0xc877de0135
unc_cha_tor_inserts.ia_miss_wcil, 0xc86ffe0135
unc_cha_tor_inserts.ia_miss_wcilf, 0xc867fe0135
unc_cha_tor_inserts.ia_miss_wil, 0xc87fde0135
unc_cha_tor_inserts.ia_rfo, 0xc807ff0135
unc_cha_tor_inserts.ia_rfo_pref, 0xc887ff0135
unc_cha_tor_inserts.ia_wbeftoe, 0xcc3fff0135
unc_cha_tor_inserts.ia_wbeftoi, 0xcc37ff0135
unc_cha_tor_inserts.ia_wbmtoe, 0xcc2fff0135
unc_cha_tor_inserts.ia_wbmtoi, 0xcc27ff0135
unc_cha_tor_inserts.ia_wbstoi, 0xcc67ff0135
unc_cha_tor_inserts.ia_wcil, 0xc86fff0135
unc_cha_tor_inserts.ia_wcilf, 0xc867ff0135
unc_cha_tor_inserts.io, 0xc001ff0435
unc_cha_tor_inserts.io_clflush, 0xc8c3ff0435
unc_cha_tor_inserts.io_hit, 0xc001fd0435
unc_cha_tor_inserts.io_hit_itom, 0xcc43fd0435
unc_cha_tor_inserts.io_hit_itomcachenear, 0xcd43fd0435
unc_cha_tor_inserts.io_hit_pcirdcur, 0xc8f3fd0435
unc_cha_tor_inserts.io_hit_rfo, 0xc803fd0435
unc_cha_tor_inserts.io_itom, 0xcc43ff0435
unc_cha_tor_inserts.io_itomcachenear, 0xcd43ff0435
unc_cha_tor_inserts.io_miss, 0xc001fe0435
unc_cha_tor_inserts.io_miss_itom, 0xcc43fe0435
unc_cha_tor_inserts.io_miss_itomcachenear, 0xcd43fe0435
unc_cha_tor_inserts.io_miss_pcirdcur, 0xc8f3fe0435
unc_cha_tor_inserts.io_miss_rfo, 0xc803fe0435
unc_cha_tor_inserts.io_pcirdcur, 0xc8f3ff0435
unc_cha_tor_inserts.io_rfo, 0xc803ff0435
unc_cha_tor_inserts.io_wbmtoi, 0xcc23ff0435
unc_cha_tor_inserts.irq_ia, 0x135
unc_cha_tor_inserts.irq_non_ia, 0x1035
unc_cha_tor_inserts.isoc, 0x35
unc_cha_tor_inserts.local_tgt, 0x35
unc_cha_tor_inserts.loc_all, 0xc000ff0535
unc_cha_tor_inserts.loc_ia, 0xc000ff0135
unc_cha_tor_inserts.loc_io, 0xc000ff0435
unc_cha_tor_inserts.match_opc, 0x35
unc_cha_tor_inserts.miss, 0x35
unc_cha_tor_inserts.mmcfg, 0x35
unc_cha_tor_inserts.nearmem, 0x35
unc_cha_tor_inserts.noncoh, 0x35
unc_cha_tor_inserts.not_nearmem, 0x35
unc_cha_tor_inserts.premorph_opc, 0x35
unc_cha_tor_inserts.prq_iosf, 0x435
unc_cha_tor_inserts.prq_non_iosf, 0x2035
unc_cha_tor_occupancy.ddr, 0x36
unc_cha_tor_occupancy.evict, 0x236
unc_cha_tor_occupancy.hit, 0x36
unc_cha_tor_occupancy.ia, 0xc001ff0136
unc_cha_tor_occupancy.ia_clflush, 0xc8c7ff0136
unc_cha_tor_occupancy.ia_clflushopt, 0xc8d7ff0136
unc_cha_tor_occupancy.ia_crd, 0xc80fff0136
unc_cha_tor_occupancy.ia_crd_pref, 0xc88fff0136
unc_cha_tor_occupancy.ia_drdpte, 0xc837ff0136
unc_cha_tor_occupancy.ia_drd_opt, 0xc827ff0136
unc_cha_tor_occupancy.ia_drd_opt_pref, 0xc8a7ff0136
unc_cha_tor_occupancy.ia_hit, 0xc001fd0136
unc_cha_tor_occupancy.ia_hit_crd, 0xc80ffd0136
unc_cha_tor_occupancy.ia_hit_crd_pref, 0xc88ffd0136
unc_cha_tor_occupancy.ia_hit_drdpte, 0xc837fd0136
unc_cha_tor_occupancy.ia_hit_drd_opt, 0xc827fd0136
unc_cha_tor_occupancy.ia_hit_drd_opt_pref, 0xc8a7fd0136
unc_cha_tor_occupancy.ia_hit_rfo, 0xc807fd0136
unc_cha_tor_occupancy.ia_hit_rfo_pref, 0xc887fd0136
unc_cha_tor_occupancy.ia_miss, 0xc001fe0136
unc_cha_tor_occupancy.ia_miss_crd, 0xc80ffe0136
unc_cha_tor_occupancy.ia_miss_crd_pref, 0xc88ffe0136
unc_cha_tor_occupancy.ia_miss_drdpte, 0xc837fe0136
unc_cha_tor_occupancy.ia_miss_drd_opt, 0xc827fe0136
unc_cha_tor_occupancy.ia_miss_drd_opt_pref, 0xc8a7fe0136
unc_cha_tor_occupancy.ia_miss_full_streaming_wr, 0xc867fe0136
unc_cha_tor_occupancy.ia_miss_partial_streaming_wr, 0xc86ffe0136
unc_cha_tor_occupancy.ia_miss_rfo, 0xc807fe0136
unc_cha_tor_occupancy.ia_miss_rfo_pref, 0xc887fe0136
unc_cha_tor_occupancy.ia_miss_ucrdf, 0xc877de0136
unc_cha_tor_occupancy.ia_miss_wcil, 0xc86ffe0136
unc_cha_tor_occupancy.ia_miss_wcilf, 0xc867fe0136
unc_cha_tor_occupancy.ia_miss_wil, 0xc87fde0136
unc_cha_tor_occupancy.ia_rfo, 0xc807ff0136
unc_cha_tor_occupancy.ia_rfo_pref, 0xc887ff0136
unc_cha_tor_occupancy.ia_wbmtoi, 0xcc27ff0136
unc_cha_tor_occupancy.ia_wcil, 0xc86fff0136
unc_cha_tor_occupancy.ia_wcilf, 0xc867ff0136
unc_cha_tor_occupancy.io, 0xc001ff0436
unc_cha_tor_occupancy.io_clflush, 0xc8c3ff0436
unc_cha_tor_occupancy.io_hit, 0xc001fd0436
unc_cha_tor_occupancy.io_hit_itom, 0xcc43fd0436
unc_cha_tor_occupancy.io_hit_itomcachenear, 0xcd43fd0436
unc_cha_tor_occupancy.io_hit_pcirdcur, 0xc8f3fd0436
unc_cha_tor_occupancy.io_hit_rfo, 0xc803fd0436
unc_cha_tor_occupancy.io_itom, 0xcc43ff0436
unc_cha_tor_occupancy.io_itomcachenear, 0xcd43ff0436
unc_cha_tor_occupancy.io_miss, 0xc001fe0436
unc_cha_tor_occupancy.io_miss_itom, 0xcc43fe0436
unc_cha_tor_occupancy.io_miss_itomcachenear, 0xcd43fe0436
unc_cha_tor_occupancy.io_miss_pcirdcur, 0xc8f3fe0436
unc_cha_tor_occupancy.io_miss_rfo, 0xc803fe0436
unc_cha_tor_occupancy.io_pcirdcur, 0xc8f3ff0436
unc_cha_tor_occupancy.io_rfo, 0xc803ff0436
unc_cha_tor_occupancy.io_wbmtoi, 0xcc23ff0436
unc_cha_tor_occupancy.irq_ia, 0x136
unc_cha_tor_occupancy.irq_non_ia, 0x1036
unc_cha_tor_occupancy.isoc, 0x36
unc_cha_tor_occupancy.local_tgt, 0x36
unc_cha_tor_occupancy.loc_all, 0xc000ff0536
unc_cha_tor_occupancy.loc_ia, 0xc000ff0136
unc_cha_tor_occupancy.loc_io, 0xc000ff0436
unc_cha_tor_occupancy.match_opc, 0x36
unc_cha_tor_occupancy.miss, 0x36
unc_cha_tor_occupancy.mmcfg, 0x36
unc_cha_tor_occupancy.nearmem, 0x36
unc_cha_tor_occupancy.noncoh, 0x36
unc_cha_tor_occupancy.not_nearmem, 0x36
unc_cha_tor_occupancy.premorph_opc, 0x36
unc_cha_tor_occupancy.prq, 0x436
unc_cha_tor_occupancy.prq_non_iosf, 0x2036
unc_cha_txr_horz_ads_used.ad_all, 0x11a6
unc_cha_txr_horz_ads_used.ad_crd, 0x10a6
unc_cha_txr_horz_ads_used.ad_uncrd, 0x1a6
unc_cha_txr_horz_ads_used.bl_all, 0x44a6
unc_cha_txr_horz_ads_used.bl_crd, 0x40a6
unc_cha_txr_horz_ads_used.bl_uncrd, 0x4a6
unc_cha_txr_horz_bypass.ad_all, 0x11a7
unc_cha_txr_horz_bypass.ad_crd, 0x10a7
unc_cha_txr_horz_bypass.ad_uncrd, 0x1a7
unc_cha_txr_horz_bypass.ak, 0x2a7
unc_cha_txr_horz_bypass.akc_uncrd, 0x80a7
unc_cha_txr_horz_bypass.bl_all, 0x44a7
unc_cha_txr_horz_bypass.bl_crd, 0x40a7
unc_cha_txr_horz_bypass.bl_uncrd, 0x4a7
unc_cha_txr_horz_bypass.iv, 0x8a7
unc_cha_txr_horz_cycles_full.ad_all, 0x11a2
unc_cha_txr_horz_cycles_full.ad_crd, 0x10a2
unc_cha_txr_horz_cycles_full.ad_uncrd, 0x1a2
unc_cha_txr_horz_cycles_full.ak, 0x2a2
unc_cha_txr_horz_cycles_full.akc_uncrd, 0x80a2
unc_cha_txr_horz_cycles_full.bl_all, 0x44a2
unc_cha_txr_horz_cycles_full.bl_crd, 0x40a2
unc_cha_txr_horz_cycles_full.bl_uncrd, 0x4a2
unc_cha_txr_horz_cycles_full.iv, 0x8a2
unc_cha_txr_horz_cycles_ne.ad_all, 0x11a3
unc_cha_txr_horz_cycles_ne.ad_crd, 0x10a3
unc_cha_txr_horz_cycles_ne.ad_uncrd, 0x1a3
unc_cha_txr_horz_cycles_ne.ak, 0x2a3
unc_cha_txr_horz_cycles_ne.akc_uncrd, 0x80a3
unc_cha_txr_horz_cycles_ne.bl_all, 0x44a3
unc_cha_txr_horz_cycles_ne.bl_crd, 0x40a3
unc_cha_txr_horz_cycles_ne.bl_uncrd, 0x4a3
unc_cha_txr_horz_cycles_ne.iv, 0x8a3
unc_cha_txr_horz_inserts.ad_all, 0x11a1
unc_cha_txr_horz_inserts.ad_crd, 0x10a1
unc_cha_txr_horz_inserts.ad_uncrd, 0x1a1
unc_cha_txr_horz_inserts.ak, 0x2a1
unc_cha_txr_horz_inserts.akc_uncrd, 0x80a1
unc_cha_txr_horz_inserts.bl_all, 0x44a1
unc_cha_txr_horz_inserts.bl_crd, 0x40a1
unc_cha_txr_horz_inserts.bl_uncrd, 0x4a1
unc_cha_txr_horz_inserts.iv, 0x8a1
unc_cha_txr_horz_nack.ad_all, 0x11a4
unc_cha_txr_horz_nack.ad_crd, 0x10a4
unc_cha_txr_horz_nack.ad_uncrd, 0x1a4
unc_cha_txr_horz_nack.ak, 0x2a4
unc_cha_txr_horz_nack.akc_uncrd, 0x80a4
unc_cha_txr_horz_nack.bl_all, 0x44a4
unc_cha_txr_horz_nack.bl_crd, 0x40a4
unc_cha_txr_horz_nack.bl_uncrd, 0x4a4
unc_cha_txr_horz_nack.iv, 0x8a4
unc_cha_txr_horz_occupancy.ad_all, 0x11a0
unc_cha_txr_horz_occupancy.ad_crd, 0x10a0
unc_cha_txr_horz_occupancy.ad_uncrd, 0x1a0
unc_cha_txr_horz_occupancy.ak, 0x2a0
unc_cha_txr_horz_occupancy.akc_uncrd, 0x80a0
unc_cha_txr_horz_occupancy.bl_all, 0x44a0
unc_cha_txr_horz_occupancy.bl_crd, 0x40a0
unc_cha_txr_horz_occupancy.bl_uncrd, 0x4a0
unc_cha_txr_horz_occupancy.iv, 0x8a0
unc_cha_txr_horz_starved.ad_all, 0x1a5
unc_cha_txr_horz_starved.ad_uncrd, 0x1a5
unc_cha_txr_horz_starved.ak, 0x2a5
unc_cha_txr_horz_starved.akc_uncrd, 0x80a5
unc_cha_txr_horz_starved.bl_all, 0x4a5
unc_cha_txr_horz_starved.bl_uncrd, 0x4a5
unc_cha_txr_horz_starved.iv, 0x8a5
unc_cha_txr_vert_ads_used.ad_ag0, 0x19c
unc_cha_txr_vert_ads_used.ad_ag1, 0x109c
unc_cha_txr_vert_ads_used.bl_ag0, 0x49c
unc_cha_txr_vert_ads_used.bl_ag1, 0x409c
unc_cha_txr_vert_bypass.ad_ag0, 0x19d
unc_cha_txr_vert_bypass.ad_ag1, 0x109d
unc_cha_txr_vert_bypass.ak_ag0, 0x29d
unc_cha_txr_vert_bypass.ak_ag1, 0x209d
unc_cha_txr_vert_bypass.bl_ag0, 0x49d
unc_cha_txr_vert_bypass.bl_ag1, 0x409d
unc_cha_txr_vert_bypass.iv_ag1, 0x89d
unc_cha_txr_vert_bypass_1.akc_ag0, 0x19e
unc_cha_txr_vert_bypass_1.akc_ag1, 0x29e
unc_cha_txr_vert_cycles_full0.ad_ag0, 0x194
unc_cha_txr_vert_cycles_full0.ad_ag1, 0x1094
unc_cha_txr_vert_cycles_full0.ak_ag0, 0x294
unc_cha_txr_vert_cycles_full0.ak_ag1, 0x2094
unc_cha_txr_vert_cycles_full0.bl_ag0, 0x494
unc_cha_txr_vert_cycles_full0.bl_ag1, 0x4094
unc_cha_txr_vert_cycles_full0.iv_ag0, 0x894
unc_cha_txr_vert_cycles_full1.akc_ag0, 0x195
unc_cha_txr_vert_cycles_full1.akc_ag1, 0x295
unc_cha_txr_vert_cycles_ne0.ad_ag0, 0x196
unc_cha_txr_vert_cycles_ne0.ad_ag1, 0x1096
unc_cha_txr_vert_cycles_ne0.ak_ag0, 0x296
unc_cha_txr_vert_cycles_ne0.ak_ag1, 0x2096
unc_cha_txr_vert_cycles_ne0.bl_ag0, 0x496
unc_cha_txr_vert_cycles_ne0.bl_ag1, 0x4096
unc_cha_txr_vert_cycles_ne0.iv_ag0, 0x896
unc_cha_txr_vert_cycles_ne1.akc_ag0, 0x197
unc_cha_txr_vert_cycles_ne1.akc_ag1, 0x297
unc_cha_txr_vert_inserts0.ad_ag0, 0x192
unc_cha_txr_vert_inserts0.ad_ag1, 0x1092
unc_cha_txr_vert_inserts0.ak_ag0, 0x292
unc_cha_txr_vert_inserts0.ak_ag1, 0x2092
unc_cha_txr_vert_inserts0.bl_ag0, 0x492
unc_cha_txr_vert_inserts0.bl_ag1, 0x4092
unc_cha_txr_vert_inserts0.iv_ag0, 0x892
unc_cha_txr_vert_inserts1.akc_ag0, 0x193
unc_cha_txr_vert_inserts1.akc_ag1, 0x293
unc_cha_txr_vert_nack0.ad_ag0, 0x198
unc_cha_txr_vert_nack0.ad_ag1, 0x1098
unc_cha_txr_vert_nack0.ak_ag0, 0x298
unc_cha_txr_vert_nack0.ak_ag1, 0x2098
unc_cha_txr_vert_nack0.bl_ag0, 0x498
unc_cha_txr_vert_nack0.bl_ag1, 0x4098
unc_cha_txr_vert_nack0.iv_ag0, 0x898
unc_cha_txr_vert_nack1.akc_ag0, 0x199
unc_cha_txr_vert_nack1.akc_ag1, 0x299
unc_cha_txr_vert_occupancy0.ad_ag0, 0x190
unc_cha_txr_vert_occupancy0.ad_ag1, 0x1090
unc_cha_txr_vert_occupancy0.ak_ag0, 0x290
unc_cha_txr_vert_occupancy0.ak_ag1, 0x2090
unc_cha_txr_vert_occupancy0.bl_ag0, 0x490
unc_cha_txr_vert_occupancy0.bl_ag1, 0x4090
unc_cha_txr_vert_occupancy0.iv_ag0, 0x890
unc_cha_txr_vert_occupancy1.akc_ag0, 0x191
unc_cha_txr_vert_occupancy1.akc_ag1, 0x291
unc_cha_txr_vert_starved0.ad_ag0, 0x19a
unc_cha_txr_vert_starved0.ad_ag1, 0x109a
unc_cha_txr_vert_starved0.ak_ag0, 0x29a
unc_cha_txr_vert_starved0.ak_ag1, 0x209a
unc_cha_txr_vert_starved0.bl_ag0, 0x49a
unc_cha_txr_vert_starved0.bl_ag1, 0x409a
unc_cha_txr_vert_starved0.iv_ag0, 0x89a
unc_cha_txr_vert_starved1.akc_ag0, 0x19b
unc_cha_txr_vert_starved1.akc_ag1, 0x29b
unc_cha_txr_vert_starved1.tgc, 0x49b
unc_cha_vert_ring_ad_in_use.dn_even, 0x4b0
unc_cha_vert_ring_ad_in_use.dn_odd, 0x8b0
unc_cha_vert_ring_ad_in_use.up_even, 0x1b0
unc_cha_vert_ring_ad_in_use.up_odd, 0x2b0
unc_cha_vert_ring_akc_in_use.dn_even, 0x4b4
unc_cha_vert_ring_akc_in_use.dn_odd, 0x8b4
unc_cha_vert_ring_akc_in_use.up_even, 0x1b4
unc_cha_vert_ring_akc_in_use.up_odd, 0x2b4
unc_cha_vert_ring_ak_in_use.dn_even, 0x4b1
unc_cha_vert_ring_ak_in_use.dn_odd, 0x8b1
unc_cha_vert_ring_ak_in_use.up_even, 0x1b1
unc_cha_vert_ring_ak_in_use.up_odd, 0x2b1
unc_cha_vert_ring_bl_in_use.dn_even, 0x4b2
unc_cha_vert_ring_bl_in_use.dn_odd, 0x8b2
unc_cha_vert_ring_bl_in_use.up_even, 0x1b2
unc_cha_vert_ring_bl_in_use.up_odd, 0x2b2
unc_cha_vert_ring_iv_in_use.dn, 0x4b3
unc_cha_vert_ring_iv_in_use.up, 0x1b3
unc_cha_vert_ring_tgc_in_use.dn_even, 0x4b5
unc_cha_vert_ring_tgc_in_use.dn_odd, 0x8b5
unc_cha_vert_ring_tgc_in_use.up_even, 0x1b5
unc_cha_vert_ring_tgc_in_use.up_odd, 0x2b5
unc_cha_wb_push_mtoi.llc, 0x156
unc_cha_wb_push_mtoi.mem, 0x256
unc_cha_write_no_credits.mc0, 0x15a
unc_cha_write_no_credits.mc1, 0x25a
unc_cha_write_no_credits.mc10, 0x5a
unc_cha_write_no_credits.mc11, 0x5a
unc_cha_write_no_credits.mc12, 0x5a
unc_cha_write_no_credits.mc13, 0x5a
unc_cha_write_no_credits.mc2, 0x45a
unc_cha_write_no_credits.mc3, 0x85a
unc_cha_write_no_credits.mc4, 0x105a
unc_cha_write_no_credits.mc5, 0x205a
unc_cha_write_no_credits.mc6, 0x405a
unc_cha_write_no_credits.mc7, 0x805a
unc_cha_write_no_credits.mc8, 0x5a
unc_cha_write_no_credits.mc9, 0x5a
unc_cha_xpt_pref.drop0_conflict, 0x86f
unc_cha_xpt_pref.drop0_nocrd, 0x46f
unc_cha_xpt_pref.drop1_conflict, 0x806f
unc_cha_xpt_pref.drop1_nocrd, 0x406f
unc_cha_xpt_pref.sent0, 0x16f
unc_cha_xpt_pref.sent1, 0x106f
bus_lock.all, 0x63
bus_lock.block_cycles, 0x263
bus_lock.cycles_other_block, 0x263
bus_lock.cycles_self_block, 0x163
bus_lock.lock_cycles, 0x163
bus_lock.self_locks, 0x63
c0_stalls.load_dram_hit, 0x434
c0_stalls.load_l2_hit, 0x134
c0_stalls.load_llc_hit, 0x234
hw_interrupts.masked, 0x2cb
hw_interrupts.pending_and_masked, 0x4cb
hw_interrupts.received, 0x1cb
ocr.all_code_rd.any_response, 0x1b7
ocr.all_code_rd.outstanding, 0x1b7
ocr.full_streaming_wr.any_response, 0x1b7
ocr.other.any_response, 0x1b7
ocr.partial_streaming_wr.any_response, 0x1b7
ocr.prefetches.any_response, 0x1b7
ocr.streaming_wr.any_response, 0x1b7
ocr.uc_rd.any_response, 0x1b7
ocr.uc_rd.outstanding, 0x1b7
ocr.uc_wr.any_response, 0x1b7
baclears.any, 0x1e6
baclears.cond, 0x10e6
baclears.indirect, 0x2e6
baclears.return, 0x8e6
baclears.uncond, 0x4e6
decode_restriction.predecode_wrong, 0x1e9
icache.accesses, 0x380
icache.hit, 0x180
icache.misses, 0x280
unc_i_cache_total_occupancy.any, 0x10f
unc_i_cache_total_occupancy.iv_q, 0x20f
unc_i_cache_total_occupancy.mem, 0x40f
unc_i_clockticks, 0x1
unc_i_coherent_ops.clflush, 0x8010
unc_i_coherent_ops.pcitom, 0x1010
unc_i_coherent_ops.rfo, 0x810
unc_i_coherent_ops.wbmtoi, 0x4010
unc_i_faf_full, 0x17
unc_i_faf_inserts, 0x18
unc_i_faf_occupancy, 0x19
unc_i_faf_transactions, 0x16
unc_i_irp_all.evicts, 0x420
unc_i_irp_all.inbound_inserts, 0x120
unc_i_irp_all.outbound_inserts, 0x220
unc_i_misc0.2nd_atomic_insert, 0x101e
unc_i_misc0.2nd_rd_insert, 0x41e
unc_i_misc0.2nd_wr_insert, 0x81e
unc_i_misc0.fast_rej, 0x21e
unc_i_misc0.fast_req, 0x11e
unc_i_misc0.fast_xfer, 0x201e
unc_i_misc0.pf_ack_hint, 0x401e
unc_i_misc0.slowpath_fwpf_no_prf, 0x801e
unc_i_misc1.lost_fwd, 0x101f
unc_i_misc1.sec_rcvd_invld, 0x201f
unc_i_misc1.sec_rcvd_vld, 0x401f
unc_i_misc1.slow_e, 0x41f
unc_i_misc1.slow_i, 0x11f
unc_i_misc1.slow_m, 0x81f
unc_i_misc1.slow_s, 0x21f
unc_i_p2p_inserts, 0x14
unc_i_p2p_occupancy, 0x15
unc_i_p2p_transactions.cmpl, 0x813
unc_i_p2p_transactions.loc, 0x4013
unc_i_p2p_transactions.loc_and_tgt_match, 0x8013
unc_i_p2p_transactions.msg, 0x413
unc_i_p2p_transactions.rd, 0x113
unc_i_p2p_transactions.rem, 0x1013
unc_i_p2p_transactions.rem_and_tgt_match, 0x2013
unc_i_p2p_transactions.wr, 0x213
unc_i_snoop_resp.all_hit, 0x7e12
