cycle_activity.stalls_l3_miss, 0x6a3
unc_m2m_directory_miss.dirty_s, 0x21e
unc_m2m_directory_update.a2i, 0x32021
unc_m2m_directory_update.a2s, 0x34021
unc_m2m_directory_update.any, 0x30121
unc_m2m_directory_update.a_to_i_hit_non_pmm, 0x12021
unc_m2m_directory_update.a_to_i_miss_non_pmm, 0x22021
unc_m2m_directory_update.a_to_s_hit_non_pmm, 0x14021
unc_m2m_directory_update.a_to_s_miss_non_pmm, 0x24021
unc_m2m_directory_update.hit_non_pmm, 0x10121
unc_m2m_directory_update.i2a, 0x30421
unc_m2m_directory_update.i2s, 0x30221
unc_m2m_directory_update.i_to_a_hit_non_pmm, 0x10421
unc_m2m_directory_update.i_to_a_miss_non_pmm, 0x20421
unc_m2m_directory_update.i_to_s_hit_non_pmm, 0x10221
unc_m2m_directory_update.i_to_s_miss_non_pmm, 0x20221
unc_m2m_directory_update.miss_non_pmm, 0x20121
unc_m2m_directory_update.s2a, 0x31021
unc_m2m_directory_update.s2i, 0x30821
unc_m2m_directory_update.s_to_a_hit_non_pmm, 0x11021
unc_m2m_directory_update.s_to_a_miss_non_pmm, 0x21021
unc_m2m_directory_update.s_to_i_hit_non_pmm, 0x10821
unc_m2m_directory_update.s_to_i_miss_non_pmm, 0x20821
unc_m2m_egress_ordering.iv_snoopgo_dn, 0x80000004ba
unc_m2m_egress_ordering.iv_snoopgo_up, 0x80000001ba
unc_m2m_igr_starve_winner.mask7, 0x8044
unc_m2m_imc_reads.all, 0x30424
unc_m2m_imc_reads.ch0.to_nm1lm, 0x10824
unc_m2m_imc_reads.ch0.to_nmcache, 0x11024
unc_m2m_imc_reads.ch0_all, 0x10424
unc_m2m_imc_reads.ch0_from_tgr, 0x14024
unc_m2m_imc_reads.ch0_isoch, 0x10224
unc_m2m_imc_reads.ch0_normal, 0x10124
unc_m2m_imc_reads.ch0_to_ddr_as_cache, 0x11024
unc_m2m_imc_reads.ch0_to_ddr_as_mem, 0x10824
unc_m2m_imc_reads.ch0_to_pmm, 0x12024
unc_m2m_imc_reads.ch1.to_nm1lm, 0x20824
unc_m2m_imc_reads.ch1.to_nmcache, 0x21024
unc_m2m_imc_reads.ch1_all, 0x20424
unc_m2m_imc_reads.ch1_from_tgr, 0x24024
unc_m2m_imc_reads.ch1_isoch, 0x20224
unc_m2m_imc_reads.ch1_normal, 0x20124
unc_m2m_imc_reads.ch1_to_ddr_as_cache, 0x21024
unc_m2m_imc_reads.ch1_to_ddr_as_mem, 0x20824
unc_m2m_imc_reads.ch1_to_pmm, 0x22024
unc_m2m_imc_reads.from_tgr, 0x34024
unc_m2m_imc_reads.isoch, 0x30224
unc_m2m_imc_reads.normal, 0x30124
unc_m2m_imc_reads.to_ddr_as_cache, 0x31024
unc_m2m_imc_reads.to_ddr_as_mem, 0x30824
unc_m2m_imc_reads.to_nm1lm, 0x30824
unc_m2m_imc_reads.to_nmcache, 0x31024
unc_m2m_imc_reads.to_pmm, 0x32024
unc_m2m_imc_writes.all, 0x181025
unc_m2m_imc_writes.ch0.ni, 0x25
unc_m2m_imc_writes.ch0_all, 0x81025
unc_m2m_imc_writes.ch0_from_tgr, 0x25
unc_m2m_imc_writes.ch0_full, 0x80125
unc_m2m_imc_writes.ch0_full_isoch, 0x80425
unc_m2m_imc_writes.ch0_ni, 0x25
unc_m2m_imc_writes.ch0_ni_miss, 0x25
unc_m2m_imc_writes.ch0_partial, 0x80225
unc_m2m_imc_writes.ch0_partial_isoch, 0x80825
unc_m2m_imc_writes.ch0_to_ddr_as_cache, 0x84025
unc_m2m_imc_writes.ch0_to_ddr_as_mem, 0x82025
unc_m2m_imc_writes.ch0_to_pmm, 0x88025
unc_m2m_imc_writes.ch1.ni, 0x25
unc_m2m_imc_writes.ch1_all, 0x101025
unc_m2m_imc_writes.ch1_from_tgr, 0x25
unc_m2m_imc_writes.ch1_full, 0x100125
unc_m2m_imc_writes.ch1_full_isoch, 0x100425
unc_m2m_imc_writes.ch1_ni, 0x25
unc_m2m_imc_writes.ch1_ni_miss, 0x25
unc_m2m_imc_writes.ch1_partial, 0x100225
unc_m2m_imc_writes.ch1_partial_isoch, 0x100825
unc_m2m_imc_writes.ch1_to_ddr_as_cache, 0x104025
unc_m2m_imc_writes.ch1_to_ddr_as_mem, 0x102025
unc_m2m_imc_writes.ch1_to_pmm, 0x108025
unc_m2m_imc_writes.from_tgr, 0x25
unc_m2m_imc_writes.full, 0x180125
unc_m2m_imc_writes.full_isoch, 0x180425
unc_m2m_imc_writes.ni, 0x25
unc_m2m_imc_writes.ni_miss, 0x25
unc_m2m_imc_writes.partial, 0x180225
unc_m2m_imc_writes.partial_isoch, 0x180825
unc_m2m_imc_writes.to_ddr_as_cache, 0x184025
unc_m2m_imc_writes.to_ddr_as_mem, 0x182025
unc_m2m_imc_writes.to_pmm, 0x188025
unc_m2m_prefcam_cis_drops, 0x5c
unc_m2m_prefcam_demand_drops.ch0_upi, 0x258
unc_m2m_prefcam_demand_drops.ch0_xpt, 0x158
unc_m2m_prefcam_demand_drops.ch1_upi, 0x858
unc_m2m_prefcam_demand_drops.ch1_xpt, 0x458
unc_m2m_prefcam_demand_drops.upi_allch, 0xa58
unc_m2m_prefcam_demand_drops.xpt_allch, 0x558
unc_m2m_prefcam_demand_merge.upi_allch, 0xa5d
unc_m2m_prefcam_demand_merge.xpt_allch, 0x55d
unc_m2m_prefcam_demand_no_merge.rd_merged, 0x405e
unc_m2m_prefcam_demand_no_merge.wr_merged, 0x205e
unc_m2m_prefcam_demand_no_merge.wr_squashed, 0x105e
unc_m2m_prefcam_inserts.ch0_upi, 0x256
unc_m2m_prefcam_inserts.ch0_xpt, 0x156
unc_m2m_prefcam_inserts.ch1_upi, 0x856
unc_m2m_prefcam_inserts.ch1_xpt, 0x456
unc_m2m_prefcam_inserts.upi_allch, 0xa56
unc_m2m_prefcam_inserts.xpt_allch, 0x556
unc_m2m_prefcam_occupancy.allch, 0x354
unc_m2m_prefcam_occupancy.ch0, 0x154
unc_m2m_prefcam_occupancy.ch1, 0x254
unc_m2m_prefcam_resp_miss.allch, 0x35f
unc_m2m_prefcam_resp_miss.ch0, 0x15f
unc_m2m_prefcam_resp_miss.ch1, 0x25f
unc_m2m_prefcam_rxc_deallocs.1lm_posted, 0x262
unc_m2m_prefcam_rxc_deallocs.cis, 0x862
unc_m2m_prefcam_rxc_deallocs.pmm_memmode_accept, 0x462
unc_m2m_prefcam_rxc_deallocs.squashed, 0x162
unc_m2m_prefcam_rxc_occupancy, 0x60
unc_m2m_rxc_ad_inserts, 0x102
unc_m2m_rxc_ad_occupancy, 0x3
unc_m2m_tag_hit.nm_rd_hit_clean, 0x11f
unc_m2m_tag_hit.nm_rd_hit_dirty, 0x21f
unc_m2m_tag_hit.nm_ufill_hit_clean, 0x41f
unc_m2m_tag_hit.nm_ufill_hit_dirty, 0x81f
unc_m2m_tag_miss, 0x34b
unc_m2m_tgr_ad_credits, 0x2e
unc_m2m_tgr_bl_credits, 0x2f
unc_m2m_tracker_inserts.ch0, 0x10432
unc_m2m_tracker_inserts.ch1, 0x20432
unc_m2m_tracker_occupancy.ch0, 0x133
unc_m2m_tracker_occupancy.ch1, 0x233
unc_m2m_wpq_flush.ch0, 0x142
unc_m2m_wpq_flush.ch1, 0x242
unc_m2m_wpq_no_reg_crd.chn0, 0x137
unc_m2m_wpq_no_reg_crd.chn1, 0x237
unc_m2m_wpq_no_spec_crd.chn0, 0x138
unc_m2m_wpq_no_spec_crd.chn1, 0x238
unc_m2m_wr_tracker_inserts.ch0, 0x140
unc_m2m_wr_tracker_inserts.ch1, 0x240
unc_m2m_wr_tracker_ne.ch0, 0x135
unc_m2m_wr_tracker_ne.ch1, 0x235
unc_m2m_wr_tracker_ne.mirr, 0x435
unc_m2m_wr_tracker_ne.mirr_nontgr, 0x835
unc_m2m_wr_tracker_ne.mirr_pwr, 0x1035
unc_m2m_wr_tracker_nonposted_inserts.ch0, 0x14d
unc_m2m_wr_tracker_nonposted_inserts.ch1, 0x24d
unc_m2m_wr_tracker_nonposted_occupancy.ch0, 0x14c
unc_m2m_wr_tracker_nonposted_occupancy.ch1, 0x24c
unc_m2m_wr_tracker_posted_inserts.ch0, 0x148
unc_m2m_wr_tracker_posted_inserts.ch1, 0x248
unc_m2m_wr_tracker_posted_occupancy.ch0, 0x147
unc_m2m_wr_tracker_posted_occupancy.ch1, 0x247
unc_m3upi_cha_ad_credits_empty.req, 0x422
unc_m3upi_cha_ad_credits_empty.snp, 0x822
unc_m3upi_cha_ad_credits_empty.vna, 0x122
unc_m3upi_cha_ad_credits_empty.wb, 0x222
unc_m3upi_clockticks, 0x1
unc_m3upi_cms_clockticks, 0xc0
unc_m3upi_d2c_sent, 0x2b
unc_m3upi_d2u_sent, 0x2a
unc_m3upi_egress_ordering.iv_snoopgo_dn, 0x4ba
unc_m3upi_egress_ordering.iv_snoopgo_up, 0x1ba
unc_m3upi_m2_bl_credits_empty.iio1_ncb, 0x123
unc_m3upi_m2_bl_credits_empty.iio2_ncb, 0x223
unc_m3upi_m2_bl_credits_empty.iio3_ncb, 0x423
unc_m3upi_m2_bl_credits_empty.iio4_ncb, 0x823
unc_m3upi_m2_bl_credits_empty.iio5_ncb, 0x1023
unc_m3upi_m2_bl_credits_empty.ncs, 0x4023
unc_m3upi_m2_bl_credits_empty.ncs_sel, 0x8023
unc_m3upi_m2_bl_credits_empty.ubox_ncb, 0x2023
unc_m3upi_multi_slot_rcvd.ad_slot0, 0x13e
unc_m3upi_multi_slot_rcvd.ad_slot1, 0x23e
unc_m3upi_multi_slot_rcvd.ad_slot2, 0x43e
unc_m3upi_multi_slot_rcvd.ak_slot0, 0x103e
unc_m3upi_multi_slot_rcvd.ak_slot2, 0x203e
unc_m3upi_multi_slot_rcvd.bl_slot0, 0x83e
unc_m3upi_rxc_arb_lost_vn0.ad_req, 0x14b
unc_m3upi_rxc_arb_lost_vn0.ad_rsp, 0x44b
unc_m3upi_rxc_arb_lost_vn0.ad_snp, 0x24b
unc_m3upi_rxc_arb_lost_vn0.bl_ncb, 0x204b
unc_m3upi_rxc_arb_lost_vn0.bl_ncs, 0x404b
unc_m3upi_rxc_arb_lost_vn0.bl_rsp, 0x84b
unc_m3upi_rxc_arb_lost_vn0.bl_wb, 0x104b
unc_m3upi_rxc_arb_lost_vn1.ad_req, 0x14c
unc_m3upi_rxc_arb_lost_vn1.ad_rsp, 0x44c
unc_m3upi_rxc_arb_lost_vn1.ad_snp, 0x24c
unc_m3upi_rxc_arb_lost_vn1.bl_ncb, 0x204c
unc_m3upi_rxc_arb_lost_vn1.bl_ncs, 0x404c
unc_m3upi_rxc_arb_lost_vn1.bl_rsp, 0x84c
unc_m3upi_rxc_arb_lost_vn1.bl_wb, 0x104c
unc_m3upi_rxc_arb_misc.adbl_parallel_win_vn0, 0x104d
unc_m3upi_rxc_arb_misc.adbl_parallel_win_vn1, 0x204d
unc_m3upi_rxc_arb_misc.all_parallel_win, 0x804d
unc_m3upi_rxc_arb_misc.no_prog_ad_vn0, 0x14d
unc_m3upi_rxc_arb_misc.no_prog_ad_vn1, 0x24d
unc_m3upi_rxc_arb_misc.no_prog_bl_vn0, 0x44d
unc_m3upi_rxc_arb_misc.no_prog_bl_vn1, 0x84d
unc_m3upi_rxc_arb_misc.vn01_parallel_win, 0x404d
unc_m3upi_rxc_arb_nocrd_vn0.ad_req, 0x147
unc_m3upi_rxc_arb_nocrd_vn0.ad_rsp, 0x447
unc_m3upi_rxc_arb_nocrd_vn0.ad_snp, 0x247
unc_m3upi_rxc_arb_nocrd_vn0.bl_ncb, 0x2047
unc_m3upi_rxc_arb_nocrd_vn0.bl_ncs, 0x4047
unc_m3upi_rxc_arb_nocrd_vn0.bl_rsp, 0x847
unc_m3upi_rxc_arb_nocrd_vn0.bl_wb, 0x1047
unc_m3upi_rxc_arb_nocrd_vn1.ad_req, 0x148
unc_m3upi_rxc_arb_nocrd_vn1.ad_rsp, 0x448
unc_m3upi_rxc_arb_nocrd_vn1.ad_snp, 0x248
unc_m3upi_rxc_arb_nocrd_vn1.bl_ncb, 0x2048
unc_m3upi_rxc_arb_nocrd_vn1.bl_ncs, 0x4048
unc_m3upi_rxc_arb_nocrd_vn1.bl_rsp, 0x848
unc_m3upi_rxc_arb_nocrd_vn1.bl_wb, 0x1048
unc_m3upi_rxc_arb_noreq_vn0.ad_req, 0x149
unc_m3upi_rxc_arb_noreq_vn0.ad_rsp, 0x449
unc_m3upi_rxc_arb_noreq_vn0.ad_snp, 0x249
unc_m3upi_rxc_arb_noreq_vn0.bl_ncb, 0x2049
unc_m3upi_rxc_arb_noreq_vn0.bl_ncs, 0x4049
unc_m3upi_rxc_arb_noreq_vn0.bl_rsp, 0x849
unc_m3upi_rxc_arb_noreq_vn0.bl_wb, 0x1049
unc_m3upi_rxc_arb_noreq_vn1.ad_req, 0x14a
unc_m3upi_rxc_arb_noreq_vn1.ad_rsp, 0x44a
unc_m3upi_rxc_arb_noreq_vn1.ad_snp, 0x24a
unc_m3upi_rxc_arb_noreq_vn1.bl_ncb, 0x204a
unc_m3upi_rxc_arb_noreq_vn1.bl_ncs, 0x404a
unc_m3upi_rxc_arb_noreq_vn1.bl_rsp, 0x84a
unc_m3upi_rxc_arb_noreq_vn1.bl_wb, 0x104a
unc_m3upi_rxc_bypassed.ad_s0_bl_arb, 0x240
unc_m3upi_rxc_bypassed.ad_s0_idle, 0x140
unc_m3upi_rxc_bypassed.ad_s1_bl_slot, 0x440
unc_m3upi_rxc_bypassed.ad_s2_bl_slot, 0x840
unc_m3upi_rxc_crd_misc.any_bgf_fifo, 0x15f
unc_m3upi_rxc_crd_misc.any_bgf_path, 0x25f
unc_m3upi_rxc_crd_misc.lt1_for_d2k, 0x105f
unc_m3upi_rxc_crd_misc.lt2_for_d2k, 0x205f
unc_m3upi_rxc_crd_misc.vn0_no_d2k_for_arb, 0x45f
unc_m3upi_rxc_crd_misc.vn1_no_d2k_for_arb, 0x85f
unc_m3upi_rxc_crd_occ.consumed, 0x8060
unc_m3upi_rxc_crd_occ.d2k_crd, 0x1060
unc_m3upi_rxc_crd_occ.flits_in_fifo, 0x260
unc_m3upi_rxc_crd_occ.flits_in_path, 0x460
unc_m3upi_rxc_crd_occ.p1p_fifo, 0x4060
unc_m3upi_rxc_crd_occ.p1p_total, 0x2060
unc_m3upi_rxc_crd_occ.txq_crd, 0x860
unc_m3upi_rxc_crd_occ.vna_in_use, 0x160
unc_m3upi_rxc_cycles_ne_vn0.ad_req, 0x143
unc_m3upi_rxc_cycles_ne_vn0.ad_rsp, 0x443
unc_m3upi_rxc_cycles_ne_vn0.ad_snp, 0x243
unc_m3upi_rxc_cycles_ne_vn0.bl_ncb, 0x2043
unc_m3upi_rxc_cycles_ne_vn0.bl_ncs, 0x4043
unc_m3upi_rxc_cycles_ne_vn0.bl_rsp, 0x843
unc_m3upi_rxc_cycles_ne_vn0.bl_wb, 0x1043
unc_m3upi_rxc_data_flits_not_sent.all, 0x155
unc_m3upi_rxc_data_flits_not_sent.no_bgf, 0x855
unc_m3upi_rxc_data_flits_not_sent.no_txq, 0x1055
unc_m3upi_rxc_data_flits_not_sent.tsv_hi, 0x255
unc_m3upi_rxc_data_flits_not_sent.valid_for_flit, 0x455
unc_m3upi_rxc_flits_gen_bl.p0_wait, 0x157
unc_m3upi_rxc_flits_gen_bl.p1p_at_limit, 0x1057
unc_m3upi_rxc_flits_gen_bl.p1p_busy, 0x857
unc_m3upi_rxc_flits_gen_bl.p1p_fifo_full, 0x4057
unc_m3upi_rxc_flits_gen_bl.p1p_hold_p0, 0x2057
unc_m3upi_rxc_flits_gen_bl.p1p_to_limbo, 0x457
unc_m3upi_rxc_flits_gen_bl.p1_wait, 0x257
unc_m3upi_rxc_flits_misc.s2req_in_holdoff, 0x458
unc_m3upi_rxc_flits_misc.s2req_in_service, 0x858
unc_m3upi_rxc_flits_misc.s2req_received, 0x158
unc_m3upi_rxc_flits_misc.s2req_withdrawn, 0x258
unc_m3upi_rxc_flits_slot_bl.all, 0x156
unc_m3upi_rxc_flits_slot_bl.need_data, 0x256
unc_m3upi_rxc_flits_slot_bl.p0_wait, 0x456
unc_m3upi_rxc_flits_slot_bl.p1_not_req, 0x1056
unc_m3upi_rxc_flits_slot_bl.p1_not_req_but_bubble, 0x2056
unc_m3upi_rxc_flits_slot_bl.p1_not_req_not_avail, 0x4056
unc_m3upi_rxc_flits_slot_bl.p1_wait, 0x856
unc_m3upi_rxc_flit_gen_hdr1.accum, 0x151
unc_m3upi_rxc_flit_gen_hdr1.accum_read, 0x251
unc_m3upi_rxc_flit_gen_hdr1.accum_wasted, 0x451
unc_m3upi_rxc_flit_gen_hdr1.ahead_blocked, 0x851
unc_m3upi_rxc_flit_gen_hdr1.ahead_msg1_after, 0x8051
unc_m3upi_rxc_flit_gen_hdr1.ahead_msg1_during, 0x1051
unc_m3upi_rxc_flit_gen_hdr1.ahead_msg2_after, 0x2051
unc_m3upi_rxc_flit_gen_hdr1.ahead_msg2_sent, 0x4051
unc_m3upi_rxc_flit_gen_hdr2.par, 0x452
unc_m3upi_rxc_flit_gen_hdr2.par_flit, 0x1052
unc_m3upi_rxc_flit_gen_hdr2.par_msg, 0x852
unc_m3upi_rxc_flit_gen_hdr2.rmstall, 0x152
unc_m3upi_rxc_flit_gen_hdr2.rmstall_nomsg, 0x252
unc_m3upi_rxc_hdr_flits_sent.1_msg, 0x154
unc_m3upi_rxc_hdr_flits_sent.1_msg_vnx, 0x854
unc_m3upi_rxc_hdr_flits_sent.2_msgs, 0x254
unc_m3upi_rxc_hdr_flits_sent.3_msgs, 0x454
unc_m3upi_rxc_hdr_flits_sent.slots_1, 0x1054
unc_m3upi_rxc_hdr_flits_sent.slots_2, 0x2054
unc_m3upi_rxc_hdr_flits_sent.slots_3, 0x4054
unc_m3upi_rxc_hdr_flit_not_sent.all, 0x153
unc_m3upi_rxc_hdr_flit_not_sent.no_bgf_crd, 0x853
unc_m3upi_rxc_hdr_flit_not_sent.no_bgf_no_msg, 0x2053
unc_m3upi_rxc_hdr_flit_not_sent.no_txq_crd, 0x1053
unc_m3upi_rxc_hdr_flit_not_sent.no_txq_no_msg, 0x4053
unc_m3upi_rxc_hdr_flit_not_sent.tsv_hi, 0x253
unc_m3upi_rxc_hdr_flit_not_sent.valid_for_flit, 0x453
unc_m3upi_rxc_held.cant_slot_ad, 0x1050
unc_m3upi_rxc_held.cant_slot_bl, 0x2050
unc_m3upi_rxc_held.parallel_attempt, 0x450
unc_m3upi_rxc_held.parallel_success, 0x850
unc_m3upi_rxc_held.vn0, 0x150
unc_m3upi_rxc_held.vn1, 0x250
unc_m3upi_rxc_packing_miss_vn0.ad_req, 0x14e
unc_m3upi_rxc_packing_miss_vn0.ad_rsp, 0x44e
unc_m3upi_rxc_packing_miss_vn0.ad_snp, 0x24e
unc_m3upi_rxc_packing_miss_vn0.bl_ncb, 0x204e
unc_m3upi_rxc_packing_miss_vn0.bl_ncs, 0x404e
unc_m3upi_rxc_packing_miss_vn0.bl_rsp, 0x84e
unc_m3upi_rxc_packing_miss_vn0.bl_wb, 0x104e
unc_m3upi_rxc_packing_miss_vn1.ad_req, 0x14f
unc_m3upi_rxc_packing_miss_vn1.ad_rsp, 0x44f
unc_m3upi_rxc_packing_miss_vn1.ad_snp, 0x24f
unc_m3upi_rxc_packing_miss_vn1.bl_ncb, 0x204f
unc_m3upi_rxc_packing_miss_vn1.bl_ncs, 0x404f
unc_m3upi_rxc_packing_miss_vn1.bl_rsp, 0x84f
unc_m3upi_rxc_packing_miss_vn1.bl_wb, 0x104f
unc_m3upi_rxc_vna_crd.any_in_use, 0x205a
unc_m3upi_rxc_vna_crd.corrected, 0x15a
unc_m3upi_rxc_vna_crd.lt1, 0x25a
unc_m3upi_rxc_vna_crd.lt10, 0x105a
unc_m3upi_rxc_vna_crd.lt4, 0x45a
unc_m3upi_rxc_vna_crd.lt5, 0x85a
unc_m3upi_rxc_vna_crd_misc.req_adbl_alloc_l5, 0x259
unc_m3upi_rxc_vna_crd_misc.req_vn01_alloc_lt10, 0x159
unc_m3upi_rxc_vna_crd_misc.vn0_just_ad, 0x1059
unc_m3upi_rxc_vna_crd_misc.vn0_just_bl, 0x2059
unc_m3upi_rxc_vna_crd_misc.vn0_only, 0x459
unc_m3upi_rxc_vna_crd_misc.vn1_just_ad, 0x4059
unc_m3upi_rxc_vna_crd_misc.vn1_just_bl, 0x8059
unc_m3upi_rxc_vna_crd_misc.vn1_only, 0x859
unc_m3upi_txc_ad_arb_fail.vn0_req, 0x130
unc_m3upi_txc_ad_arb_fail.vn0_rsp, 0x430
unc_m3upi_txc_ad_arb_fail.vn0_snp, 0x230
unc_m3upi_txc_ad_arb_fail.vn0_wb, 0x830
unc_m3upi_txc_ad_arb_fail.vn1_req, 0x1030
unc_m3upi_txc_ad_arb_fail.vn1_rsp, 0x4030
unc_m3upi_txc_ad_arb_fail.vn1_snp, 0x2030
unc_m3upi_txc_ad_arb_fail.vn1_wb, 0x8030
unc_m3upi_txc_ad_flq_bypass, 0x2c
unc_m3upi_txc_ad_flq_bypass.ad_slot0, 0x12c
unc_m3upi_txc_ad_flq_bypass.ad_slot1, 0x22c
unc_m3upi_txc_ad_flq_bypass.ad_slot2, 0x42c
unc_m3upi_txc_ad_flq_bypass.bl_early_rsp, 0x82c
unc_m3upi_txc_ad_flq_cycles_ne.vn0_req, 0x127
unc_m3upi_txc_ad_flq_cycles_ne.vn0_rsp, 0x427
unc_m3upi_txc_ad_flq_cycles_ne.vn0_snp, 0x227
unc_m3upi_txc_ad_flq_cycles_ne.vn0_wb, 0x827
unc_m3upi_txc_ad_flq_cycles_ne.vn1_req, 0x1027
unc_m3upi_txc_ad_flq_cycles_ne.vn1_rsp, 0x4027
unc_m3upi_txc_ad_flq_cycles_ne.vn1_snp, 0x2027
unc_m3upi_txc_ad_flq_cycles_ne.vn1_wb, 0x8027
unc_m3upi_txc_ad_flq_inserts.vn0_req, 0x12d
unc_m3upi_txc_ad_flq_inserts.vn0_rsp, 0x42d
unc_m3upi_txc_ad_flq_inserts.vn0_snp, 0x22d
unc_m3upi_txc_ad_flq_inserts.vn0_wb, 0x82d
unc_m3upi_txc_ad_flq_inserts.vn1_req, 0x102d
unc_m3upi_txc_ad_flq_inserts.vn1_rsp, 0x402d
unc_m3upi_txc_ad_flq_inserts.vn1_snp, 0x202d
unc_m3upi_txc_ad_flq_occupancy.vn0_req, 0x11c
unc_m3upi_txc_ad_flq_occupancy.vn0_rsp, 0x41c
unc_m3upi_txc_ad_flq_occupancy.vn0_snp, 0x21c
unc_m3upi_txc_ad_flq_occupancy.vn0_wb, 0x81c
unc_m3upi_txc_ad_flq_occupancy.vn1_req, 0x101c
unc_m3upi_txc_ad_flq_occupancy.vn1_rsp, 0x401c
unc_m3upi_txc_ad_flq_occupancy.vn1_snp, 0x201c
unc_m3upi_txc_ak_flq_inserts, 0x2f
unc_m3upi_txc_ak_flq_occupancy, 0x1e
unc_m3upi_txc_bl_arb_fail.vn0_ncb, 0x435
unc_m3upi_txc_bl_arb_fail.vn0_ncs, 0x835
unc_m3upi_txc_bl_arb_fail.vn0_rsp, 0x135
unc_m3upi_txc_bl_arb_fail.vn0_wb, 0x235
unc_m3upi_txc_bl_arb_fail.vn1_ncb, 0x4035
unc_m3upi_txc_bl_arb_fail.vn1_ncs, 0x8035
unc_m3upi_txc_bl_arb_fail.vn1_rsp, 0x1035
unc_m3upi_txc_bl_arb_fail.vn1_wb, 0x2035
unc_m3upi_txc_bl_flq_cycles_ne.vn0_req, 0x128
unc_m3upi_txc_bl_flq_cycles_ne.vn0_rsp, 0x428
unc_m3upi_txc_bl_flq_cycles_ne.vn0_snp, 0x228
unc_m3upi_txc_bl_flq_cycles_ne.vn0_wb, 0x828
unc_m3upi_txc_bl_flq_cycles_ne.vn1_req, 0x1028
unc_m3upi_txc_bl_flq_cycles_ne.vn1_rsp, 0x4028
unc_m3upi_txc_bl_flq_cycles_ne.vn1_snp, 0x2028
unc_m3upi_txc_bl_flq_cycles_ne.vn1_wb, 0x8028
unc_m3upi_txc_bl_flq_inserts.vn0_ncb, 0x12e
unc_m3upi_txc_bl_flq_inserts.vn0_ncs, 0x22e
unc_m3upi_txc_bl_flq_inserts.vn0_rsp, 0x82e
unc_m3upi_txc_bl_flq_inserts.vn0_wb, 0x42e
unc_m3upi_txc_bl_flq_inserts.vn1_ncb, 0x102e
unc_m3upi_txc_bl_flq_inserts.vn1_ncs, 0x202e
unc_m3upi_txc_bl_flq_inserts.vn1_rsp, 0x802e
unc_m3upi_txc_bl_flq_inserts.vn1_wb, 0x402e
unc_m3upi_txc_bl_flq_occupancy.vn0_ncb, 0x41d
unc_m3upi_txc_bl_flq_occupancy.vn0_ncs, 0x81d
unc_m3upi_txc_bl_flq_occupancy.vn0_rsp, 0x11d
unc_m3upi_txc_bl_flq_occupancy.vn0_wb, 0x21d
unc_m3upi_txc_bl_flq_occupancy.vn1_ncb, 0x401d
unc_m3upi_txc_bl_flq_occupancy.vn1_ncs, 0x801d
unc_m3upi_txc_bl_flq_occupancy.vn1_rsp, 0x101d
unc_m3upi_txc_bl_flq_occupancy.vn1_wb, 0x201d
unc_m3upi_txc_bl_wb_flq_occupancy.vn0_local, 0x11f
unc_m3upi_txc_bl_wb_flq_occupancy.vn0_through, 0x21f
unc_m3upi_txc_bl_wb_flq_occupancy.vn0_wrpull, 0x41f
unc_m3upi_txc_bl_wb_flq_occupancy.vn1_local, 0x101f
unc_m3upi_txc_bl_wb_flq_occupancy.vn1_through, 0x201f
unc_m3upi_txc_bl_wb_flq_occupancy.vn1_wrpull, 0x401f
unc_m3upi_upi_peer_ad_credits_empty.vn0_req, 0x220
unc_m3upi_upi_peer_ad_credits_empty.vn0_rsp, 0x820
unc_m3upi_upi_peer_ad_credits_empty.vn0_snp, 0x420
unc_m3upi_upi_peer_ad_credits_empty.vn1_req, 0x1020
unc_m3upi_upi_peer_ad_credits_empty.vn1_rsp, 0x4020
unc_m3upi_upi_peer_ad_credits_empty.vn1_snp, 0x2020
unc_m3upi_upi_peer_ad_credits_empty.vna, 0x120
unc_m3upi_upi_peer_bl_credits_empty.vn0_ncs_ncb, 0x421
unc_m3upi_upi_peer_bl_credits_empty.vn0_rsp, 0x221
unc_m3upi_upi_peer_bl_credits_empty.vn0_wb, 0x821
unc_m3upi_upi_peer_bl_credits_empty.vn1_ncs_ncb, 0x2021
unc_m3upi_upi_peer_bl_credits_empty.vn1_rsp, 0x1021
unc_m3upi_upi_peer_bl_credits_empty.vn1_wb, 0x4021
unc_m3upi_upi_peer_bl_credits_empty.vna, 0x121
unc_m3upi_upi_prefetch_spawn, 0x29
unc_m3upi_vn0_credits_used.ncb, 0x105b
unc_m3upi_vn0_credits_used.ncs, 0x205b
unc_m3upi_vn0_credits_used.req, 0x15b
unc_m3upi_vn0_credits_used.rsp, 0x45b
unc_m3upi_vn0_credits_used.snp, 0x25b
unc_m3upi_vn0_credits_used.wb, 0x85b
unc_m3upi_vn0_no_credits.ncb, 0x105d
unc_m3upi_vn0_no_credits.ncs, 0x205d
unc_m3upi_vn0_no_credits.req, 0x15d
unc_m3upi_vn0_no_credits.rsp, 0x45d
unc_m3upi_vn0_no_credits.snp, 0x25d
unc_m3upi_vn0_no_credits.wb, 0x85d
unc_m3upi_vn1_credits_used.ncb, 0x105c
unc_m3upi_vn1_credits_used.ncs, 0x205c
unc_m3upi_vn1_credits_used.req, 0x15c
unc_m3upi_vn1_credits_used.rsp, 0x45c
unc_m3upi_vn1_credits_used.snp, 0x25c
unc_m3upi_vn1_credits_used.wb, 0x85c
