cycle_activity.stalls_l3_miss, 0x6a3
unc_cha_tor_inserts.ia_hit_llcprefcode, 0xcccffd0135
unc_cha_tor_inserts.ia_hit_llcprefdata, 0xccd7fd0135
unc_cha_tor_inserts.ia_hit_llcprefrfo, 0xccc7fd0135
unc_cha_tor_inserts.ia_hit_rfo, 0xc807fd0135
unc_cha_tor_inserts.ia_hit_rfo_pref, 0xc887fd0135
unc_cha_tor_inserts.ia_itom, 0xcc47ff0135
unc_cha_tor_inserts.ia_itomcachenear, 0xcd47ff0135
unc_cha_tor_inserts.ia_llcprefcode, 0xcccfff0135
unc_cha_tor_inserts.ia_llcprefdata, 0xccd7ff0135
unc_cha_tor_inserts.ia_llcprefrfo, 0xccc7ff0135
unc_cha_tor_inserts.ia_miss, 0xc001fe0135
unc_cha_tor_inserts.ia_miss_crd, 0xc80ffe0135
unc_cha_tor_inserts.ia_miss_crdmorph_cxl_acc, 0x10c80b820135
unc_cha_tor_inserts.ia_miss_crd_local, 0xc80efe0135
unc_cha_tor_inserts.ia_miss_crd_pref, 0xc88ffe0135
unc_cha_tor_inserts.ia_miss_crd_pref_local, 0xc88efe0135
unc_cha_tor_inserts.ia_miss_crd_pref_remote, 0xc88f7e0135
unc_cha_tor_inserts.ia_miss_crd_remote, 0xc80f7e0135
unc_cha_tor_inserts.ia_miss_cxl_acc, 0x10c001820135
unc_cha_tor_inserts.ia_miss_cxl_acc_local, 0x10c000820135
unc_cha_tor_inserts.ia_miss_drd, 0xc817fe0135
unc_cha_tor_inserts.ia_miss_drdmorph_cxl_acc, 0x10c813820135
unc_cha_tor_inserts.ia_miss_drdpte, 0xc837fe0135
unc_cha_tor_inserts.ia_miss_drd_cxl_acc, 0x10c817820135
unc_cha_tor_inserts.ia_miss_drd_cxl_acc_local, 0x10c816820135
unc_cha_tor_inserts.ia_miss_drd_ddr, 0xc817860135
unc_cha_tor_inserts.ia_miss_drd_local, 0xc816fe0135
unc_cha_tor_inserts.ia_miss_drd_local_ddr, 0xc816860135
unc_cha_tor_inserts.ia_miss_drd_local_pmm, 0xc8168a0135
unc_cha_tor_inserts.ia_miss_drd_opt, 0xc827fe0135
unc_cha_tor_inserts.ia_miss_drd_opt_cxl_acc_local, 0x10c826820135
unc_cha_tor_inserts.ia_miss_drd_opt_pref, 0xc8a7fe0135
unc_cha_tor_inserts.ia_miss_drd_opt_pref_cxl_acc_local, 0x10c8a6820135
unc_cha_tor_inserts.ia_miss_drd_pmm, 0xc8178a0135
unc_cha_tor_inserts.ia_miss_drd_pref, 0xc897fe0135
unc_cha_tor_inserts.ia_miss_drd_pref_cxl_acc, 0x10c897820135
unc_cha_tor_inserts.ia_miss_drd_pref_cxl_acc_local, 0x10c896820135
unc_cha_tor_inserts.ia_miss_drd_pref_ddr, 0xc897860135
unc_cha_tor_inserts.ia_miss_drd_pref_local, 0xc896fe0135
unc_cha_tor_inserts.ia_miss_drd_pref_local_ddr, 0xc896860135
unc_cha_tor_inserts.ia_miss_drd_pref_local_pmm, 0xc8968a0135
unc_cha_tor_inserts.ia_miss_drd_pref_pmm, 0xc8978a0135
unc_cha_tor_inserts.ia_miss_drd_pref_remote, 0xc8977e0135
unc_cha_tor_inserts.ia_miss_drd_pref_remote_ddr, 0xc897060135
unc_cha_tor_inserts.ia_miss_drd_pref_remote_pmm, 0xc8970a0135
unc_cha_tor_inserts.ia_miss_drd_remote, 0xc8177e0135
unc_cha_tor_inserts.ia_miss_drd_remote_ddr, 0xc817060135
unc_cha_tor_inserts.ia_miss_drd_remote_pmm, 0xc8170a0135
unc_cha_tor_inserts.ia_miss_itom, 0xcc47fe0135
unc_cha_tor_inserts.ia_miss_llcprefcode, 0xcccffe0135
unc_cha_tor_inserts.ia_miss_llcprefcode_cxl_acc, 0x10cccf820135
unc_cha_tor_inserts.ia_miss_llcprefdata, 0xccd7fe0135
unc_cha_tor_inserts.ia_miss_llcprefdata_cxl_acc, 0x10ccd7820135
unc_cha_tor_inserts.ia_miss_llcprefdata_cxl_acc_local, 0x10ccd6820135
unc_cha_tor_inserts.ia_miss_llcprefrfo, 0xccc7fe0135
unc_cha_tor_inserts.ia_miss_llcprefrfo_cxl_acc, 0x10c887820135
unc_cha_tor_inserts.ia_miss_llcprefrfo_cxl_acc_local, 0x10c886820135
unc_cha_tor_inserts.ia_miss_local_wcilf_ddr, 0xc866860135
unc_cha_tor_inserts.ia_miss_local_wcilf_pmm, 0xc8668a0135
unc_cha_tor_inserts.ia_miss_local_wcil_ddr, 0xc86e860135
unc_cha_tor_inserts.ia_miss_local_wcil_pmm, 0xc86e8a0135
unc_cha_tor_inserts.ia_miss_remote_wcilf_ddr, 0xc867060135
unc_cha_tor_inserts.ia_miss_remote_wcilf_pmm, 0xc8670a0135
unc_cha_tor_inserts.ia_miss_remote_wcil_ddr, 0xc86f060135
unc_cha_tor_inserts.ia_miss_remote_wcil_pmm, 0xc86f0a0135
unc_cha_tor_inserts.ia_miss_rfo, 0xc807fe0135
unc_cha_tor_inserts.ia_miss_rfomorph_cxl_acc, 0x10c803820135
unc_cha_tor_inserts.ia_miss_rfo_cxl_acc, 0x10c807820135
unc_cha_tor_inserts.ia_miss_rfo_cxl_acc_local, 0x10c806820135
unc_cha_tor_inserts.ia_miss_rfo_local, 0xc806fe0135
unc_cha_tor_inserts.ia_miss_rfo_pref, 0xc887fe0135
unc_cha_tor_inserts.ia_miss_rfo_pref_cxl_acc, 0x10ccc7820135
unc_cha_tor_inserts.ia_miss_rfo_pref_cxl_acc_local, 0x10ccc6820135
unc_cha_tor_inserts.ia_miss_rfo_pref_local, 0xc886fe0135
unc_cha_tor_inserts.ia_miss_rfo_pref_remote, 0xc8877e0135
unc_cha_tor_inserts.ia_miss_rfo_remote, 0xc8077e0135
unc_cha_tor_inserts.ia_miss_ucrdf, 0xc877de0135
unc_cha_tor_inserts.ia_miss_wcil, 0xc86ffe0135
unc_cha_tor_inserts.ia_miss_wcilf, 0xc867fe0135
unc_cha_tor_inserts.ia_miss_wcilf_ddr, 0xc867860135
unc_cha_tor_inserts.ia_miss_wcilf_pmm, 0xc8678a0135
unc_cha_tor_inserts.ia_miss_wcil_ddr, 0xc86f860135
unc_cha_tor_inserts.ia_miss_wcil_pmm, 0xc86f8a0135
unc_cha_tor_inserts.ia_miss_wil, 0xc87fde0135
unc_cha_tor_inserts.ia_rfo, 0xc807ff0135
unc_cha_tor_inserts.ia_rfo_pref, 0xc887ff0135
unc_cha_tor_inserts.ia_specitom, 0xcc57ff0135
unc_cha_tor_inserts.ia_wbeftoe, 0xcc3fff0135
unc_cha_tor_inserts.ia_wbeftoi, 0xcc37ff0135
unc_cha_tor_inserts.ia_wbmtoe, 0xcc2fff0135
unc_cha_tor_inserts.ia_wbmtoi, 0xcc27ff0135
unc_cha_tor_inserts.ia_wbstoi, 0xcc67ff0135
unc_cha_tor_inserts.ia_wcil, 0xc86fff0135
unc_cha_tor_inserts.ia_wcilf, 0xc867ff0135
unc_cha_tor_inserts.io, 0xc001ff0435
unc_cha_tor_inserts.io_clflush, 0xc8c3ff0435
unc_cha_tor_inserts.io_hit, 0xc001fd0435
unc_cha_tor_inserts.io_hit_itom, 0xcc43fd0435
unc_cha_tor_inserts.io_hit_itomcachenear, 0xcd43fd0435
unc_cha_tor_inserts.io_hit_pcirdcur, 0xc8f3fd0435
unc_cha_tor_inserts.io_hit_rfo, 0xc803fd0435
unc_cha_tor_inserts.io_itom, 0xcc43ff0435
unc_cha_tor_inserts.io_itomcachenear, 0xcd43ff0435
unc_cha_tor_inserts.io_itomcachenear_local, 0xcd42ff0435
unc_cha_tor_inserts.io_itomcachenear_remote, 0xcd437f0435
unc_cha_tor_inserts.io_itom_local, 0xcc42ff0435
unc_cha_tor_inserts.io_itom_remote, 0xcc437f0435
unc_cha_tor_inserts.io_miss, 0xc001fe0435
unc_cha_tor_inserts.io_miss_itom, 0xcc43fe0435
unc_cha_tor_inserts.io_miss_itomcachenear, 0xcd43fe0435
unc_cha_tor_inserts.io_miss_pcirdcur, 0xc8f3fe0435
unc_cha_tor_inserts.io_miss_rfo, 0xc803fe0435
unc_cha_tor_inserts.io_pcirdcur, 0xc8f3ff0435
unc_cha_tor_inserts.io_pcirdcur_local, 0xc8f2ff0435
unc_cha_tor_inserts.io_pcirdcur_remote, 0xc8f37f0435
unc_cha_tor_inserts.io_rfo, 0xc803ff0435
unc_cha_tor_inserts.io_wbmtoi, 0xcc23ff0435
unc_cha_tor_inserts.ipq, 0x835
unc_cha_tor_inserts.irq_ia, 0x135
unc_cha_tor_inserts.irq_non_ia, 0x1035
unc_cha_tor_inserts.isoc, 0x35
unc_cha_tor_inserts.local_tgt, 0x35
unc_cha_tor_inserts.loc_all, 0xc000ff0535
unc_cha_tor_inserts.loc_ia, 0xc000ff0135
unc_cha_tor_inserts.loc_io, 0xc000ff0435
unc_cha_tor_inserts.match_opc, 0x35
unc_cha_tor_inserts.miss, 0x35
unc_cha_tor_inserts.mmcfg, 0x35
unc_cha_tor_inserts.mmio, 0x35
unc_cha_tor_inserts.nearmem, 0x35
unc_cha_tor_inserts.noncoh, 0x35
unc_cha_tor_inserts.not_nearmem, 0x35
unc_cha_tor_inserts.pmm, 0x35
unc_cha_tor_inserts.premorph_opc, 0x35
unc_cha_tor_inserts.prq_iosf, 0x435
unc_cha_tor_inserts.prq_non_iosf, 0x2035
unc_cha_tor_inserts.remote_tgt, 0x35
unc_cha_tor_inserts.rem_all, 0xc001ffc835
unc_cha_tor_inserts.rem_snps, 0xc001ff0835
unc_cha_tor_inserts.rrq, 0x4035
unc_cha_tor_inserts.snps_from_rem, 0xc001ff0835
unc_cha_tor_inserts.wbq, 0x8035
unc_cha_tor_occupancy.all, 0xc001ffff36
unc_cha_tor_occupancy.ddr, 0x36
unc_cha_tor_occupancy.evict, 0x236
unc_cha_tor_occupancy.hit, 0x36
unc_cha_tor_occupancy.ia, 0xc001ff0136
unc_cha_tor_occupancy.ia_clflush, 0xc8c7ff0136
unc_cha_tor_occupancy.ia_clflushopt, 0xc8d7ff0136
unc_cha_tor_occupancy.ia_crd, 0xc80fff0136
unc_cha_tor_occupancy.ia_crd_pref, 0xc88fff0136
unc_cha_tor_occupancy.ia_drd, 0xc817ff0136
unc_cha_tor_occupancy.ia_drdpte, 0xc837ff0136
unc_cha_tor_occupancy.ia_drd_opt, 0xc827ff0136
unc_cha_tor_occupancy.ia_drd_opt_pref, 0xc8a7ff0136
unc_cha_tor_occupancy.ia_drd_pref, 0xc897ff0136
unc_cha_tor_occupancy.ia_hit, 0xc001fd0136
unc_cha_tor_occupancy.ia_hit_crd, 0xc80ffd0136
unc_cha_tor_occupancy.ia_hit_crd_pref, 0xc88ffd0136
unc_cha_tor_occupancy.ia_hit_cxl_acc, 0x10c001810136
unc_cha_tor_occupancy.ia_hit_cxl_acc_local, 0x10c000810136
unc_cha_tor_occupancy.ia_hit_drd, 0xc817fd0136
unc_cha_tor_occupancy.ia_hit_drdpte, 0xc837fd0136
unc_cha_tor_occupancy.ia_hit_drd_opt, 0xc827fd0136
unc_cha_tor_occupancy.ia_hit_drd_opt_pref, 0xc8a7fd0136
unc_cha_tor_occupancy.ia_hit_drd_pref, 0xc897fd0136
unc_cha_tor_occupancy.ia_hit_itom, 0xcc47fd0136
unc_cha_tor_occupancy.ia_hit_llcprefcode, 0xcccffd0136
unc_cha_tor_occupancy.ia_hit_llcprefdata, 0xccd7fd0136
unc_cha_tor_occupancy.ia_hit_llcprefrfo, 0xccc7fd0136
unc_cha_tor_occupancy.ia_hit_rfo, 0xc807fd0136
unc_cha_tor_occupancy.ia_hit_rfo_pref, 0xc887fd0136
unc_cha_tor_occupancy.ia_itom, 0xcc47ff0136
unc_cha_tor_occupancy.ia_itomcachenear, 0xcd47ff0136
unc_cha_tor_occupancy.ia_llcprefcode, 0xcccfff0136
unc_cha_tor_occupancy.ia_llcprefdata, 0xccd7ff0136
unc_cha_tor_occupancy.ia_llcprefrfo, 0xccc7ff0136
unc_cha_tor_occupancy.ia_miss, 0xc001fe0136
unc_cha_tor_occupancy.ia_miss_crd, 0xc80ffe0136
unc_cha_tor_occupancy.ia_miss_crdmorph_cxl_acc, 0x10c80b820136
unc_cha_tor_occupancy.ia_miss_crd_local, 0xc80efe0136
unc_cha_tor_occupancy.ia_miss_crd_pref, 0xc88ffe0136
unc_cha_tor_occupancy.ia_miss_crd_pref_local, 0xc88efe0136
unc_cha_tor_occupancy.ia_miss_crd_pref_remote, 0xc88f7e0136
unc_cha_tor_occupancy.ia_miss_crd_remote, 0xc80f7e0136
unc_cha_tor_occupancy.ia_miss_cxl_acc, 0x10c001820136
unc_cha_tor_occupancy.ia_miss_cxl_acc_local, 0x10c000820136
unc_cha_tor_occupancy.ia_miss_drd, 0xc817fe0136
unc_cha_tor_occupancy.ia_miss_drdmorph_cxl_acc, 0x10c813820136
unc_cha_tor_occupancy.ia_miss_drdpte, 0xc837fe0136
unc_cha_tor_occupancy.ia_miss_drd_cxl_acc, 0x10c817820136
unc_cha_tor_occupancy.ia_miss_drd_cxl_acc_local, 0x10c816820136
unc_cha_tor_occupancy.ia_miss_drd_ddr, 0xc817860136
unc_cha_tor_occupancy.ia_miss_drd_local, 0xc816fe0136
unc_cha_tor_occupancy.ia_miss_drd_local_ddr, 0xc816860136
unc_cha_tor_occupancy.ia_miss_drd_local_pmm, 0xc8168a0136
unc_cha_tor_occupancy.ia_miss_drd_opt, 0xc827fe0136
unc_cha_tor_occupancy.ia_miss_drd_opt_cxl_acc_local, 0x10c826820136
unc_cha_tor_occupancy.ia_miss_drd_opt_pref, 0xc8a7fe0136
unc_cha_tor_occupancy.ia_miss_drd_opt_pref_cxl_acc_local, 0x10c8a6820136
unc_cha_tor_occupancy.ia_miss_drd_pmm, 0xc8178a0136
unc_cha_tor_occupancy.ia_miss_drd_pref, 0xc897fe0136
unc_cha_tor_occupancy.ia_miss_drd_pref_cxl_acc, 0x10c897820136
unc_cha_tor_occupancy.ia_miss_drd_pref_cxl_acc_local, 0x10c896820136
unc_cha_tor_occupancy.ia_miss_drd_pref_ddr, 0xc897860136
unc_cha_tor_occupancy.ia_miss_drd_pref_local, 0xc896fe0136
unc_cha_tor_occupancy.ia_miss_drd_pref_local_ddr, 0xc896860136
unc_cha_tor_occupancy.ia_miss_drd_pref_local_pmm, 0xc8968a0136
unc_cha_tor_occupancy.ia_miss_drd_pref_pmm, 0xc8978a0136
unc_cha_tor_occupancy.ia_miss_drd_pref_remote, 0xc8977e0136
unc_cha_tor_occupancy.ia_miss_drd_pref_remote_ddr, 0xc897060136
unc_cha_tor_occupancy.ia_miss_drd_pref_remote_pmm, 0xc8970a0136
unc_cha_tor_occupancy.ia_miss_drd_remote, 0xc8177e0136
unc_cha_tor_occupancy.ia_miss_drd_remote_ddr, 0xc817060136
unc_cha_tor_occupancy.ia_miss_drd_remote_pmm, 0xc8170a0136
unc_cha_tor_occupancy.ia_miss_itom, 0xcc47fe0136
unc_cha_tor_occupancy.ia_miss_llcprefcode, 0xcccffe0136
unc_cha_tor_occupancy.ia_miss_llcprefcode_cxl_acc, 0x10cccf820136
unc_cha_tor_occupancy.ia_miss_llcprefdata, 0xccd7fe0136
unc_cha_tor_occupancy.ia_miss_llcprefdata_cxl_acc, 0x10ccd7820136
unc_cha_tor_occupancy.ia_miss_llcprefdata_cxl_acc_local, 0x10ccd6820136
unc_cha_tor_occupancy.ia_miss_llcprefrfo, 0xccc7fe0136
unc_cha_tor_occupancy.ia_miss_llcprefrfo_cxl_acc, 0x10c887820136
unc_cha_tor_occupancy.ia_miss_llcprefrfo_cxl_acc_local, 0x10c886820136
unc_cha_tor_occupancy.ia_miss_local_wcilf_ddr, 0xc866860136
unc_cha_tor_occupancy.ia_miss_local_wcilf_pmm, 0xc8668a0136
unc_cha_tor_occupancy.ia_miss_local_wcil_ddr, 0xc86e860136
unc_cha_tor_occupancy.ia_miss_local_wcil_pmm, 0xc86e8a0136
unc_cha_tor_occupancy.ia_miss_remote_wcilf_ddr, 0xc867060136
unc_cha_tor_occupancy.ia_miss_remote_wcilf_pmm, 0xc8670a0136
unc_cha_tor_occupancy.ia_miss_remote_wcil_ddr, 0xc86f060136
unc_cha_tor_occupancy.ia_miss_remote_wcil_pmm, 0xc86f0a0136
unc_cha_tor_occupancy.ia_miss_rfo, 0xc807fe0136
unc_cha_tor_occupancy.ia_miss_rfomorph_cxl_acc, 0x10c803820136
unc_cha_tor_occupancy.ia_miss_rfo_cxl_acc, 0x10c807820136
unc_cha_tor_occupancy.ia_miss_rfo_cxl_acc_local, 0x10c806820136
unc_cha_tor_occupancy.ia_miss_rfo_local, 0xc806fe0136
unc_cha_tor_occupancy.ia_miss_rfo_pref, 0xc887fe0136
unc_cha_tor_occupancy.ia_miss_rfo_pref_cxl_acc, 0x10ccc7820136
unc_cha_tor_occupancy.ia_miss_rfo_pref_cxl_acc_local, 0x10ccc6820136
unc_cha_tor_occupancy.ia_miss_rfo_pref_local, 0xc886fe0136
unc_cha_tor_occupancy.ia_miss_rfo_pref_remote, 0xc8877e0136
unc_cha_tor_occupancy.ia_miss_rfo_remote, 0xc8077e0136
unc_cha_tor_occupancy.ia_miss_ucrdf, 0xc877de0136
unc_cha_tor_occupancy.ia_miss_wcil, 0xc86ffe0136
unc_cha_tor_occupancy.ia_miss_wcilf, 0xc867fe0136
unc_cha_tor_occupancy.ia_miss_wcilf_ddr, 0xc867860136
unc_cha_tor_occupancy.ia_miss_wcilf_pmm, 0xc8678a0136
unc_cha_tor_occupancy.ia_miss_wcil_ddr, 0xc86f860136
unc_cha_tor_occupancy.ia_miss_wcil_pmm, 0xc86f8a0136
unc_cha_tor_occupancy.ia_miss_wil, 0xc87fde0136
unc_cha_tor_occupancy.ia_rfo, 0xc807ff0136
unc_cha_tor_occupancy.ia_rfo_pref, 0xc887ff0136
unc_cha_tor_occupancy.ia_specitom, 0xcc57ff0136
unc_cha_tor_occupancy.ia_wbmtoi, 0xcc27ff0136
unc_cha_tor_occupancy.ia_wcil, 0xc86fff0136
unc_cha_tor_occupancy.ia_wcilf, 0xc867ff0136
unc_cha_tor_occupancy.io, 0xc001ff0436
unc_cha_tor_occupancy.io_clflush, 0xc8c3ff0436
unc_cha_tor_occupancy.io_hit, 0xc001fd0436
unc_cha_tor_occupancy.io_hit_itom, 0xcc43fd0436
unc_cha_tor_occupancy.io_hit_itomcachenear, 0xcd43fd0436
unc_cha_tor_occupancy.io_hit_pcirdcur, 0xc8f3fd0436
unc_cha_tor_occupancy.io_hit_rfo, 0xc803fd0436
unc_cha_tor_occupancy.io_itom, 0xcc43ff0436
unc_cha_tor_occupancy.io_itomcachenear, 0xcd43ff0436
unc_cha_tor_occupancy.io_miss, 0xc001fe0436
unc_cha_tor_occupancy.io_miss_itom, 0xcc43fe0436
unc_cha_tor_occupancy.io_miss_itomcachenear, 0xcd43fe0436
unc_cha_tor_occupancy.io_miss_itomcachenear_local, 0xcd42fe0436
unc_cha_tor_occupancy.io_miss_itomcachenear_remote, 0xcd437e0436
unc_cha_tor_occupancy.io_miss_itom_local, 0xcc42fe0436
unc_cha_tor_occupancy.io_miss_itom_remote, 0xcc437e0436
unc_cha_tor_occupancy.io_miss_pcirdcur, 0xc8f3fe0436
unc_cha_tor_occupancy.io_miss_pcirdcur_local, 0xc8f2fe0436
unc_cha_tor_occupancy.io_miss_pcirdcur_remote, 0xc8f37e0436
unc_cha_tor_occupancy.io_miss_rfo, 0xc803fe0436
unc_cha_tor_occupancy.io_pcirdcur, 0xc8f3ff0436
unc_cha_tor_occupancy.io_rfo, 0xc803ff0436
unc_cha_tor_occupancy.io_wbmtoi, 0xcc23ff0436
unc_cha_tor_occupancy.ipq, 0x836
unc_cha_tor_occupancy.irq_ia, 0x136
unc_cha_tor_occupancy.irq_non_ia, 0x1036
unc_cha_tor_occupancy.isoc, 0x36
unc_cha_tor_occupancy.local_tgt, 0x36
unc_cha_tor_occupancy.loc_all, 0xc000ff0536
unc_cha_tor_occupancy.loc_ia, 0xc000ff0136
unc_cha_tor_occupancy.loc_io, 0xc000ff0436
unc_cha_tor_occupancy.match_opc, 0x36
unc_cha_tor_occupancy.miss, 0x36
unc_cha_tor_occupancy.mmcfg, 0x36
unc_cha_tor_occupancy.mmio, 0x36
unc_cha_tor_occupancy.nearmem, 0x36
unc_cha_tor_occupancy.noncoh, 0x36
unc_cha_tor_occupancy.not_nearmem, 0x36
unc_cha_tor_occupancy.pmm, 0x36
unc_cha_tor_occupancy.premorph_opc, 0x36
unc_cha_tor_occupancy.prq, 0x436
unc_cha_tor_occupancy.prq_non_iosf, 0x2036
unc_cha_tor_occupancy.remote_tgt, 0x36
unc_cha_tor_occupancy.rem_all, 0xc001ffc836
unc_cha_tor_occupancy.rem_snps, 0xc001ff0836
unc_cha_tor_occupancy.rrq, 0x4036
unc_cha_tor_occupancy.snps_from_rem, 0xc001ff0836
unc_cha_tor_occupancy.wbq, 0x8036
unc_cha_wb_push_mtoi.llc, 0x156
unc_cha_wb_push_mtoi.mem, 0x256
unc_cha_write_no_credits.mc0, 0x15a
unc_cha_write_no_credits.mc1, 0x25a
unc_cha_write_no_credits.mc2, 0x45a
unc_cha_write_no_credits.mc3, 0x85a
unc_cha_write_no_credits.mc4, 0x105a
unc_cha_write_no_credits.mc5, 0x205a
unc_cha_xpt_pref.drop0_conflict, 0x86f
unc_cha_xpt_pref.drop0_nocrd, 0x46f
unc_cha_xpt_pref.drop1_conflict, 0x806f
unc_cha_xpt_pref.drop1_nocrd, 0x406f
unc_cha_xpt_pref.sent0, 0x16f
unc_cha_xpt_pref.sent1, 0x106f
assists.page_fault, 0x8c1
ocr.streaming_wr.any_response_0, 0x12a
ocr.streaming_wr.any_response_1, 0x12b
xq.full_cycles, 0x12d
baclears.any, 0x160
decode.lcp, 0x187
decode.ms_busy, 0x287
dsb2mite_switches.penalty_cycles, 0x261
frontend_retired.any_dsb_miss, 0x1c6
frontend_retired.dsb_miss, 0x1c6
frontend_retired.itlb_miss, 0x1c6
frontend_retired.l1i_miss, 0x1c6
frontend_retired.l2_miss, 0x1c6
frontend_retired.latency_ge_1, 0x1c6
frontend_retired.latency_ge_128, 0x1c6
frontend_retired.latency_ge_16, 0x1c6
frontend_retired.latency_ge_2, 0x1c6
frontend_retired.latency_ge_256, 0x1c6
frontend_retired.latency_ge_2_bubbles_ge_1, 0x1c6
frontend_retired.latency_ge_32, 0x1c6
frontend_retired.latency_ge_4, 0x1c6
frontend_retired.latency_ge_512, 0x1c6
frontend_retired.latency_ge_64, 0x1c6
frontend_retired.latency_ge_8, 0x1c6
frontend_retired.ms_flows, 0x1c6
frontend_retired.stlb_miss, 0x1c6
frontend_retired.unknown_branch, 0x1c6
icache_data.stalls, 0x480
icache_data.stall_periods, 0x480
icache_tag.stalls, 0x483
idq.dsb_cycles_any, 0x879
idq.dsb_cycles_ok, 0x879
idq.dsb_uops, 0x879
idq.mite_cycles_any, 0x479
idq.mite_cycles_ok, 0x479
idq.mite_uops, 0x479
idq.ms_cycles_any, 0x2079
idq.ms_switches, 0x2079
idq.ms_uops, 0x2079
idq_bubbles.core, 0x19c
idq_bubbles.cycles_0_uops_deliv.core, 0x19c
idq_bubbles.cycles_fe_was_ok, 0x19c
idq_uops_not_delivered.core, 0x19c
idq_uops_not_delivered.cycles_0_uops_deliv.core, 0x19c
idq_uops_not_delivered.cycles_fe_was_ok, 0x19c
unc_i_cache_total_occupancy.mem, 0x40f
unc_i_clockticks, 0x1
unc_i_faf_full, 0x17
unc_i_faf_inserts, 0x18
unc_i_faf_occupancy, 0x19
unc_i_faf_transactions, 0x16
unc_i_irp_all.evicts, 0x420
unc_i_irp_all.inbound_inserts, 0x120
unc_i_irp_all.outbound_inserts, 0x220
unc_i_misc0.2nd_atomic_insert, 0x101e
unc_i_misc0.2nd_rd_insert, 0x41e
unc_i_misc0.2nd_wr_insert, 0x81e
unc_i_misc0.fast_rej, 0x21e
unc_i_misc0.fast_req, 0x11e
unc_i_misc0.fast_xfer, 0x201e
unc_i_misc0.pf_ack_hint, 0x401e
unc_i_misc0.slowpath_fwpf_no_prf, 0x801e
unc_i_misc1.lost_fwd, 0x101f
unc_i_misc1.sec_rcvd_invld, 0x201f
unc_i_misc1.sec_rcvd_vld, 0x401f
unc_i_misc1.slow_e, 0x41f
unc_i_misc1.slow_i, 0x11f
unc_i_misc1.slow_m, 0x81f
unc_i_misc1.slow_s, 0x21f
unc_i_snoop_resp.all_hit, 0x7e12
unc_i_snoop_resp.all_hit_es, 0x7412
unc_i_snoop_resp.all_hit_i, 0x7212
unc_i_snoop_resp.all_hit_m, 0x7812
unc_i_snoop_resp.all_miss, 0x7112
unc_i_snoop_resp.hit_es, 0x412
unc_i_snoop_resp.hit_i, 0x212
unc_i_snoop_resp.hit_m, 0x812
unc_i_snoop_resp.miss, 0x112
unc_i_snoop_resp.snpcode, 0x1012
unc_i_snoop_resp.snpdata, 0x2012
unc_i_snoop_resp.snpinv, 0x4012
unc_i_transactions.wr_pref, 0x811
unc_i_txc_ak_inserts, 0xb
unc_i_txc_bl_drs_cycles_full, 0x5
unc_i_txc_bl_drs_inserts, 0x2
unc_i_txc_bl_drs_occupancy, 0x8
unc_i_txc_bl_ncb_cycles_full, 0x6
unc_i_txc_bl_ncb_inserts, 0x3
unc_i_txc_bl_ncb_occupancy, 0x9
unc_i_txc_bl_ncs_cycles_full, 0x7
unc_i_txc_bl_ncs_inserts, 0x4
unc_i_txc_bl_ncs_occupancy, 0xa
unc_i_txr2_ad01_stall_credit_cycles, 0x1c
unc_i_txr2_ad0_stall_credit_cycles, 0x1a
unc_i_txr2_ad1_stall_credit_cycles, 0x1b
unc_i_txr2_bl_stall_credit_cycles, 0x1d
unc_i_txs_data_inserts_ncb, 0xd
unc_i_txs_data_inserts_ncs, 0xe
unc_i_txs_request_occupancy, 0xc
unc_m2m_clockticks, 0x1
unc_m2m_cms_clockticks, 0xc0
unc_m2m_direct2core_not_taken_dirstate, 0x717
unc_m2m_direct2core_not_taken_dirstate.non_cisgress, 0x217
unc_m2m_direct2core_not_taken_notforked, 0x4a
unc_m2m_direct2core_txn_override, 0x318
unc_m2m_direct2core_txn_override.cisgress, 0x218
unc_m2m_direct2core_txn_override.pmm_hit, 0x118
unc_m2m_direct2upitxn_override.pmm_hit, 0x11c
unc_m2m_direct2upi_not_taken_credits, 0x71b
unc_m2m_direct2upi_not_taken_dirstate, 0x71a
unc_m2m_direct2upi_not_taken_dirstate.cisgress, 0x41a
unc_m2m_direct2upi_not_taken_dirstate.egress, 0x11a
unc_m2m_direct2upi_not_taken_dirstate.non_cisgress, 0x21a
unc_m2m_direct2upi_taken, 0x719
unc_m2m_direct2upi_txn_override, 0x31c
unc_m2m_direct2upi_txn_override.cisgress, 0x21c
unc_m2m_directory_hit.clean_a, 0x801d
unc_m2m_directory_hit.clean_i, 0x101d
unc_m2m_directory_hit.clean_p, 0x401d
unc_m2m_directory_hit.clean_s, 0x201d
unc_m2m_directory_hit.dirty_a, 0x81d
unc_m2m_directory_hit.dirty_i, 0x11d
unc_m2m_directory_hit.dirty_p, 0x41d
unc_m2m_directory_hit.dirty_s, 0x21d
unc_m2m_directory_lookup.any, 0x120
unc_m2m_directory_lookup.state_a, 0x820
unc_m2m_directory_lookup.state_i, 0x220
unc_m2m_directory_lookup.state_s, 0x420
unc_m2m_directory_miss.clean_a, 0x801e
unc_m2m_directory_miss.clean_i, 0x101e
unc_m2m_directory_miss.clean_p, 0x401e
unc_m2m_directory_miss.clean_s, 0x201e
unc_m2m_directory_miss.dirty_a, 0x81e
unc_m2m_directory_miss.dirty_i, 0x11e
unc_m2m_directory_miss.dirty_p, 0x41e
