machine_clears.memory_ordering, 0x2c3
br_inst_exec.taken_indirect_jump_non_call_ret, 0x8488
br_inst_exec.taken_indirect_near_call, 0xa088
br_inst_exec.taken_indirect_near_return, 0x8888
br_inst_retired.all_branches, 0xc4
br_inst_retired.all_branches_pebs, 0x4c4
br_inst_retired.conditional, 0x1c4
br_inst_retired.far_branch, 0x40c4
br_inst_retired.near_call, 0x2c4
br_inst_retired.near_return, 0x8c4
br_inst_retired.near_taken, 0x20c4
br_inst_retired.not_taken, 0x10c4
br_misp_exec.all_branches, 0xff89
br_misp_exec.all_conditional, 0xc189
br_misp_exec.all_direct_near_call, 0xd089
br_misp_exec.all_indirect_jump_non_call_ret, 0xc489
br_misp_exec.indirect, 0xe489
br_misp_exec.nontaken_conditional, 0x4189
br_misp_exec.taken_conditional, 0x8189
br_misp_exec.taken_direct_near_call, 0x9089
br_misp_exec.taken_indirect_jump_non_call_ret, 0x8489
br_misp_exec.taken_indirect_near_call, 0xa089
br_misp_exec.taken_return_near, 0x8889
br_misp_retired.all_branches, 0xc5
br_misp_retired.all_branches_pebs, 0x4c5
br_misp_retired.conditional, 0x1c5
br_misp_retired.near_call, 0x2c5
br_misp_retired.not_taken, 0x10c5
br_misp_retired.taken, 0x20c5
cpu_clk_thread_unhalted.one_thread_active, 0x23c
cpu_clk_thread_unhalted.ref_xclk, 0x13c
cpu_clk_thread_unhalted.ref_xclk_any, 0x13c
cpu_clk_unhalted.one_thread_active, 0x23c
cpu_clk_unhalted.ref_xclk, 0x13c
cpu_clk_unhalted.ref_xclk_any, 0x13c
cpu_clk_unhalted.thread_p, 0x3c
cpu_clk_unhalted.thread_p_any, 0x3c
cycle_activity.cycles_l1d_pending, 0x2a3
cycle_activity.cycles_l2_pending, 0x1a3
cycle_activity.cycles_no_dispatch, 0x4a3
cycle_activity.stalls_l1d_pending, 0x6a3
cycle_activity.stalls_l2_pending, 0x5a3
ild_stall.iq_full, 0x487
ild_stall.lcp, 0x187
inst_retired.any_p, 0xc0
inst_retired.prec_dist, 0x1c0
int_misc.rat_stall_cycles, 0x400d
int_misc.recovery_cycles, 0x30d
int_misc.recovery_cycles_any, 0x30d
int_misc.recovery_stalls_count, 0x30d
ld_blocks.all_block, 0x1003
ld_blocks.data_unknown, 0x103
ld_blocks.no_sr, 0x803
ld_blocks.store_forward, 0x203
ld_blocks_partial.address_alias, 0x107
ld_blocks_partial.all_sta_block, 0x807
load_hit_pre.hw_pf, 0x24c
load_hit_pre.sw_pf, 0x14c
lsd.cycles_4_uops, 0x1a8
lsd.cycles_active, 0x1a8
lsd.uops, 0x1a8
machine_clears.count, 0x1c3
machine_clears.maskmov, 0x20c3
machine_clears.smc, 0x4c3
other_assists.itlb_miss_retired, 0x2c1
partial_rat_stalls.flags_merge_uop, 0x2059
partial_rat_stalls.flags_merge_uop_cycles, 0x2059
partial_rat_stalls.mul_single_uop, 0x8059
partial_rat_stalls.slow_lea_window, 0x4059
resource_stalls.any, 0x1a2
resource_stalls.lb, 0x2a2
resource_stalls.lb_sb, 0xaa2
resource_stalls.mem_rs, 0xea2
resource_stalls.ooo_rsrc, 0xf0a2
resource_stalls.rob, 0x10a2
resource_stalls.rs, 0x4a2
resource_stalls.sb, 0x8a2
resource_stalls2.all_fl_empty, 0xc5b
resource_stalls2.all_prf_control, 0xf5b
resource_stalls2.bob_full, 0x405b
resource_stalls2.ooo_rsrc, 0x4f5b
rob_misc_events.lbr_inserts, 0x20cc
rs_events.empty_cycles, 0x15e
rs_events.empty_end, 0x15e
uops_dispatched.core, 0x2b1
uops_dispatched.thread, 0x1b1
uops_dispatched_port.port_0, 0x1a1
uops_dispatched_port.port_0_core, 0x1a1
uops_dispatched_port.port_1, 0x2a1
uops_dispatched_port.port_1_core, 0x2a1
uops_dispatched_port.port_2, 0xca1
uops_dispatched_port.port_2_core, 0xca1
uops_dispatched_port.port_3, 0x30a1
uops_dispatched_port.port_3_core, 0x30a1
uops_dispatched_port.port_4, 0x40a1
uops_dispatched_port.port_4_core, 0x40a1
uops_dispatched_port.port_5, 0x80a1
uops_dispatched_port.port_5_core, 0x80a1
uops_executed.core_cycles_ge_1, 0x2b1
uops_executed.core_cycles_ge_2, 0x2b1
uops_executed.core_cycles_ge_3, 0x2b1
uops_executed.core_cycles_ge_4, 0x2b1
uops_executed.core_cycles_none, 0x2b1
uops_issued.any, 0x10e
uops_issued.core_stall_cycles, 0x10e
uops_issued.stall_cycles, 0x10e
uops_retired.all, 0x1c2
uops_retired.core_stall_cycles, 0x1c2
uops_retired.retire_slots, 0x2c2
uops_retired.stall_cycles, 0x1c2
uops_retired.total_cycles, 0x1c2
unc_r2_clockticks, 0x1
unc_r2_iio_credits_acquired.drs, 0x833
unc_r2_iio_credits_acquired.ncb, 0x1033
unc_r2_iio_credits_acquired.ncs, 0x2033
unc_r2_iio_credits_reject.drs, 0x834
unc_r2_iio_credits_reject.ncb, 0x1034
unc_r2_iio_credits_reject.ncs, 0x2034
unc_r2_iio_credits_used.drs, 0x832
unc_r2_iio_credits_used.ncb, 0x1032
unc_r2_iio_credits_used.ncs, 0x2032
unc_r2_ring_ad_used.ccw_even, 0x407
unc_r2_ring_ad_used.ccw_odd, 0x807
unc_r2_ring_ad_used.cw_even, 0x107
unc_r2_ring_ad_used.cw_odd, 0x207
unc_r2_ring_ak_used.ccw_even, 0x408
unc_r2_ring_ak_used.ccw_odd, 0x808
unc_r2_ring_ak_used.cw_even, 0x108
unc_r2_ring_ak_used.cw_odd, 0x208
unc_r2_ring_bl_used.ccw_even, 0x409
unc_r2_ring_bl_used.ccw_odd, 0x809
unc_r2_ring_bl_used.cw_even, 0x109
unc_r2_ring_bl_used.cw_odd, 0x209
unc_r2_ring_iv_used.any, 0xf0a
unc_r2_rxr_ak_bounces, 0x12
unc_r2_rxr_cycles_ne.drs, 0x810
unc_r2_rxr_cycles_ne.ncb, 0x1010
unc_r2_rxr_cycles_ne.ncs, 0x2010
unc_r2_txr_cycles_full.ad, 0x125
unc_r2_txr_cycles_full.ak, 0x225
unc_r2_txr_cycles_full.bl, 0x425
unc_r2_txr_cycles_ne.ad, 0x123
unc_r2_txr_cycles_ne.ak, 0x223
unc_r2_txr_cycles_ne.bl, 0x423
unc_r2_txr_nacks.ad, 0x126
unc_r2_txr_nacks.ak, 0x226
unc_r2_txr_nacks.bl, 0x426
l1d.allocated_in_m, 0x251
l1d.all_m_replacement, 0x851
l1d.eviction, 0x451
l1d.replacement, 0x151
l1d_blocks.bank_conflict_cycles, 0x5bf
l1d_pend_miss.fb_full, 0x248
l1d_pend_miss.pending, 0x148
l1d_pend_miss.pending_cycles, 0x148
l1d_pend_miss.pending_cycles_any, 0x148
l2_l1d_wb_rqsts.all, 0xf28
l2_l1d_wb_rqsts.hit_e, 0x428
l2_l1d_wb_rqsts.hit_m, 0x828
l2_l1d_wb_rqsts.hit_s, 0x228
l2_l1d_wb_rqsts.miss, 0x128
l2_lines_in.all, 0x7f1
l2_lines_in.e, 0x4f1
l2_lines_in.i, 0x1f1
l2_lines_in.s, 0x2f1
l2_lines_out.demand_clean, 0x1f2
l2_lines_out.demand_dirty, 0x2f2
l2_lines_out.dirty_all, 0xaf2
l2_lines_out.pf_clean, 0x4f2
l2_lines_out.pf_dirty, 0x8f2
l2_rqsts.all_code_rd, 0x3024
l2_rqsts.all_demand_data_rd, 0x324
l2_rqsts.all_pf, 0xc024
l2_rqsts.all_rfo, 0xc24
l2_rqsts.code_rd_hit, 0x1024
l2_rqsts.code_rd_miss, 0x2024
l2_rqsts.demand_data_rd_hit, 0x124
l2_rqsts.pf_hit, 0x4024
l2_rqsts.pf_miss, 0x8024
l2_rqsts.rfo_hit, 0x424
l2_rqsts.rfo_miss, 0x824
l2_store_lock_rqsts.all, 0xf27
l2_store_lock_rqsts.hit_e, 0x427
l2_store_lock_rqsts.hit_m, 0x827
l2_store_lock_rqsts.miss, 0x127
l2_trans.all_pf, 0x8f0
l2_trans.all_requests, 0x80f0
l2_trans.code_rd, 0x4f0
l2_trans.demand_data_rd, 0x1f0
l2_trans.l1d_wb, 0x10f0
l2_trans.l2_fill, 0x20f0
l2_trans.l2_wb, 0x40f0
l2_trans.rfo, 0x2f0
lock_cycles.cache_lock_duration, 0x263
longest_lat_cache.miss, 0x412e
longest_lat_cache.reference, 0x4f2e
mem_load_uops_llc_hit_retired.xsnp_hit, 0x2d2
mem_load_uops_llc_hit_retired.xsnp_hitm, 0x4d2
mem_load_uops_llc_hit_retired.xsnp_miss, 0x1d2
mem_load_uops_llc_hit_retired.xsnp_none, 0x8d2
mem_load_uops_llc_miss_retired.local_dram, 0x1d3
mem_load_uops_llc_miss_retired.remote_dram, 0x4d3
mem_load_uops_retired.hit_lfb, 0x40d1
mem_load_uops_retired.l1_hit, 0x1d1
mem_load_uops_retired.l2_hit, 0x2d1
mem_load_uops_retired.llc_hit, 0x4d1
mem_load_uops_retired.llc_miss, 0x20d1
mem_uops_retired.all_loads, 0x81d0
mem_uops_retired.all_stores, 0x82d0
mem_uops_retired.lock_loads, 0x21d0
mem_uops_retired.split_loads, 0x41d0
mem_uops_retired.split_stores, 0x42d0
mem_uops_retired.stlb_miss_loads, 0x11d0
mem_uops_retired.stlb_miss_stores, 0x12d0
offcore_requests.all_data_rd, 0x8b0
offcore_requests.demand_code_rd, 0x2b0
offcore_requests.demand_data_rd, 0x1b0
offcore_requests.demand_rfo, 0x4b0
offcore_requests_buffer.sq_full, 0x1b2
offcore_requests_outstanding.all_data_rd, 0x860
offcore_requests_outstanding.cycles_with_data_rd, 0x860
offcore_requests_outstanding.cycles_with_demand_data_rd, 0x160
offcore_requests_outstanding.cycles_with_demand_rfo, 0x460
offcore_requests_outstanding.demand_data_rd, 0x160
offcore_requests_outstanding.demand_data_rd_c6, 0x160
offcore_requests_outstanding.demand_rfo, 0x460
offcore_response.all_data_rd.any_response_0, 0x1b7
offcore_response.all_data_rd.any_response_1, 0x1bb
offcore_response.all_data_rd.llc_hit.hitm_other_core_0, 0x1b7
offcore_response.all_data_rd.llc_hit.hitm_other_core_1, 0x1bb
offcore_response.all_data_rd.llc_hit.hit_other_core_no_fwd_0, 0x1b7
offcore_response.all_data_rd.llc_hit.hit_other_core_no_fwd_1, 0x1bb
offcore_response.all_data_rd.llc_hit.no_snoop_needed_0, 0x1b7
offcore_response.all_data_rd.llc_hit.no_snoop_needed_1, 0x1bb
offcore_response.all_data_rd.llc_hit.snoop_miss_0, 0x1b7
offcore_response.all_data_rd.llc_hit.snoop_miss_1, 0x1bb
offcore_response.all_pf_data_rd.llc_hit.any_response_0, 0x1b7
offcore_response.all_pf_data_rd.llc_hit.any_response_1, 0x1bb
offcore_response.all_pf_data_rd.llc_hit.hitm_other_core_0, 0x1b7
offcore_response.all_pf_data_rd.llc_hit.hitm_other_core_1, 0x1bb
offcore_response.all_pf_data_rd.llc_hit.hit_other_core_no_fwd_0, 0x1b7
offcore_response.all_pf_data_rd.llc_hit.hit_other_core_no_fwd_1, 0x1bb
offcore_response.all_pf_data_rd.llc_hit.no_snoop_needed_0, 0x1b7
offcore_response.all_pf_data_rd.llc_hit.no_snoop_needed_1, 0x1bb
offcore_response.all_pf_data_rd.llc_hit.snoop_miss_0, 0x1b7
offcore_response.all_pf_data_rd.llc_hit.snoop_miss_1, 0x1bb
offcore_response.all_reads.any_response_0, 0x1b7
offcore_response.all_reads.any_response_1, 0x1bb
offcore_response.all_reads.llc_hit.any_response_0, 0x1b7
offcore_response.all_reads.llc_hit.any_response_1, 0x1bb
offcore_response.all_reads.llc_hit.hitm_other_core_0, 0x1b7
offcore_response.all_reads.llc_hit.hitm_other_core_1, 0x1bb
offcore_response.all_reads.llc_hit.hit_other_core_no_fwd_0, 0x1b7
offcore_response.all_reads.llc_hit.hit_other_core_no_fwd_1, 0x1bb
offcore_response.all_reads.llc_hit.no_snoop_needed_0, 0x1b7
offcore_response.all_reads.llc_hit.no_snoop_needed_1, 0x1bb
offcore_response.all_reads.llc_hit.snoop_miss_0, 0x1b7
offcore_response.all_reads.llc_hit.snoop_miss_1, 0x1bb
offcore_response.all_rfo.any_response_0, 0x1b7
offcore_response.all_rfo.any_response_1, 0x1bb
offcore_response.corewb.any_response_0, 0x1b7
offcore_response.corewb.any_response_1, 0x1bb
offcore_response.demand_code_rd.any_response_0, 0x1b7
offcore_response.demand_code_rd.any_response_1, 0x1bb
offcore_response.demand_code_rd.llc_hit.any_response_0, 0x1b7
offcore_response.demand_code_rd.llc_hit.any_response_1, 0x1bb
offcore_response.demand_data_rd.any_response_0, 0x1b7
offcore_response.demand_data_rd.any_response_1, 0x1bb
offcore_response.demand_data_rd.llc_hit.any_response_0, 0x1b7
offcore_response.demand_data_rd.llc_hit.any_response_1, 0x1bb
offcore_response.demand_data_rd.llc_hit.hitm_other_core_0, 0x1b7
offcore_response.demand_data_rd.llc_hit.hitm_other_core_1, 0x1bb
offcore_response.demand_data_rd.llc_hit.hit_other_core_no_fwd_0, 0x1b7
offcore_response.demand_data_rd.llc_hit.hit_other_core_no_fwd_1, 0x1bb
offcore_response.demand_data_rd.llc_hit.no_snoop_needed_0, 0x1b7
offcore_response.demand_data_rd.llc_hit.no_snoop_needed_1, 0x1bb
offcore_response.demand_data_rd.llc_hit.snoop_miss_0, 0x1b7
offcore_response.demand_data_rd.llc_hit.snoop_miss_1, 0x1bb
offcore_response.demand_rfo.any_response_0, 0x1b7
offcore_response.demand_rfo.any_response_1, 0x1bb
offcore_response.other.lru_hints_0, 0x1b7
offcore_response.other.lru_hints_1, 0x1bb
offcore_response.other.portio_mmio_uc_0, 0x1b7
offcore_response.other.portio_mmio_uc_1, 0x1bb
offcore_response.pf_l2_code_rd.llc_hit.any_response_0, 0x1b7
offcore_response.pf_l2_code_rd.llc_hit.any_response_1, 0x1bb
offcore_response.pf_l2_data_rd.llc_hit.any_response_0, 0x1b7
offcore_response.pf_l2_data_rd.llc_hit.any_response_1, 0x1bb
offcore_response.pf_l2_data_rd.llc_hit.hitm_other_core_0, 0x1b7
offcore_response.pf_l2_data_rd.llc_hit.hitm_other_core_1, 0x1bb
offcore_response.pf_l2_data_rd.llc_hit.hit_other_core_no_fwd_0, 0x1b7
offcore_response.pf_l2_data_rd.llc_hit.hit_other_core_no_fwd_1, 0x1bb
offcore_response.pf_l2_data_rd.llc_hit.no_snoop_needed_0, 0x1b7
offcore_response.pf_l2_data_rd.llc_hit.no_snoop_needed_1, 0x1bb
offcore_response.pf_l2_data_rd.llc_hit.snoop_miss_0, 0x1b7
offcore_response.pf_l2_data_rd.llc_hit.snoop_miss_1, 0x1bb
offcore_response.pf_llc_code_rd.llc_hit.any_response_0, 0x1b7
offcore_response.pf_llc_code_rd.llc_hit.any_response_1, 0x1bb
offcore_response.pf_llc_data_rd.llc_hit.any_response_0, 0x1b7
offcore_response.pf_llc_data_rd.llc_hit.any_response_1, 0x1bb
offcore_response.pf_llc_data_rd.llc_hit.hitm_other_core_0, 0x1b7
offcore_response.pf_llc_data_rd.llc_hit.hitm_other_core_1, 0x1bb
offcore_response.pf_llc_data_rd.llc_hit.hit_other_core_no_fwd_0, 0x1b7
offcore_response.pf_llc_data_rd.llc_hit.hit_other_core_no_fwd_1, 0x1bb
offcore_response.pf_llc_data_rd.llc_hit.no_snoop_needed_0, 0x1b7
offcore_response.pf_llc_data_rd.llc_hit.no_snoop_needed_1, 0x1bb
offcore_response.pf_llc_data_rd.llc_hit.snoop_miss_0, 0x1b7
offcore_response.pf_llc_data_rd.llc_hit.snoop_miss_1, 0x1bb
offcore_response.split_lock_uc_lock.any_response_0, 0x1b7
offcore_response.split_lock_uc_lock.any_response_1, 0x1bb
offcore_response.streaming_stores.any_response_0, 0x1b7
offcore_response.streaming_stores.any_response_1, 0x1bb
sq_misc.split_lock, 0x10f4
unc_m_act_count, 0x1
unc_m_cas_count.all, 0xf04
unc_m_cas_count.rd, 0x304
unc_m_cas_count.rd_reg, 0x104
unc_m_cas_count.rd_underfill, 0x204
unc_m_cas_count.wr, 0xc04
unc_m_cas_count.wr_rmm, 0x804
unc_m_cas_count.wr_wmm, 0x404
unc_m_dram_pre_all, 0x6
unc_m_dram_refresh.high, 0x405
unc_m_dram_refresh.panic, 0x205
unc_m_ecc_correctable_errors, 0x9
unc_m_major_modes.isoch, 0x807
unc_m_major_modes.partial, 0x407
unc_m_major_modes.read, 0x107
unc_m_major_modes.write, 0x207
unc_m_power_channel_dlloff, 0x84
unc_m_power_channel_ppd, 0x85
unc_m_power_cke_cycles.rank0, 0x183
unc_m_power_cke_cycles.rank1, 0x283
unc_m_power_cke_cycles.rank2, 0x483
unc_m_power_cke_cycles.rank3, 0x883
unc_m_power_cke_cycles.rank4, 0x1083
unc_m_power_cke_cycles.rank5, 0x2083
unc_m_power_cke_cycles.rank6, 0x4083
unc_m_power_cke_cycles.rank7, 0x8083
unc_m_power_critical_throttle_cycles, 0x86
unc_m_power_self_refresh, 0x43
unc_m_power_throttle_cycles.rank0, 0x141
unc_m_power_throttle_cycles.rank1, 0x241
unc_m_power_throttle_cycles.rank2, 0x441
unc_m_power_throttle_cycles.rank3, 0x841
unc_m_power_throttle_cycles.rank4, 0x1041
unc_m_power_throttle_cycles.rank5, 0x2041
unc_m_power_throttle_cycles.rank6, 0x4041
unc_m_power_throttle_cycles.rank7, 0x8041
unc_m_preemption.rd_preempt_rd, 0x108
unc_m_preemption.rd_preempt_wr, 0x208
unc_m_pre_count.page_close, 0x202
unc_m_pre_count.page_miss, 0x102
unc_m_rpq_cycles_full, 0x12
unc_m_rpq_cycles_ne, 0x11
unc_m_rpq_inserts, 0x10
unc_m_rpq_occupancy, 0x80
unc_m_wpq_cycles_full, 0x22
unc_m_wpq_cycles_ne, 0x21
unc_m_wpq_inserts, 0x20
unc_m_wpq_occupancy, 0x81
unc_m_wpq_read_hit, 0x23
unc_m_wpq_write_hit, 0x24
