hle_retired.aborted, 0x4c8
unc_h_txr_ak_inserts.sched1, 0x22f
unc_h_txr_bl.drs_cache, 0x110
unc_h_txr_bl.drs_core, 0x210
unc_h_txr_bl.drs_qpi, 0x410
unc_h_txr_bl_cycles_full.all, 0x336
unc_h_txr_bl_cycles_full.sched0, 0x136
unc_h_txr_bl_cycles_full.sched1, 0x236
unc_h_txr_bl_cycles_ne.all, 0x335
unc_h_txr_bl_cycles_ne.sched0, 0x135
unc_h_txr_bl_cycles_ne.sched1, 0x235
unc_h_txr_bl_inserts.all, 0x333
unc_h_txr_bl_inserts.sched0, 0x133
unc_h_txr_bl_inserts.sched1, 0x233
unc_h_txr_starved.ak, 0x16d
unc_h_txr_starved.bl, 0x26d
unc_h_wpq_cycles_no_reg_credits.chn0, 0x118
unc_h_wpq_cycles_no_reg_credits.chn1, 0x218
unc_h_wpq_cycles_no_reg_credits.chn2, 0x418
unc_h_wpq_cycles_no_reg_credits.chn3, 0x818
unc_h_wpq_cycles_no_spec_credits.chn0, 0x119
unc_h_wpq_cycles_no_spec_credits.chn1, 0x219
unc_h_wpq_cycles_no_spec_credits.chn2, 0x419
unc_h_wpq_cycles_no_spec_credits.chn3, 0x819
cpl_cycles.ring0, 0x15c
cpl_cycles.ring0_trans, 0x15c
cpl_cycles.ring123, 0x25c
lock_cycles.split_lock_uc_lock_duration, 0x163
baclears.any, 0x1fe6
dsb2mite_switches.penalty_cycles, 0x2ab
icache.hit, 0x180
icache.ifdata_stall, 0x480
icache.misses, 0x280
idq.all_dsb_cycles_4_uops, 0x1879
idq.all_dsb_cycles_any_uops, 0x1879
idq.all_mite_cycles_4_uops, 0x2479
idq.all_mite_cycles_any_uops, 0x2479
idq.dsb_cycles, 0x879
idq.dsb_uops, 0x879
idq.empty, 0x279
idq.mite_all_uops, 0x3c79
idq.mite_cycles, 0x479
idq.mite_uops, 0x479
idq.ms_cycles, 0x3079
idq.ms_dsb_cycles, 0x1079
idq.ms_dsb_occur, 0x1079
idq.ms_dsb_uops, 0x1079
idq.ms_mite_uops, 0x2079
idq.ms_switches, 0x3079
idq.ms_uops, 0x3079
idq_uops_not_delivered.core, 0x19c
idq_uops_not_delivered.cycles_0_uops_deliv.core, 0x19c
idq_uops_not_delivered.cycles_fe_was_ok, 0x19c
idq_uops_not_delivered.cycles_le_1_uop_deliv.core, 0x19c
idq_uops_not_delivered.cycles_le_2_uop_deliv.core, 0x19c
idq_uops_not_delivered.cycles_le_3_uop_deliv.core, 0x19c
unc_i_cache_total_occupancy.any, 0x112
unc_i_cache_total_occupancy.source, 0x212
unc_i_coherent_ops.clflush, 0x8013
unc_i_coherent_ops.crd, 0x213
unc_i_coherent_ops.drd, 0x413
unc_i_coherent_ops.pcidcahint, 0x2013
unc_i_coherent_ops.pcirdcur, 0x113
unc_i_coherent_ops.pcitom, 0x1013
unc_i_coherent_ops.rfo, 0x813
unc_i_coherent_ops.wbmtoi, 0x4013
unc_i_misc0.2nd_atomic_insert, 0x1014
unc_i_misc0.2nd_rd_insert, 0x414
unc_i_misc0.2nd_wr_insert, 0x814
unc_i_misc0.fast_rej, 0x214
unc_i_misc0.fast_req, 0x114
unc_i_misc0.fast_xfer, 0x2014
unc_i_misc0.pf_ack_hint, 0x4014
unc_i_misc0.pf_timeout, 0x8014
unc_i_misc1.data_throttle, 0x8015
unc_i_misc1.lost_fwd, 0x1015
unc_i_misc1.sec_rcvd_invld, 0x2015
unc_i_misc1.sec_rcvd_vld, 0x4015
unc_i_misc1.slow_e, 0x415
unc_i_misc1.slow_i, 0x115
unc_i_misc1.slow_m, 0x815
unc_i_misc1.slow_s, 0x215
unc_i_rxr_ak_inserts, 0xa
unc_i_rxr_bl_drs_cycles_full, 0x4
unc_i_rxr_bl_drs_inserts, 0x1
unc_i_rxr_bl_drs_occupancy, 0x7
unc_i_rxr_bl_ncb_cycles_full, 0x5
unc_i_rxr_bl_ncb_inserts, 0x2
unc_i_rxr_bl_ncb_occupancy, 0x8
unc_i_rxr_bl_ncs_cycles_full, 0x6
unc_i_rxr_bl_ncs_inserts, 0x3
unc_i_rxr_bl_ncs_occupancy, 0x9
unc_i_snoop_resp.hit_es, 0x417
unc_i_snoop_resp.hit_i, 0x217
unc_i_snoop_resp.hit_m, 0x817
unc_i_snoop_resp.miss, 0x117
unc_i_snoop_resp.snpcode, 0x1017
unc_i_snoop_resp.snpdata, 0x2017
unc_i_snoop_resp.snpinv, 0x4017
unc_i_transactions.atomic, 0x1016
unc_i_transactions.other, 0x2016
unc_i_transactions.rd_pref, 0x416
unc_i_transactions.reads, 0x116
unc_i_transactions.writes, 0x216
unc_i_transactions.wr_pref, 0x816
unc_i_txr_ad_stall_credit_cycles, 0x18
unc_i_txr_bl_stall_credit_cycles, 0x19
unc_i_txr_data_inserts_ncb, 0xe
unc_i_txr_data_inserts_ncs, 0xf
unc_i_txr_request_occupancy, 0xd
unc_q_clockticks, 0x14
unc_q_cto_count, 0x38
unc_q_direct2core.failure_credits, 0x213
unc_q_direct2core.failure_credits_miss, 0x2013
unc_q_direct2core.failure_credits_rbt, 0x813
unc_q_direct2core.failure_credits_rbt_miss, 0x8013
unc_q_direct2core.failure_miss, 0x1013
unc_q_direct2core.failure_rbt_hit, 0x413
unc_q_direct2core.failure_rbt_miss, 0x4013
unc_q_direct2core.success_rbt_hit, 0x113
unc_q_l1_power_cycles, 0x12
unc_q_rxl0p_power_cycles, 0x10
unc_q_rxl0_power_cycles, 0xf
unc_q_rxl_bypassed, 0x9
unc_q_rxl_crc_errors.link_init, 0x103
unc_q_rxl_crc_errors.normal_op, 0x203
unc_q_rxl_credits_consumed_vn0.drs, 0x11e
unc_q_rxl_credits_consumed_vn0.hom, 0x81e
unc_q_rxl_credits_consumed_vn0.ncb, 0x21e
unc_q_rxl_credits_consumed_vn0.ncs, 0x41e
unc_q_rxl_credits_consumed_vn0.ndr, 0x201e
unc_q_rxl_credits_consumed_vn0.snp, 0x101e
unc_q_rxl_credits_consumed_vn1.drs, 0x139
unc_q_rxl_credits_consumed_vn1.hom, 0x839
unc_q_rxl_credits_consumed_vn1.ncb, 0x239
unc_q_rxl_credits_consumed_vn1.ncs, 0x439
unc_q_rxl_credits_consumed_vn1.ndr, 0x2039
unc_q_rxl_credits_consumed_vn1.snp, 0x1039
unc_q_rxl_credits_consumed_vna, 0x1d
unc_q_rxl_cycles_ne, 0xa
unc_q_rxl_cycles_ne_drs.vn0, 0x10f
unc_q_rxl_cycles_ne_drs.vn1, 0x20f
unc_q_rxl_cycles_ne_hom.vn0, 0x112
unc_q_rxl_cycles_ne_hom.vn1, 0x212
unc_q_rxl_cycles_ne_ncb.vn0, 0x110
unc_q_rxl_cycles_ne_ncb.vn1, 0x210
unc_q_rxl_cycles_ne_ncs.vn0, 0x111
unc_q_rxl_cycles_ne_ncs.vn1, 0x211
unc_q_rxl_cycles_ne_ndr.vn0, 0x114
unc_q_rxl_cycles_ne_ndr.vn1, 0x214
unc_q_rxl_cycles_ne_snp.vn0, 0x113
unc_q_rxl_cycles_ne_snp.vn1, 0x213
unc_q_rxl_flits_g0.idle, 0x101
unc_q_rxl_flits_g1.drs, 0x1802
unc_q_rxl_flits_g1.drs_data, 0x802
unc_q_rxl_flits_g1.drs_nondata, 0x1002
unc_q_rxl_flits_g1.hom, 0x602
unc_q_rxl_flits_g1.hom_nonreq, 0x402
unc_q_rxl_flits_g1.hom_req, 0x202
unc_q_rxl_flits_g1.snp, 0x102
unc_q_rxl_flits_g2.ncb, 0xc03
unc_q_rxl_flits_g2.ncb_data, 0x403
unc_q_rxl_flits_g2.ncb_nondata, 0x803
unc_q_rxl_flits_g2.ncs, 0x1003
unc_q_rxl_flits_g2.ndr_ad, 0x103
unc_q_rxl_flits_g2.ndr_ak, 0x203
unc_q_rxl_inserts, 0x8
unc_q_rxl_inserts_drs.vn0, 0x109
unc_q_rxl_inserts_drs.vn1, 0x209
unc_q_rxl_inserts_hom.vn0, 0x10c
unc_q_rxl_inserts_hom.vn1, 0x20c
unc_q_rxl_inserts_ncb.vn0, 0x10a
unc_q_rxl_inserts_ncb.vn1, 0x20a
unc_q_rxl_inserts_ncs.vn0, 0x10b
unc_q_rxl_inserts_ncs.vn1, 0x20b
unc_q_rxl_inserts_ndr.vn0, 0x10e
unc_q_rxl_inserts_ndr.vn1, 0x20e
unc_q_rxl_inserts_snp.vn0, 0x10d
unc_q_rxl_inserts_snp.vn1, 0x20d
unc_q_rxl_occupancy, 0xb
unc_q_rxl_occupancy_drs.vn0, 0x115
unc_q_rxl_occupancy_drs.vn1, 0x215
unc_q_rxl_occupancy_hom.vn0, 0x118
unc_q_rxl_occupancy_hom.vn1, 0x218
unc_q_rxl_occupancy_ncb.vn0, 0x116
unc_q_rxl_occupancy_ncb.vn1, 0x216
unc_q_rxl_occupancy_ncs.vn0, 0x117
unc_q_rxl_occupancy_ncs.vn1, 0x217
unc_q_rxl_occupancy_ndr.vn0, 0x11a
unc_q_rxl_occupancy_ndr.vn1, 0x21a
unc_q_rxl_occupancy_snp.vn0, 0x119
unc_q_rxl_occupancy_snp.vn1, 0x219
unc_q_rxl_stalls_vn0.bgf_drs, 0x135
unc_q_rxl_stalls_vn0.bgf_hom, 0x835
unc_q_rxl_stalls_vn0.bgf_ncb, 0x235
unc_q_rxl_stalls_vn0.bgf_ncs, 0x435
unc_q_rxl_stalls_vn0.bgf_ndr, 0x2035
unc_q_rxl_stalls_vn0.bgf_snp, 0x1035
unc_q_rxl_stalls_vn0.egress_credits, 0x4035
unc_q_rxl_stalls_vn0.gv, 0x8035
unc_q_rxl_stalls_vn1.bgf_drs, 0x13a
unc_q_rxl_stalls_vn1.bgf_hom, 0x83a
unc_q_rxl_stalls_vn1.bgf_ncb, 0x23a
unc_q_rxl_stalls_vn1.bgf_ncs, 0x43a
unc_q_rxl_stalls_vn1.bgf_ndr, 0x203a
unc_q_rxl_stalls_vn1.bgf_snp, 0x103a
unc_q_txl0p_power_cycles, 0xd
unc_q_txl0_power_cycles, 0xc
unc_q_txl_bypassed, 0x5
unc_q_txl_crc_no_credits.almost_full, 0x202
unc_q_txl_crc_no_credits.full, 0x102
unc_q_txl_cycles_ne, 0x6
unc_q_txl_flits_g2.ncb, 0xc01
unc_q_txl_flits_g2.ncb_data, 0x401
unc_q_txl_flits_g2.ncb_nondata, 0x801
unc_q_txl_flits_g2.ncs, 0x1001
unc_q_txl_flits_g2.ndr_ad, 0x101
unc_q_txl_flits_g2.ndr_ak, 0x201
unc_q_txl_inserts, 0x4
unc_q_txl_occupancy, 0x7
unc_q_txr_ad_hom_credit_acquired.vn0, 0x126
unc_q_txr_ad_hom_credit_acquired.vn1, 0x226
unc_q_txr_ad_hom_credit_occupancy.vn0, 0x122
unc_q_txr_ad_hom_credit_occupancy.vn1, 0x222
unc_q_txr_ad_ndr_credit_acquired.vn0, 0x128
unc_q_txr_ad_ndr_credit_acquired.vn1, 0x228
unc_q_txr_ad_ndr_credit_occupancy.vn0, 0x124
unc_q_txr_ad_ndr_credit_occupancy.vn1, 0x224
unc_q_txr_ad_snp_credit_acquired.vn0, 0x127
unc_q_txr_ad_snp_credit_acquired.vn1, 0x227
unc_q_txr_ad_snp_credit_occupancy.vn0, 0x123
unc_q_txr_ad_snp_credit_occupancy.vn1, 0x223
unc_q_txr_ak_ndr_credit_acquired, 0x29
unc_q_txr_ak_ndr_credit_occupancy, 0x25
unc_q_txr_bl_drs_credit_acquired.vn0, 0x12a
unc_q_txr_bl_drs_credit_acquired.vn1, 0x22a
unc_q_txr_bl_drs_credit_acquired.vn_shr, 0x42a
unc_q_txr_bl_drs_credit_occupancy.vn0, 0x11f
unc_q_txr_bl_drs_credit_occupancy.vn1, 0x21f
unc_q_txr_bl_drs_credit_occupancy.vn_shr, 0x41f
unc_q_txr_bl_ncb_credit_acquired.vn0, 0x12b
unc_q_txr_bl_ncb_credit_acquired.vn1, 0x22b
unc_q_txr_bl_ncb_credit_occupancy.vn0, 0x120
unc_q_txr_bl_ncb_credit_occupancy.vn1, 0x220
unc_q_txr_bl_ncs_credit_acquired.vn0, 0x12c
unc_q_txr_bl_ncs_credit_acquired.vn1, 0x22c
unc_q_txr_bl_ncs_credit_occupancy.vn0, 0x121
unc_q_txr_bl_ncs_credit_occupancy.vn1, 0x221
unc_q_vna_credit_returns, 0x1c
unc_q_vna_credit_return_occupancy, 0x1b
unc_r3_clockticks, 0x1
unc_r3_c_hi_ad_credits_empty.cbo10, 0x41f
unc_r3_c_hi_ad_credits_empty.cbo11, 0x81f
unc_r3_c_hi_ad_credits_empty.cbo12, 0x101f
unc_r3_c_hi_ad_credits_empty.cbo13, 0x201f
unc_r3_c_hi_ad_credits_empty.cbo14_16, 0x401f
unc_r3_c_hi_ad_credits_empty.cbo8, 0x11f
unc_r3_c_hi_ad_credits_empty.cbo9, 0x21f
unc_r3_c_hi_ad_credits_empty.cbo_15_17, 0x801f
unc_r3_c_lo_ad_credits_empty.cbo0, 0x122
unc_r3_c_lo_ad_credits_empty.cbo1, 0x222
unc_r3_c_lo_ad_credits_empty.cbo2, 0x422
unc_r3_c_lo_ad_credits_empty.cbo3, 0x822
unc_r3_c_lo_ad_credits_empty.cbo4, 0x1022
unc_r3_c_lo_ad_credits_empty.cbo5, 0x2022
unc_r3_c_lo_ad_credits_empty.cbo6, 0x4022
unc_r3_c_lo_ad_credits_empty.cbo7, 0x8022
unc_r3_ha_r2_bl_credits_empty.ha0, 0x12d
unc_r3_ha_r2_bl_credits_empty.ha1, 0x22d
unc_r3_ha_r2_bl_credits_empty.r2_ncb, 0x42d
unc_r3_ha_r2_bl_credits_empty.r2_ncs, 0x82d
unc_r3_iot_backpressure.hub, 0x20b
unc_r3_iot_backpressure.sat, 0x10b
unc_r3_iot_cts_hi.cts2, 0x10d
unc_r3_iot_cts_hi.cts3, 0x20d
unc_r3_iot_cts_lo.cts0, 0x10c
unc_r3_iot_cts_lo.cts1, 0x20c
unc_r3_qpi0_ad_credits_empty.vn0_hom, 0x220
unc_r3_qpi0_ad_credits_empty.vn0_ndr, 0x820
unc_r3_qpi0_ad_credits_empty.vn0_snp, 0x420
unc_r3_qpi0_ad_credits_empty.vn1_hom, 0x1020
unc_r3_qpi0_ad_credits_empty.vn1_ndr, 0x4020
unc_r3_qpi0_ad_credits_empty.vn1_snp, 0x2020
unc_r3_qpi0_ad_credits_empty.vna, 0x120
unc_r3_qpi0_bl_credits_empty.vn1_hom, 0x1021
unc_r3_qpi0_bl_credits_empty.vn1_ndr, 0x4021
unc_r3_qpi0_bl_credits_empty.vn1_snp, 0x2021
unc_r3_qpi0_bl_credits_empty.vna, 0x121
unc_r3_qpi1_ad_credits_empty.vn1_hom, 0x102e
unc_r3_qpi1_ad_credits_empty.vn1_ndr, 0x402e
unc_r3_qpi1_ad_credits_empty.vn1_snp, 0x202e
unc_r3_qpi1_ad_credits_empty.vna, 0x12e
unc_r3_qpi1_bl_credits_empty.vn0_hom, 0x22f
unc_r3_qpi1_bl_credits_empty.vn0_ndr, 0x82f
unc_r3_qpi1_bl_credits_empty.vn0_snp, 0x42f
unc_r3_qpi1_bl_credits_empty.vn1_hom, 0x102f
unc_r3_qpi1_bl_credits_empty.vn1_ndr, 0x402f
unc_r3_qpi1_bl_credits_empty.vn1_snp, 0x202f
unc_r3_qpi1_bl_credits_empty.vna, 0x12f
unc_r3_ring_ad_used.all, 0xf07
unc_r3_ring_ad_used.ccw, 0xc07
unc_r3_ring_ad_used.ccw_even, 0x407
unc_r3_ring_ad_used.ccw_odd, 0x807
unc_r3_ring_ad_used.cw, 0x307
unc_r3_ring_ad_used.cw_even, 0x107
unc_r3_ring_ad_used.cw_odd, 0x207
unc_r3_ring_ak_used.all, 0xf08
unc_r3_ring_ak_used.ccw, 0xc08
unc_r3_ring_ak_used.ccw_even, 0x408
unc_r3_ring_ak_used.ccw_odd, 0x808
unc_r3_ring_ak_used.cw, 0x308
unc_r3_ring_ak_used.cw_even, 0x108
unc_r3_ring_ak_used.cw_odd, 0x208
unc_r3_ring_bl_used.all, 0xf09
unc_r3_ring_bl_used.ccw, 0xc09
unc_r3_ring_bl_used.ccw_even, 0x409
unc_r3_ring_bl_used.ccw_odd, 0x809
unc_r3_ring_bl_used.cw, 0x309
unc_r3_ring_bl_used.cw_even, 0x109
unc_r3_ring_bl_used.cw_odd, 0x209
unc_r3_ring_iv_used.any, 0xf0a
unc_r3_ring_iv_used.cw, 0x30a
unc_r3_ring_sink_starved.ak, 0x20e
unc_r3_rxr_cycles_ne.hom, 0x110
unc_r3_rxr_cycles_ne.ndr, 0x410
unc_r3_rxr_cycles_ne.snp, 0x210
unc_r3_rxr_cycles_ne_vn1.drs, 0x814
unc_r3_rxr_cycles_ne_vn1.hom, 0x114
unc_r3_rxr_cycles_ne_vn1.ncb, 0x1014
unc_r3_rxr_cycles_ne_vn1.ncs, 0x2014
unc_r3_rxr_cycles_ne_vn1.ndr, 0x414
unc_r3_rxr_cycles_ne_vn1.snp, 0x214
unc_r3_rxr_inserts.drs, 0x811
unc_r3_rxr_inserts.hom, 0x111
unc_r3_rxr_inserts.ncb, 0x1011
unc_r3_rxr_inserts.ncs, 0x2011
unc_r3_rxr_inserts.ndr, 0x411
unc_r3_rxr_inserts.snp, 0x211
unc_r3_rxr_inserts_vn1.drs, 0x815
unc_r3_rxr_inserts_vn1.hom, 0x115
unc_r3_rxr_inserts_vn1.ncb, 0x1015
unc_r3_rxr_inserts_vn1.ncs, 0x2015
unc_r3_rxr_inserts_vn1.ndr, 0x415
unc_r3_rxr_inserts_vn1.snp, 0x215
unc_r3_rxr_occupancy_vn1.drs, 0x813
unc_r3_rxr_occupancy_vn1.hom, 0x113
unc_r3_rxr_occupancy_vn1.ncb, 0x1013
unc_r3_rxr_occupancy_vn1.ncs, 0x2013
unc_r3_rxr_occupancy_vn1.ndr, 0x413
unc_r3_rxr_occupancy_vn1.snp, 0x213
unc_r3_sbo0_credits_acquired.ad, 0x128
unc_r3_sbo0_credits_acquired.bl, 0x228
unc_r3_sbo0_credit_occupancy.ad, 0x12a
unc_r3_sbo0_credit_occupancy.bl, 0x22a
unc_r3_sbo1_credits_acquired.ad, 0x129
unc_r3_sbo1_credits_acquired.bl, 0x229
unc_r3_sbo1_credit_occupancy.ad, 0x12b
unc_r3_sbo1_credit_occupancy.bl, 0x22b
unc_r3_stall_no_sbo_credit.sbo0_ad, 0x12c
unc_r3_stall_no_sbo_credit.sbo0_bl, 0x42c
unc_r3_stall_no_sbo_credit.sbo1_ad, 0x22c
unc_r3_stall_no_sbo_credit.sbo1_bl, 0x82c
unc_r3_txr_nack.dn_ad, 0x126
unc_r3_txr_nack.dn_ak, 0x426
unc_r3_txr_nack.dn_bl, 0x226
unc_r3_txr_nack.up_ad, 0x826
unc_r3_txr_nack.up_ak, 0x2026
unc_r3_txr_nack.up_bl, 0x1026
unc_r3_vn0_credits_reject.drs, 0x837
unc_r3_vn0_credits_reject.hom, 0x137
unc_r3_vn0_credits_reject.ncb, 0x1037
unc_r3_vn0_credits_reject.ncs, 0x2037
unc_r3_vn0_credits_reject.ndr, 0x437
unc_r3_vn0_credits_reject.snp, 0x237
unc_r3_vn0_credits_used.drs, 0x836
unc_r3_vn0_credits_used.hom, 0x136
unc_r3_vn0_credits_used.ncb, 0x1036
unc_r3_vn0_credits_used.ncs, 0x2036
unc_r3_vn0_credits_used.ndr, 0x436
unc_r3_vn0_credits_used.snp, 0x236
unc_r3_vn1_credits_reject.drs, 0x839
unc_r3_vn1_credits_reject.hom, 0x139
unc_r3_vn1_credits_reject.ncb, 0x1039
unc_r3_vn1_credits_reject.ncs, 0x2039
unc_r3_vn1_credits_reject.ndr, 0x439
unc_r3_vn1_credits_reject.snp, 0x239
unc_r3_vn1_credits_used.drs, 0x838
unc_r3_vn1_credits_used.hom, 0x138
unc_r3_vn1_credits_used.ncb, 0x1038
unc_r3_vn1_credits_used.ncs, 0x2038
unc_r3_vn1_credits_used.ndr, 0x438
unc_r3_vn1_credits_used.snp, 0x238
unc_r3_vna_credits_acquired.ad, 0x133
unc_r3_vna_credits_acquired.bl, 0x433
unc_r3_vna_credits_reject.drs, 0x834
unc_r3_vna_credits_reject.hom, 0x134
unc_r3_vna_credits_reject.ncb, 0x1034
unc_r3_vna_credits_reject.ncs, 0x2034
unc_r3_vna_credits_reject.ndr, 0x434
unc_r3_vna_credits_reject.snp, 0x234
unc_s_bounce_control, 0xa
unc_s_fast_asserted, 0x9
unc_s_ring_ad_used.all, 0xf1b
unc_s_ring_ad_used.down, 0xc1b
unc_s_ring_ad_used.down_even, 0x41b
unc_s_ring_ad_used.down_odd, 0x81b
unc_s_ring_ad_used.up, 0x31b
unc_s_ring_ad_used.up_even, 0x11b
unc_s_ring_ad_used.up_odd, 0x21b
unc_s_ring_ak_used.all, 0xf1c
unc_s_ring_ak_used.down, 0xc1c
unc_s_ring_ak_used.down_even, 0x41c
unc_s_ring_ak_used.down_odd, 0x81c
unc_s_ring_ak_used.up, 0x31c
unc_s_ring_ak_used.up_even, 0x11c
unc_s_ring_ak_used.up_odd, 0x21c
unc_s_ring_bl_used.all, 0xf1d
unc_s_ring_bl_used.down, 0xc1d
unc_s_ring_bl_used.down_even, 0x41d
unc_s_ring_bl_used.down_odd, 0x81d
unc_s_ring_bl_used.up, 0x31d
unc_s_ring_bl_used.up_even, 0x11d
unc_s_ring_bl_used.up_odd, 0x21d
unc_s_ring_bounces.ad_cache, 0x105
unc_s_ring_bounces.ak_core, 0x205
unc_s_ring_bounces.bl_core, 0x405
unc_s_ring_bounces.iv_core, 0x805
unc_s_ring_iv_used.dn, 0xc1e
unc_s_ring_iv_used.up, 0x31e
unc_s_ring_sink_starved.ad_cache, 0x106
unc_s_ring_sink_starved.ak_core, 0x206
unc_s_ring_sink_starved.bl_core, 0x406
unc_s_ring_sink_starved.iv_core, 0x806
unc_s_rxr_busy_starved.ad_bnc, 0x215
unc_s_rxr_busy_starved.ad_crd, 0x115
unc_s_rxr_busy_starved.bl_bnc, 0x815
unc_s_rxr_busy_starved.bl_crd, 0x415
unc_s_rxr_bypass.ad_bnc, 0x212
unc_s_rxr_bypass.ad_crd, 0x112
unc_s_rxr_bypass.ak, 0x1012
unc_s_rxr_bypass.bl_bnc, 0x812
unc_s_rxr_bypass.bl_crd, 0x412
unc_s_rxr_bypass.iv, 0x2012
unc_s_rxr_crd_starved.ad_bnc, 0x214
unc_s_rxr_crd_starved.ad_crd, 0x114
unc_s_rxr_crd_starved.ak, 0x1014
unc_s_rxr_crd_starved.bl_bnc, 0x814
unc_s_rxr_crd_starved.bl_crd, 0x414
unc_s_rxr_crd_starved.ifv, 0x4014
unc_s_rxr_crd_starved.iv, 0x2014
unc_s_rxr_inserts.ad_bnc, 0x213
unc_s_rxr_inserts.ad_crd, 0x113
unc_s_rxr_inserts.ak, 0x1013
unc_s_rxr_inserts.bl_bnc, 0x813
unc_s_rxr_inserts.bl_crd, 0x413
unc_s_rxr_inserts.iv, 0x2013
unc_s_rxr_occupancy.ad_bnc, 0x211
unc_s_rxr_occupancy.ad_crd, 0x111
unc_s_rxr_occupancy.ak, 0x1011
unc_s_rxr_occupancy.bl_bnc, 0x811
unc_s_rxr_occupancy.bl_crd, 0x411
unc_s_rxr_occupancy.iv, 0x2011
unc_s_txr_ads_used.ad, 0x104
unc_s_txr_ads_used.ak, 0x204
unc_s_txr_ads_used.bl, 0x404
unc_s_txr_inserts.ad_bnc, 0x202
unc_s_txr_inserts.ad_crd, 0x102
unc_s_txr_inserts.ak, 0x1002
unc_s_txr_inserts.bl_bnc, 0x802
unc_s_txr_inserts.bl_crd, 0x402
unc_s_txr_inserts.iv, 0x2002
unc_s_txr_occupancy.ad_bnc, 0x201
unc_s_txr_occupancy.ad_crd, 0x101
unc_s_txr_occupancy.ak, 0x1001
unc_s_txr_occupancy.bl_bnc, 0x801
unc_s_txr_occupancy.bl_crd, 0x401
unc_s_txr_occupancy.iv, 0x2001
unc_s_txr_starved.ad, 0x103
unc_s_txr_starved.ak, 0x203
unc_s_txr_starved.bl, 0x403
unc_s_txr_starved.iv, 0x803
unc_u_clockticks, 0xff
unc_u_event_msg.doorbell_rcvd, 0x842
unc_u_filter_match.disable, 0x241
unc_u_filter_match.enable, 0x141
unc_u_filter_match.u2c_disable, 0x841
unc_u_filter_match.u2c_enable, 0x441
unc_u_phold_cycles.assert_to_ack, 0x145
unc_u_racu_requests, 0x46
unc_u_u2c_events.cmc, 0x1043
unc_u_u2c_events.livelock, 0x443
unc_u_u2c_events.lterror, 0x843
unc_u_u2c_events.monitor_t0, 0x143
unc_u_u2c_events.monitor_t1, 0x243
unc_u_u2c_events.other, 0x8043
unc_u_u2c_events.trap, 0x4043
unc_u_u2c_events.umc, 0x2043
arith.fpu_div_active, 0x114
br_inst_exec.all_branches, 0xff88
br_inst_exec.all_conditional, 0xc188
br_inst_exec.all_direct_jmp, 0xc288
br_inst_exec.all_direct_near_call, 0xd088
br_inst_exec.all_indirect_jump_non_call_ret, 0xc488
br_inst_exec.all_indirect_near_return, 0xc888
br_inst_exec.nontaken_conditional, 0x4188
br_inst_exec.taken_conditional, 0x8188
br_inst_exec.taken_direct_jump, 0x8288
br_inst_exec.taken_direct_near_call, 0x9088
br_inst_exec.taken_indirect_jump_non_call_ret, 0x8488
br_inst_exec.taken_indirect_near_call, 0xa088
br_inst_exec.taken_indirect_near_return, 0x8888
br_inst_retired.all_branches, 0xc4
br_inst_retired.all_branches_pebs, 0x4c4
br_inst_retired.conditional, 0x1c4
br_inst_retired.far_branch, 0x40c4
br_inst_retired.near_call, 0x2c4
br_inst_retired.near_call_r3, 0x2c4
br_inst_retired.near_return, 0x8c4
br_inst_retired.near_taken, 0x20c4
br_inst_retired.not_taken, 0x10c4
br_misp_exec.all_branches, 0xff89
br_misp_exec.all_conditional, 0xc189
br_misp_exec.all_indirect_jump_non_call_ret, 0xc489
br_misp_exec.indirect, 0xe489
br_misp_exec.nontaken_conditional, 0x4189
br_misp_exec.taken_conditional, 0x8189
br_misp_exec.taken_indirect_jump_non_call_ret, 0x8489
br_misp_exec.taken_indirect_near_call, 0xa089
br_misp_exec.taken_return_near, 0x8889
br_misp_retired.all_branches, 0xc5
br_misp_retired.all_branches_pebs, 0x4c5
br_misp_retired.conditional, 0x1c5
br_misp_retired.near_taken, 0x20c5
br_misp_retired.ret, 0x8c5
cpu_clk_thread_unhalted.one_thread_active, 0x23c
cpu_clk_thread_unhalted.ref_xclk, 0x13c
cpu_clk_thread_unhalted.ref_xclk_any, 0x13c
cpu_clk_unhalted.one_thread_active, 0x23c
cpu_clk_unhalted.ref_xclk, 0x13c
cpu_clk_unhalted.ref_xclk_any, 0x13c
cpu_clk_unhalted.thread_p, 0x3c
cpu_clk_unhalted.thread_p_any, 0x3c
cycle_activity.cycles_l1d_miss, 0x8a3
cycle_activity.cycles_l1d_pending, 0x8a3
cycle_activity.cycles_l2_miss, 0x1a3
cycle_activity.cycles_l2_pending, 0x1a3
cycle_activity.cycles_ldm_pending, 0x2a3
cycle_activity.cycles_mem_any, 0x2a3
cycle_activity.cycles_no_execute, 0x4a3
cycle_activity.stalls_l1d_miss, 0xca3
cycle_activity.stalls_l1d_pending, 0xca3
cycle_activity.stalls_l2_miss, 0x5a3
cycle_activity.stalls_l2_pending, 0x5a3
cycle_activity.stalls_ldm_pending, 0x6a3
cycle_activity.stalls_mem_any, 0x6a3
cycle_activity.stalls_total, 0x4a3
ild_stall.lcp, 0x187
inst_retired.any_p, 0xc0
inst_retired.prec_dist, 0x1c0
inst_retired.x87, 0x2c0
int_misc.rat_stall_cycles, 0x80d
int_misc.recovery_cycles, 0x30d
int_misc.recovery_cycles_any, 0x30d
