CYCLE_ACTIVITY.STALLS_L3_MISS, 0x6a3
UNC_M2M_IMC_READS.TO_DDR_AS_CACHE, 0x71037
UNC_M2M_IMC_READS.TO_DDR_AS_MEM, 0x70837
UNC_M2M_IMC_READS.TO_PMM, 0x72037
UNC_M2M_IMC_WRITES.ALL, 0x1c1038
UNC_M2M_IMC_WRITES.CH0_ALL, 0x41038
UNC_M2M_IMC_WRITES.CH0_FROM_TGR, 0x38
UNC_M2M_IMC_WRITES.CH0_FULL, 0x40138
UNC_M2M_IMC_WRITES.CH0_FULL_ISOCH, 0x40438
UNC_M2M_IMC_WRITES.CH0_NI, 0x38
UNC_M2M_IMC_WRITES.CH0_NI_MISS, 0x38
UNC_M2M_IMC_WRITES.CH0_PARTIAL, 0x40238
UNC_M2M_IMC_WRITES.CH0_PARTIAL_ISOCH, 0x40838
UNC_M2M_IMC_WRITES.CH0_TO_DDR_AS_CACHE, 0x44038
UNC_M2M_IMC_WRITES.CH0_TO_DDR_AS_MEM, 0x42038
UNC_M2M_IMC_WRITES.CH0_TO_PMM, 0x48038
UNC_M2M_IMC_WRITES.CH1_ALL, 0x81038
UNC_M2M_IMC_WRITES.CH1_FROM_TGR, 0x38
UNC_M2M_IMC_WRITES.CH1_FULL, 0x80138
UNC_M2M_IMC_WRITES.CH1_FULL_ISOCH, 0x80438
UNC_M2M_IMC_WRITES.CH1_NI, 0x38
UNC_M2M_IMC_WRITES.CH1_NI_MISS, 0x38
UNC_M2M_IMC_WRITES.CH1_PARTIAL, 0x80238
UNC_M2M_IMC_WRITES.CH1_PARTIAL_ISOCH, 0x80838
UNC_M2M_IMC_WRITES.CH1_TO_DDR_AS_CACHE, 0x84038
UNC_M2M_IMC_WRITES.CH1_TO_DDR_AS_MEM, 0x82038
UNC_M2M_IMC_WRITES.CH1_TO_PMM, 0x88038
UNC_M2M_IMC_WRITES.FROM_TGR, 0x38
UNC_M2M_IMC_WRITES.FULL, 0x1c0138
UNC_M2M_IMC_WRITES.FULL_ISOCH, 0x1c0438
UNC_M2M_IMC_WRITES.NI, 0x38
UNC_M2M_IMC_WRITES.NI_MISS, 0x38
UNC_M2M_IMC_WRITES.PARTIAL, 0x1c0238
UNC_M2M_IMC_WRITES.PARTIAL_ISOCH, 0x1c0838
UNC_M2M_IMC_WRITES.TO_DDR_AS_CACHE, 0x1c4038
UNC_M2M_IMC_WRITES.TO_DDR_AS_MEM, 0x1c2038
UNC_M2M_IMC_WRITES.TO_PMM, 0x1c8038
UNC_M2M_MIRR_WRQ_INSERTS, 0x64
UNC_M2M_MIRR_WRQ_OCCUPANCY, 0x65
UNC_M2M_MISC_EXTERNAL.MBE_INST0, 0x1e6
UNC_M2M_MISC_EXTERNAL.MBE_INST1, 0x2e6
UNC_M2M_PKT_MATCH.MC, 0x24c
UNC_M2M_PKT_MATCH.MESH, 0x14c
UNC_M2M_PREFCAM_CIS_DROPS, 0x73
UNC_M2M_PREFCAM_CYCLES_FULL.ALLCH, 0x76b
UNC_M2M_PREFCAM_CYCLES_FULL.CH0, 0x16b
UNC_M2M_PREFCAM_CYCLES_FULL.CH1, 0x26b
UNC_M2M_PREFCAM_CYCLES_FULL.CH2, 0x46b
UNC_M2M_PREFCAM_CYCLES_NE.ALLCH, 0x76c
UNC_M2M_PREFCAM_CYCLES_NE.CH0, 0x16c
UNC_M2M_PREFCAM_CYCLES_NE.CH1, 0x26c
UNC_M2M_PREFCAM_CYCLES_NE.CH2, 0x46c
UNC_M2M_PREFCAM_DEALLOCS.CH0_HITA0_INVAL, 0x16e
UNC_M2M_PREFCAM_DEALLOCS.CH0_HITA1_INVAL, 0x26e
UNC_M2M_PREFCAM_DEALLOCS.CH0_MISS_INVAL, 0x46e
UNC_M2M_PREFCAM_DEALLOCS.CH0_RSP_PDRESET, 0x86e
UNC_M2M_PREFCAM_DEALLOCS.CH1_HITA0_INVAL, 0x106e
UNC_M2M_PREFCAM_DEALLOCS.CH1_HITA1_INVAL, 0x206e
UNC_M2M_PREFCAM_DEALLOCS.CH1_MISS_INVAL, 0x406e
UNC_M2M_PREFCAM_DEALLOCS.CH1_RSP_PDRESET, 0x806e
UNC_M2M_PREFCAM_DEALLOCS.CH2_HITA0_INVAL, 0x6e
UNC_M2M_PREFCAM_DEALLOCS.CH2_HITA1_INVAL, 0x6e
UNC_M2M_PREFCAM_DEALLOCS.CH2_MISS_INVAL, 0x6e
UNC_M2M_PREFCAM_DEALLOCS.CH2_RSP_PDRESET, 0x6e
UNC_M2M_PREFCAM_DEMAND_DROPS.CH0_UPI, 0x26f
UNC_M2M_PREFCAM_DEMAND_DROPS.CH0_XPT, 0x16f
UNC_M2M_PREFCAM_DEMAND_DROPS.CH1_UPI, 0x86f
UNC_M2M_PREFCAM_DEMAND_DROPS.CH1_XPT, 0x46f
UNC_M2M_PREFCAM_DEMAND_DROPS.CH2_UPI, 0x206f
UNC_M2M_PREFCAM_DEMAND_DROPS.CH2_XPT, 0x106f
UNC_M2M_PREFCAM_DEMAND_DROPS.UPI_ALLCH, 0x2a6f
UNC_M2M_PREFCAM_DEMAND_DROPS.XPT_ALLCH, 0x156f
UNC_M2M_PREFCAM_DEMAND_MERGE.CH0_XPTUPI, 0x174
UNC_M2M_PREFCAM_DEMAND_MERGE.CH1_XPTUPI, 0x474
UNC_M2M_PREFCAM_DEMAND_MERGE.CH2_XPTUPI, 0x1074
UNC_M2M_PREFCAM_DEMAND_MERGE.XPTUPI_ALLCH, 0x1574
UNC_M2M_PREFCAM_DEMAND_NO_MERGE.CH0_XPTUPI, 0x175
UNC_M2M_PREFCAM_DEMAND_NO_MERGE.CH1_XPTUPI, 0x475
UNC_M2M_PREFCAM_DEMAND_NO_MERGE.CH2_XPTUPI, 0x1075
UNC_M2M_PREFCAM_DEMAND_NO_MERGE.XPTUPI_ALLCH, 0x1575
UNC_M2M_PREFCAM_DROP_REASONS_CH0.ERRORBLK_RxC, 0x1070
UNC_M2M_PREFCAM_DROP_REASONS_CH0.NOT_PF_SAD_REGION, 0x270
UNC_M2M_PREFCAM_DROP_REASONS_CH0.PF_AD_CRD, 0x2070
UNC_M2M_PREFCAM_DROP_REASONS_CH0.PF_CAM_FULL, 0x4070
UNC_M2M_PREFCAM_DROP_REASONS_CH0.PF_CAM_HIT, 0x470
UNC_M2M_PREFCAM_DROP_REASONS_CH0.PF_SECURE_DROP, 0x170
UNC_M2M_PREFCAM_DROP_REASONS_CH0.RPQ_PROXY, 0x70
UNC_M2M_PREFCAM_DROP_REASONS_CH0.STOP_B2B, 0x870
UNC_M2M_PREFCAM_DROP_REASONS_CH0.UPI_THRESH, 0x70
UNC_M2M_PREFCAM_DROP_REASONS_CH0.WPQ_PROXY, 0x8070
UNC_M2M_PREFCAM_DROP_REASONS_CH0.XPT_THRESH, 0x70
UNC_M2M_PREFCAM_DROP_REASONS_CH1.ERRORBLK_RxC, 0x1071
UNC_M2M_PREFCAM_DROP_REASONS_CH1.NOT_PF_SAD_REGION, 0x271
UNC_M2M_PREFCAM_DROP_REASONS_CH1.PF_AD_CRD, 0x2071
UNC_M2M_PREFCAM_DROP_REASONS_CH1.PF_CAM_FULL, 0x4071
UNC_M2M_PREFCAM_DROP_REASONS_CH1.PF_CAM_HIT, 0x471
UNC_M2M_PREFCAM_DROP_REASONS_CH1.PF_SECURE_DROP, 0x171
UNC_M2M_PREFCAM_DROP_REASONS_CH1.RPQ_PROXY, 0x71
UNC_M2M_PREFCAM_DROP_REASONS_CH1.STOP_B2B, 0x871
UNC_M2M_PREFCAM_DROP_REASONS_CH1.UPI_THRESH, 0x71
UNC_M2M_PREFCAM_DROP_REASONS_CH1.WPQ_PROXY, 0x8071
UNC_M2M_PREFCAM_DROP_REASONS_CH1.XPT_THRESH, 0x71
UNC_M2M_PREFCAM_DROP_REASONS_CH2.ERRORBLK_RxC, 0x1072
UNC_M2M_PREFCAM_DROP_REASONS_CH2.NOT_PF_SAD_REGION, 0x272
UNC_M2M_PREFCAM_DROP_REASONS_CH2.PF_AD_CRD, 0x2072
UNC_M2M_PREFCAM_DROP_REASONS_CH2.PF_CAM_FULL, 0x4072
UNC_M2M_PREFCAM_DROP_REASONS_CH2.PF_CAM_HIT, 0x472
UNC_M2M_PREFCAM_DROP_REASONS_CH2.PF_SECURE_DROP, 0x172
UNC_M2M_PREFCAM_DROP_REASONS_CH2.RPQ_PROXY, 0x72
UNC_M2M_PREFCAM_DROP_REASONS_CH2.STOP_B2B, 0x872
UNC_M2M_PREFCAM_DROP_REASONS_CH2.UPI_THRESH, 0x72
UNC_M2M_PREFCAM_DROP_REASONS_CH2.WPQ_PROXY, 0x8072
UNC_M2M_PREFCAM_DROP_REASONS_CH2.XPT_THRESH, 0x72
UNC_M2M_PREFCAM_INSERTS.CH0_UPI, 0x26d
UNC_M2M_PREFCAM_INSERTS.CH0_XPT, 0x16d
UNC_M2M_PREFCAM_INSERTS.CH1_UPI, 0x86d
UNC_M2M_PREFCAM_INSERTS.CH1_XPT, 0x46d
UNC_M2M_PREFCAM_INSERTS.CH2_UPI, 0x206d
UNC_M2M_PREFCAM_INSERTS.CH2_XPT, 0x106d
UNC_M2M_PREFCAM_INSERTS.UPI_ALLCH, 0x2a6d
UNC_M2M_PREFCAM_INSERTS.XPT_ALLCH, 0x156d
UNC_M2M_PREFCAM_OCCUPANCY.ALLCH, 0x76a
UNC_M2M_PREFCAM_OCCUPANCY.CH0, 0x16a
UNC_M2M_PREFCAM_OCCUPANCY.CH1, 0x26a
UNC_M2M_PREFCAM_OCCUPANCY.CH2, 0x46a
UNC_M2M_PREFCAM_RESP_MISS.ALLCH, 0x776
UNC_M2M_PREFCAM_RESP_MISS.CH0, 0x176
UNC_M2M_PREFCAM_RESP_MISS.CH1, 0x276
UNC_M2M_PREFCAM_RESP_MISS.CH2, 0x476
UNC_M2M_PREFCAM_RxC_CYCLES_NE, 0x79
UNC_M2M_PREFCAM_RxC_DEALLOCS.1LM_POSTED, 0x27a
UNC_M2M_PREFCAM_RxC_DEALLOCS.CIS, 0x87a
UNC_M2M_PREFCAM_RxC_DEALLOCS.PMM_MEMMODE_ACCEPT, 0x47a
UNC_M2M_PREFCAM_RxC_DEALLOCS.SQUASHED, 0x17a
UNC_M2M_PREFCAM_RxC_INSERTS, 0x78
UNC_M2M_PREFCAM_RxC_OCCUPANCY, 0x77
UNC_M2M_RING_BOUNCES_HORZ.AD, 0x1ac
UNC_M2M_RING_BOUNCES_HORZ.AK, 0x2ac
UNC_M2M_RING_BOUNCES_HORZ.BL, 0x4ac
UNC_M2M_RING_BOUNCES_HORZ.IV, 0x8ac
UNC_M2M_RING_BOUNCES_VERT.AD, 0x1aa
UNC_M2M_RING_BOUNCES_VERT.AK, 0x2aa
UNC_M2M_RING_BOUNCES_VERT.AKC, 0x10aa
UNC_M2M_RING_BOUNCES_VERT.BL, 0x4aa
UNC_M2M_RING_BOUNCES_VERT.IV, 0x8aa
UNC_M2M_RING_SINK_STARVED_HORZ.AD, 0x1ad
UNC_M2M_RING_SINK_STARVED_HORZ.AK, 0x2ad
UNC_M2M_RING_SINK_STARVED_HORZ.AK_AG1, 0x20ad
UNC_M2M_RING_SINK_STARVED_HORZ.BL, 0x4ad
UNC_M2M_RING_SINK_STARVED_HORZ.IV, 0x8ad
UNC_M2M_RING_SINK_STARVED_VERT.AD, 0x1ab
UNC_M2M_RING_SINK_STARVED_VERT.AK, 0x2ab
UNC_M2M_RING_SINK_STARVED_VERT.AKC, 0x10ab
UNC_M2M_RING_SINK_STARVED_VERT.BL, 0x4ab
UNC_M2M_RING_SINK_STARVED_VERT.IV, 0x8ab
UNC_M2M_RING_SRC_THRTL, 0xae
UNC_M2M_RPQ_NO_REG_CRD.CH0, 0x143
UNC_M2M_RPQ_NO_REG_CRD.CH1, 0x243
UNC_M2M_RPQ_NO_REG_CRD.CH2, 0x443
UNC_M2M_RPQ_NO_REG_CRD_PMM.CHN0, 0x14f
UNC_M2M_RPQ_NO_REG_CRD_PMM.CHN1, 0x24f
UNC_M2M_RPQ_NO_REG_CRD_PMM.CHN2, 0x44f
UNC_M2M_RPQ_NO_SPEC_CRD.CH0, 0x144
UNC_M2M_RPQ_NO_SPEC_CRD.CH1, 0x244
UNC_M2M_RPQ_NO_SPEC_CRD.CH2, 0x444
UNC_M2M_RxC_AD_CYCLES_FULL, 0x4
UNC_M2M_RxC_AD_CYCLES_NE, 0x3
UNC_M2M_RxC_AD_INSERTS, 0x1
UNC_M2M_RxC_AD_OCCUPANCY, 0x2
UNC_M2M_RxC_AD_PREF_OCCUPANCY, 0x77
UNC_M2M_RxC_AK_WR_CMP, 0x5c
UNC_M2M_RxC_BL_CYCLES_FULL, 0x8
UNC_M2M_RxC_BL_CYCLES_NE, 0x7
UNC_M2M_RxC_BL_INSERTS, 0x5
UNC_M2M_RxC_BL_OCCUPANCY, 0x6
UNC_M2M_RxR_BUSY_STARVED.AD_ALL, 0x11e5
UNC_M2M_RxR_BUSY_STARVED.AD_CRD, 0x10e5
UNC_M2M_RxR_BUSY_STARVED.AD_UNCRD, 0x1e5
UNC_M2M_RxR_BUSY_STARVED.BL_ALL, 0x44e5
UNC_M2M_RxR_BUSY_STARVED.BL_CRD, 0x40e5
UNC_M2M_RxR_BUSY_STARVED.BL_UNCRD, 0x4e5
UNC_M2M_RxR_BYPASS.AD_ALL, 0x11e2
UNC_M2M_RxR_BYPASS.AD_CRD, 0x10e2
UNC_M2M_RxR_BYPASS.AD_UNCRD, 0x1e2
UNC_M2M_RxR_BYPASS.AK, 0x2e2
UNC_M2M_RxR_BYPASS.AKC_UNCRD, 0x80e2
UNC_M2M_RxR_BYPASS.BL_ALL, 0x44e2
UNC_M2M_RxR_BYPASS.BL_CRD, 0x40e2
UNC_M2M_RxR_BYPASS.BL_UNCRD, 0x4e2
UNC_M2M_RxR_BYPASS.IV, 0x8e2
UNC_M2M_RxR_CRD_STARVED.AD_ALL, 0x11e3
UNC_M2M_RxR_CRD_STARVED.AD_CRD, 0x10e3
UNC_M2M_RxR_CRD_STARVED.AD_UNCRD, 0x1e3
UNC_M2M_RxR_CRD_STARVED.AK, 0x2e3
UNC_M2M_RxR_CRD_STARVED.BL_ALL, 0x44e3
UNC_M2M_RxR_CRD_STARVED.BL_CRD, 0x40e3
UNC_M2M_RxR_CRD_STARVED.BL_UNCRD, 0x4e3
UNC_M2M_RxR_CRD_STARVED.IFV, 0x80e3
UNC_M2M_RxR_CRD_STARVED.IV, 0x8e3
UNC_M2M_RxR_CRD_STARVED_1, 0xe4
UNC_M2M_RxR_INSERTS.AD_ALL, 0x11e1
UNC_M2M_RxR_INSERTS.AD_CRD, 0x10e1
UNC_M2M_RxR_INSERTS.AD_UNCRD, 0x1e1
UNC_M2M_RxR_INSERTS.AK, 0x2e1
UNC_M2M_RxR_INSERTS.AKC_UNCRD, 0x80e1
UNC_M2M_RxR_INSERTS.BL_ALL, 0x44e1
UNC_M2M_RxR_INSERTS.BL_CRD, 0x40e1
UNC_M2M_RxR_INSERTS.BL_UNCRD, 0x4e1
UNC_M2M_RxR_INSERTS.IV, 0x8e1
UNC_M2M_RxR_OCCUPANCY.AD_ALL, 0x11e0
UNC_M2M_RxR_OCCUPANCY.AD_CRD, 0x10e0
UNC_M2M_RxR_OCCUPANCY.AD_UNCRD, 0x1e0
UNC_M2M_RxR_OCCUPANCY.AK, 0x2e0
UNC_M2M_RxR_OCCUPANCY.AKC_UNCRD, 0x80e0
UNC_M2M_RxR_OCCUPANCY.BL_ALL, 0x44e0
UNC_M2M_RxR_OCCUPANCY.BL_CRD, 0x20e0
UNC_M2M_RxR_OCCUPANCY.BL_UNCRD, 0x4e0
UNC_M2M_RxR_OCCUPANCY.IV, 0x8e0
UNC_M2M_SCOREBOARD_AD_RETRY_ACCEPTS, 0x33
UNC_M2M_SCOREBOARD_AD_RETRY_REJECTS, 0x34
UNC_M2M_SCOREBOARD_BL_RETRY_ACCEPTS, 0x35
UNC_M2M_SCOREBOARD_BL_RETRY_REJECTS, 0x36
UNC_M2M_SCOREBOARD_RD_ACCEPTS, 0x2f
UNC_M2M_SCOREBOARD_RD_REJECTS, 0x30
UNC_M2M_SCOREBOARD_WR_ACCEPTS, 0x31
UNC_M2M_SCOREBOARD_WR_REJECTS, 0x32
UNC_M2M_STALL0_NO_TxR_HORZ_CRD_AD_AG0.TGR0, 0x1d0
UNC_M2M_STALL0_NO_TxR_HORZ_CRD_AD_AG0.TGR1, 0x2d0
UNC_M2M_STALL0_NO_TxR_HORZ_CRD_AD_AG0.TGR2, 0x4d0
UNC_M2M_STALL0_NO_TxR_HORZ_CRD_AD_AG0.TGR3, 0x8d0
UNC_M2M_STALL0_NO_TxR_HORZ_CRD_AD_AG0.TGR4, 0x10d0
UNC_M2M_STALL0_NO_TxR_HORZ_CRD_AD_AG0.TGR5, 0x20d0
UNC_M2M_STALL0_NO_TxR_HORZ_CRD_AD_AG0.TGR6, 0x40d0
UNC_M2M_STALL0_NO_TxR_HORZ_CRD_AD_AG0.TGR7, 0x80d0
UNC_M2M_STALL0_NO_TxR_HORZ_CRD_AD_AG1.TGR0, 0x1d2
UNC_M2M_STALL0_NO_TxR_HORZ_CRD_AD_AG1.TGR1, 0x2d2
UNC_M2M_STALL0_NO_TxR_HORZ_CRD_AD_AG1.TGR2, 0x4d2
UNC_M2M_STALL0_NO_TxR_HORZ_CRD_AD_AG1.TGR3, 0x8d2
UNC_M2M_STALL0_NO_TxR_HORZ_CRD_AD_AG1.TGR4, 0x10d2
UNC_M2M_STALL0_NO_TxR_HORZ_CRD_AD_AG1.TGR5, 0x20d2
UNC_M2M_STALL0_NO_TxR_HORZ_CRD_AD_AG1.TGR6, 0x40d2
UNC_M2M_STALL0_NO_TxR_HORZ_CRD_AD_AG1.TGR7, 0x80d2
UNC_M2M_STALL0_NO_TxR_HORZ_CRD_BL_AG0.TGR0, 0x1d4
UNC_M2M_STALL0_NO_TxR_HORZ_CRD_BL_AG0.TGR1, 0x2d4
UNC_M2M_STALL0_NO_TxR_HORZ_CRD_BL_AG0.TGR2, 0x4d4
UNC_M2M_STALL0_NO_TxR_HORZ_CRD_BL_AG0.TGR3, 0x8d4
UNC_M2M_STALL0_NO_TxR_HORZ_CRD_BL_AG0.TGR4, 0x10d4
UNC_M2M_STALL0_NO_TxR_HORZ_CRD_BL_AG0.TGR5, 0x20d4
UNC_M2M_STALL0_NO_TxR_HORZ_CRD_BL_AG0.TGR6, 0x40d4
UNC_M2M_STALL0_NO_TxR_HORZ_CRD_BL_AG0.TGR7, 0x80d4
UNC_M2M_STALL0_NO_TxR_HORZ_CRD_BL_AG1.TGR0, 0x1d6
UNC_M2M_STALL0_NO_TxR_HORZ_CRD_BL_AG1.TGR1, 0x2d6
UNC_M2M_STALL0_NO_TxR_HORZ_CRD_BL_AG1.TGR2, 0x4d6
UNC_M2M_STALL0_NO_TxR_HORZ_CRD_BL_AG1.TGR3, 0x8d6
UNC_M2M_STALL0_NO_TxR_HORZ_CRD_BL_AG1.TGR4, 0x10d6
UNC_M2M_STALL0_NO_TxR_HORZ_CRD_BL_AG1.TGR5, 0x20d6
UNC_M2M_STALL0_NO_TxR_HORZ_CRD_BL_AG1.TGR6, 0x40d6
UNC_M2M_STALL0_NO_TxR_HORZ_CRD_BL_AG1.TGR7, 0x80d6
UNC_M2M_STALL1_NO_TxR_HORZ_CRD_AD_AG0.TGR10, 0x4d1
UNC_M2M_STALL1_NO_TxR_HORZ_CRD_AD_AG0.TGR8, 0x1d1
UNC_M2M_STALL1_NO_TxR_HORZ_CRD_AD_AG0.TGR9, 0x2d1
UNC_M2M_STALL1_NO_TxR_HORZ_CRD_AD_AG1_1.TGR10, 0x4d3
UNC_M2M_STALL1_NO_TxR_HORZ_CRD_AD_AG1_1.TGR8, 0x1d3
UNC_M2M_STALL1_NO_TxR_HORZ_CRD_AD_AG1_1.TGR9, 0x2d3
UNC_M2M_STALL1_NO_TxR_HORZ_CRD_BL_AG0_1.TGR10, 0x4d5
UNC_M2M_STALL1_NO_TxR_HORZ_CRD_BL_AG0_1.TGR8, 0x1d5
UNC_M2M_STALL1_NO_TxR_HORZ_CRD_BL_AG0_1.TGR9, 0x2d5
UNC_M2M_STALL1_NO_TxR_HORZ_CRD_BL_AG1_1.TGR10, 0x4d7
UNC_M2M_STALL1_NO_TxR_HORZ_CRD_BL_AG1_1.TGR8, 0x1d7
UNC_M2M_STALL1_NO_TxR_HORZ_CRD_BL_AG1_1.TGR9, 0x2d7
UNC_M2M_TAG_HIT.NM_RD_HIT_CLEAN, 0x12c
UNC_M2M_TAG_HIT.NM_RD_HIT_DIRTY, 0x22c
UNC_M2M_TAG_HIT.NM_UFILL_HIT_CLEAN, 0x42c
UNC_M2M_TAG_HIT.NM_UFILL_HIT_DIRTY, 0x82c
UNC_M2M_TAG_MISS, 0x61
UNC_M2M_TGR_AD_CREDITS, 0x41
UNC_M2M_TGR_BL_CREDITS, 0x42
UNC_M2M_TRACKER_FULL.CH0, 0x145
UNC_M2M_TRACKER_FULL.CH1, 0x245
UNC_M2M_TRACKER_FULL.CH2, 0x445
UNC_M2M_TRACKER_INSERTS.CH0, 0x149
UNC_M2M_TRACKER_INSERTS.CH1, 0x249
UNC_M2M_TRACKER_INSERTS.CH2, 0x449
UNC_M2M_TRACKER_NE.CH0, 0x146
UNC_M2M_TRACKER_NE.CH1, 0x246
UNC_M2M_TRACKER_NE.CH2, 0x446
UNC_M2M_TRACKER_OCCUPANCY.CH0, 0x147
UNC_M2M_TRACKER_OCCUPANCY.CH1, 0x247
UNC_M2M_TRACKER_OCCUPANCY.CH2, 0x447
UNC_M2M_TxC_AD_CREDITS_ACQUIRED, 0xd
UNC_M2M_TxC_AD_CREDIT_OCCUPANCY, 0xe
UNC_M2M_TxC_AD_CYCLES_FULL, 0xc
UNC_M2M_TxC_AD_CYCLES_NE, 0xb
UNC_M2M_TxC_AD_INSERTS, 0x9
UNC_M2M_TxC_AD_NO_CREDIT_CYCLES, 0xf
UNC_M2M_TxC_AD_NO_CREDIT_STALLED, 0x10
UNC_M2M_TxC_AD_OCCUPANCY, 0xa
UNC_M2M_TxC_AK.CRD_CBO, 0x239
UNC_M2M_TxC_AK.NDR, 0x139
UNC_M2M_TxC_AKC_CREDITS, 0x5f
UNC_M2M_TxC_AK_CREDITS_ACQUIRED.CMS0, 0x11d
UNC_M2M_TxC_AK_CREDITS_ACQUIRED.CMS1, 0x21d
UNC_M2M_TxC_AK_CYCLES_FULL.ALL, 0x314
UNC_M2M_TxC_AK_CYCLES_FULL.CMS0, 0x114
UNC_M2M_TxC_AK_CYCLES_FULL.CMS1, 0x214
UNC_M2M_TxC_AK_CYCLES_FULL.RDCRD0, 0x814
UNC_M2M_TxC_AK_CYCLES_FULL.RDCRD1, 0x8814
UNC_M2M_TxC_AK_CYCLES_FULL.WRCMP0, 0x2014
UNC_M2M_TxC_AK_CYCLES_FULL.WRCMP1, 0xa014
UNC_M2M_TxC_AK_CYCLES_FULL.WRCRD0, 0x1014
UNC_M2M_TxC_AK_CYCLES_FULL.WRCRD1, 0x9014
UNC_M2M_TxC_AK_CYCLES_NE.ALL, 0x313
UNC_M2M_TxC_AK_CYCLES_NE.CMS0, 0x113
UNC_M2M_TxC_AK_CYCLES_NE.CMS1, 0x213
UNC_M2M_TxC_AK_CYCLES_NE.RDCRD, 0x813
UNC_M2M_TxC_AK_CYCLES_NE.WRCMP, 0x2013
UNC_M2M_TxC_AK_CYCLES_NE.WRCRD, 0x1013
UNC_M2M_TxC_AK_INSERTS.ALL, 0x311
UNC_M2M_TxC_AK_INSERTS.CMS0, 0x111
UNC_M2M_TxC_AK_INSERTS.CMS1, 0x211
UNC_M2M_TxC_AK_INSERTS.PREF_RD_CAM_HIT, 0x4011
UNC_M2M_TxC_AK_INSERTS.RDCRD, 0x811
UNC_M2M_TxC_AK_INSERTS.WRCMP, 0x2011
UNC_M2M_TxC_AK_INSERTS.WRCRD, 0x1011
UNC_M2M_TxC_AK_NO_CREDIT_CYCLES.CMS0, 0x11f
UNC_M2M_TxC_AK_NO_CREDIT_CYCLES.CMS1, 0x21f
UNC_M2M_TxC_AK_NO_CREDIT_STALLED.CMS0, 0x120
UNC_M2M_TxC_AK_NO_CREDIT_STALLED.CMS1, 0x220
UNC_M2M_TxC_AK_OCCUPANCY.ALL, 0x312
UNC_M2M_TxC_AK_OCCUPANCY.CMS0, 0x112
UNC_M2M_TxC_AK_OCCUPANCY.CMS1, 0x212
UNC_M2M_TxC_AK_OCCUPANCY.RDCRD, 0x812
UNC_M2M_TxC_AK_OCCUPANCY.WRCMP, 0x2012
UNC_M2M_TxC_AK_OCCUPANCY.WRCRD, 0x1012
UNC_M2M_TxC_BL.DRS_CACHE, 0x140
UNC_M2M_TxC_BL.DRS_CORE, 0x240
UNC_M2M_TxC_BL.DRS_UPI, 0x440
UNC_M2M_TxC_BL_CREDITS_ACQUIRED.CMS0, 0x119
UNC_M2M_TxC_BL_CREDITS_ACQUIRED.CMS1, 0x219
UNC_M2M_TxC_BL_CYCLES_FULL.ALL, 0x318
UNC_M2M_TxC_BL_CYCLES_FULL.CMS0, 0x118
UNC_M2M_TxC_BL_CYCLES_FULL.CMS1, 0x218
UNC_M2M_TxC_BL_CYCLES_NE.ALL, 0x317
UNC_M2M_TxC_BL_CYCLES_NE.CMS0, 0x117
UNC_M2M_TxC_BL_CYCLES_NE.CMS1, 0x217
UNC_M2M_TxC_BL_INSERTS.ALL, 0x315
UNC_M2M_TxC_BL_INSERTS.CMS0, 0x115
UNC_M2M_TxC_BL_INSERTS.CMS1, 0x215
UNC_M2M_TxC_BL_NO_CREDIT_CYCLES.CMS0, 0x11b
UNC_M2M_TxC_BL_NO_CREDIT_CYCLES.CMS1, 0x21b
UNC_M2M_TxC_BL_NO_CREDIT_STALLED.CMS0, 0x11c
UNC_M2M_TxC_BL_NO_CREDIT_STALLED.CMS1, 0x21c
UNC_M2M_TxR_HORZ_ADS_USED.AD_ALL, 0x11a6
UNC_M2M_TxR_HORZ_ADS_USED.AD_CRD, 0x10a6
UNC_M2M_TxR_HORZ_ADS_USED.AD_UNCRD, 0x1a6
UNC_M2M_TxR_HORZ_ADS_USED.BL_ALL, 0x44a6
UNC_M2M_TxR_HORZ_ADS_USED.BL_CRD, 0x40a6
UNC_M2M_TxR_HORZ_ADS_USED.BL_UNCRD, 0x4a6
UNC_M2M_TxR_HORZ_BYPASS.AD_ALL, 0x11a7
UNC_M2M_TxR_HORZ_BYPASS.AD_CRD, 0x10a7
UNC_M2M_TxR_HORZ_BYPASS.AD_UNCRD, 0x1a7
UNC_M2M_TxR_HORZ_BYPASS.AK, 0x2a7
UNC_M2M_TxR_HORZ_BYPASS.AKC_UNCRD, 0x80a7
UNC_M2M_TxR_HORZ_BYPASS.BL_ALL, 0x44a7
UNC_M2M_TxR_HORZ_BYPASS.BL_CRD, 0x40a7
UNC_M2M_TxR_HORZ_BYPASS.BL_UNCRD, 0x4a7
UNC_M2M_TxR_HORZ_BYPASS.IV, 0x8a7
UNC_M2M_TxR_HORZ_CYCLES_FULL.AD_ALL, 0x11a2
UNC_M2M_TxR_HORZ_CYCLES_FULL.AD_CRD, 0x10a2
UNC_M2M_TxR_HORZ_CYCLES_FULL.AD_UNCRD, 0x1a2
UNC_M2M_TxR_HORZ_CYCLES_FULL.AK, 0x2a2
UNC_M2M_TxR_HORZ_CYCLES_FULL.AKC_UNCRD, 0x80a2
UNC_M2M_TxR_HORZ_CYCLES_FULL.BL_ALL, 0x44a2
UNC_M2M_TxR_HORZ_CYCLES_FULL.BL_CRD, 0x40a2
UNC_M2M_TxR_HORZ_CYCLES_FULL.BL_UNCRD, 0x4a2
